t_ns,ax,ay,az
15973109354005,-0.077256024,0.0060300827,0.026297092
15973114112234,-0.124468386,0.02483654,0.019022703
15973118870463,-0.11825943,0.006160736,-0.00565958
15973123628693,-0.100292444,0.0069208145,0.016352177
15973128386974,-0.019839048,-0.012122154,0.0373981
15973133145203,0.032191336,-0.028756142,0.0031118393
15973137903380,0.09733063,-0.04390335,0.004589081
15973142661661,0.11645132,-0.053836823,0.008183241
15973147419891,0.08578694,-0.08281803,0.02660966
15973152178172,0.050157487,-0.05995369,-0.023825407
15973156936401,-0.04347664,-0.043878555,-0.024194479
15973161694630,-0.09035897,-0.047024727,-0.037916183
15973166452859,-0.10310471,-0.05241394,-0.08868885
15973171211088,-0.11975545,-0.053230286,-0.10524368
15973175969318,-0.16498715,-0.049743652,-0.087572336
15973180727599,-0.19711548,-0.06692791,-0.073565006
15973185485828,-0.23519015,-0.09697342,-0.065120935
15973190244005,-0.18136871,-0.16203308,-0.0073957443
15973195002286,-0.08052242,-0.18111324,-0.0025029182
15973199760516,-0.007162571,-0.1632595,-0.018319607
15973204518797,0.0059074163,-0.15116692,8.6832047E-4
15973209277026,-0.038865924,-0.123913765,0.06732869
15973214035255,-0.09593409,-0.098052025,0.06690788
15973218793484,-0.07531953,-0.06649494,0.04356432
15973223551713,-0.021169722,-0.015570641,0.048832893
15973228309943,0.033297956,-0.017273903,0.05866289
15973233068172,0.095294416,0.001824379,0.109811306
15973237826453,0.10905188,-0.009777069,0.12238574
15973242584682,0.064704955,-0.018706322,0.120859385
15973247342911,0.02410388,-0.020446777,0.0755651
15973252101141,-0.029003084,-0.017490387,0.020131588
15973256859422,-0.09905553,-0.03783989,-0.035920143
15973261617651,-0.15553302,-0.057635307,-0.041567087
15973266375880,-0.25038838,-0.018817902,-0.005295992
15973271134109,-0.31758875,0.021243095,-0.0027241707
15973275892338,-0.2997313,0.081134796,-0.044407368
15973280650620,-0.20098561,0.14186001,-0.02216363
15973285408849,-0.086141706,0.14051914,-0.03080964
15973290167078,-0.011285901,0.14631748,-0.04388833
15973294925307,0.024486661,0.11705303,0.022715569
15973299683536,-0.017706037,0.08154774,0.04101324
15973304441766,-0.03331101,0.060938835,0.002793312
15973309199995,-0.08356559,-0.022292137,-0.03690338
15973313958276,-0.15378666,-0.0499115,-0.05693078
15973318716505,-0.22959447,-0.04884529,-0.08128095
15973323474734,-0.3227539,-0.05720997,-0.09108591
15973328232963,-0.36288726,-0.044363976,-0.07029772
15973332991193,-0.38623917,0.022091866,-0.078121185
15973337749422,-0.320428,0.030973434,-0.1070559
15973342507703,-0.26805747,0.05841446,-0.09086585
15973347265932,-0.15828419,0.054852486,-0.06570196
15973352024161,0.012727022,0.03492546,-0.04569769
15973356782391,0.1830576,-0.008089066,-0.023727417
15973361540620,0.3367362,-0.052653313,-0.006783724
15973366298849,0.41309994,-0.04235363,-0.02768135
15973371057130,0.40175718,-0.025159836,-0.043473005
15973375815359,0.2686569,0.015259743,-0.030766964
15973380573588,0.09303999,0.05263996,-0.013611078
15973385331818,-0.061169982,0.084711075,0.012556791
15973390089995,-0.15209961,0.12098026,0.028785706
15973394848328,-0.17616594,0.11431599,0.0046195984
15973399606557,-0.10366058,0.12189102,-0.009766579
15973404364786,0.019436598,0.06812382,-0.03569317
15973409122963,0.15483463,0.012874603,-0.040088892
15973413881245,0.28383255,-0.013226509,-0.06325865
15973418639474,0.37608904,-0.029459953,-0.095519304
15973423397703,0.36861145,-0.024219513,-0.08479643
15973428155984,0.25564384,-0.014318466,-0.085983515
15973432914213,0.073694825,0.03555584,-0.06360316
15973437672443,-0.1413486,0.04461193,-0.02507186
15973442430672,-0.32561517,0.044083595,0.027013779
15973447188901,-0.3972205,0.050634384,0.023956776
15973451947130,-0.3457719,0.045248985,0.02564001
15973456705411,-0.22212064,0.0044870377,0.036786556
15973461463641,-0.06458819,-0.0522604,0.017115593
15973466221870,0.1173532,-0.07754898,-0.018767834
15973470980099,0.26212728,-0.09071541,2.9230118E-4
15973475738328,0.27344882,-0.117892265,0.04288149
15973480496557,0.1880573,-0.083254814,0.021070957
15973485254838,0.020928562,-0.05144787,0.025566578
15973490013068,-0.14704001,-0.0153541565,0.048891544
15973494771297,-0.24980915,0.015545845,0.0600183
15973499529526,-0.24802113,0.005844116,0.05203414
15973504287755,-0.11408448,0.0056791306,0.074920416
15973509045984,0.07518172,-0.008675575,0.0431993
15973513804213,0.26524,-0.015738487,0.009571075
15973518562495,0.35447228,-0.039215088,-0.01893115
15973523320724,0.3272829,-0.012730598,-0.016277075
15973528078953,0.18934524,-0.019659042,-0.00654459
15973532837182,0.026687443,0.011335373,-0.025344372
15973537595411,-0.16538644,0.0017414093,-0.006148815
15973542353641,-0.28974557,0.022997856,0.0056402683
15973547111870,-0.29255676,0.027452469,-0.013581276
15973551870151,-0.19622612,0.03421688,-0.027916193
15973556628380,-0.048805475,0.0101213455,-0.025497913
15973561386609,0.12118429,-0.0018863678,-0.006411314
15973566144838,0.25437748,-0.0160923,-0.034882307
15973570903068,0.27781457,-0.039590836,-0.027496815
15973575661297,0.2421838,-0.02497673,0.02022791
15973580419526,0.10751116,-0.010504723,0.06985998
15973585177807,-0.08766186,-0.01985073,0.064412355
15973589936036,-0.24104142,-0.04337406,0.049560785
15973594694266,-0.32481575,-0.019328117,0.07985473
15973599452495,-0.32290947,-0.019228935,0.045804024
15973604210724,-0.26914847,-0.016792297,-0.0045096874
15973608968953,-0.13061881,-0.0025320053,0.007281065
15973613727234,0.0045437813,0.011581421,-0.004627466
15973618485463,0.12938106,0.0090065,-0.028264284
15973623243693,0.18469405,0.011220932,-0.020824432
15973628001922,0.16618896,0.011059761,-0.001585722
15973632760151,0.07899451,0.020413399,-0.01818037
15973637518380,-5.5241585E-4,0.024909973,-0.036986113
15973642276609,-0.04419601,0.02461338,-0.0011472702
15973647034838,-0.007038653,0.024309158,0.034348726
15973651793120,0.07010317,-0.0044460297,0.029181957
15973656551349,0.17291993,-0.004470825,3.5834312E-4
15973661309578,0.25143963,0.009737015,0.014571428
15973666067807,0.2775792,-0.01409626,0.016821861
15973670826036,0.23743016,-0.025875092,-0.0069315434
