t_ns,wall_ms,type,text
29751643051586,1788559697817,SESSION_START,"20260905_033817_SNU_AJB_AB_run4"
29751643119867,1788559697817,CALIB_START,"stand still 15s"
29766643753924,1788559712818,CALIB_END,"n_fixes=13"
29766643940434,1788559712818,RIDE_START,""
30035952214498,1788559982126,STOP_CALIB_START,"stand still 15s"
30050952636888,1788559997126,STOP_CALIB_END,"n_fixes=15"
30050960104076,1788559997134,SESSION_END,""
