t_ns,ax,ay,az
29751614210396,0.0,0.0,0.0
29751618968208,0.016369626,-7.6293945E-6,0.020337343
29751623725969,0.0090029985,0.027113914,-0.004005432
29751628483781,-0.034714267,0.013175964,-0.029978752
29751633241541,-0.09880242,9.7084045E-4,0.0066292286
29751637999354,-0.14256838,-0.0111551285,0.025443792
29751642757062,-0.17621738,-0.0013532639,0.0053491592
29751647514927,-0.14262295,-0.015832901,-0.001688242
29751652272687,-0.091961056,-0.01833725,0.009060383
29751657030500,0.02778688,-0.010055542,-0.032842398
29751661788260,0.1022854,-0.006965637,-0.043009043
29751666546073,0.16065754,-0.023937225,-0.0087862015
29751671303833,0.19607544,-0.013269424,-0.010354519
29751676061646,0.16816048,-0.010104179,-0.027417183
29751680819406,0.09626909,-0.038454056,-0.0077688694
29751685577219,0.029421031,-0.031562805,0.046537638
29751690334979,-0.058111876,-0.036460876,0.032521963
29751695092791,-0.1389101,-0.043456078,0.028383255
29751699850552,-0.19803903,-0.036610603,0.08572459
29751704608364,-0.21874078,-0.064333916,0.08137679
29751709366125,-0.19822922,-0.074941635,0.061456203
29751714123937,-0.11991382,-0.07381058,0.04711771
29751718881646,-0.040734977,-0.050026894,0.061041117
29751723639510,0.039741263,-0.05025959,0.04010725
29751728397219,0.11267361,-0.036772728,0.0039801598
29751733155083,0.16245961,-0.00776577,0.022198915
29751737912844,0.15328442,-0.012097359,0.039782047
29751742670656,0.11016595,-0.0047416687,0.040617943
29751747428416,0.087198436,-0.0068740845,0.055312634
29751752186229,0.04186614,-0.029772758,0.07654476
29751756943989,2.0805001E-4,-0.017223358,0.0624125
29751761701802,0.020043075,-0.028264046,0.041830063
29751766459562,0.018361375,-0.025086403,0.035856485
29751771217323,0.05158271,-0.033649445,0.053342104
29751775975083,0.09091398,-0.032684326,0.05407691
29751780732896,0.14791527,-0.029445648,0.03622508
29751785490708,0.18733394,-0.021702766,0.05158472
29751790248469,0.21207625,-0.007173538,0.045587778
29751795006281,0.22487123,-0.016332626,0.04677272
29751799764041,0.20498398,-0.008952141,0.06431985
29751804521854,0.17181268,-0.011081696,0.058110237
29751809279614,0.120982155,-0.0061483383,0.017020702
29751814037427,0.06674336,0.0057001114,0.011901379
29751818795187,0.041834652,-0.017825127,0.009321451
29751823553000,0.003405422,-0.017440796,-0.0048959255
29751828310760,-0.031966314,-0.014735222,-8.249283E-5
29751833068573,-0.026862472,-0.026124,0.0069150925
29751837826333,-0.026599705,-0.018555641,0.0020804405
29751842584146,0.013446733,-0.029911041,-0.012005329
29751847341906,0.04335466,-0.010567665,-0.028158903
29751852099719,0.063378505,0.001376152,-0.03936553
29751856857479,0.07376923,0.006052017,-0.03629017
29751861615291,0.10050419,0.010642052,-0.040326595
29751866373052,0.08457529,0.026893616,-0.044300795
29751871130864,0.04553464,0.016998291,-0.03876853
29751875888625,0.030696467,0.016685486,-0.026298046
29751880646437,0.006666988,0.028147697,-0.037590504
29751885404198,0.0018450767,0.027672768,-0.04167223
29751890162010,0.018248692,0.020147324,-0.062139273
29751894919771,0.024893016,0.029224396,-0.06816721
29751899677583,0.047910556,0.019340515,-0.05531335
29751904435344,0.08474738,0.042572975,-0.07561445
29751909193156,0.12111646,0.039553642,-0.08150792
29751913950916,0.16172747,0.03894806,-0.08261752
29751918708677,0.15960266,0.038355827,-0.083701134
29751923466489,0.12243664,0.033046722,-0.082374334
29751928224302,0.07189487,0.04906273,-0.090565205
29751932982062,-0.0037053823,0.06483269,-0.08209753
29751937739875,-0.11833611,0.04030037,-0.07848644
29751942497635,-0.18427631,0.049146652,-0.06551075
29751947255448,-0.27086863,0.046081543,-0.048018217
29751952013208,-0.31169114,0.04305458,-0.030756712
29751956771021,-0.3121837,0.04951477,-0.03026247
29751961528781,-0.31061023,0.025238037,-0.036944866
29751966286594,-0.25259984,0.020175934,-0.010494232
29751971044354,-0.21187386,0.0033550262,-0.0126748085
29751975802166,-0.14570224,-0.008522034,0.001704216
29751980559927,-0.11809714,-0.020236015,0.013514519
29751985317739,-0.12627184,-0.015289307,0.025232553
29751990075500,-0.1012675,-0.008025169,0.058024168
29751994833312,-0.14040609,0.00623703,0.076242685
29751999591073,-0.17207175,-0.026946068,0.07534027
29752004348885,-0.15626493,-0.036108017,0.088668585
29752009106646,-0.18809846,-0.059354782,0.10421181
29752013864406,-0.16300109,-0.06344128,0.13145971
29752018622219,-0.105203435,-0.06039524,0.12293148
29752023380031,-0.048110634,-0.064468384,0.12865734
29752028137791,-0.015266061,-0.08033085,0.14852977
29752032895604,0.02206096,-0.0841732,0.14212179
29752037653364,0.049680427,-0.073794365,0.1618619
29752042411177,0.07707648,-0.068258286,0.19084597
29752047168937,0.06627808,-0.08883762,0.200629
29752051926750,0.036650255,-0.08315563,0.21030235
29752056684510,0.035750255,-0.075167656,0.21750355
29752061442271,0.053704515,-0.090948105,0.2222848
29752066200083,0.0738611,-0.08052826,0.2341435
29752070957896,0.1175472,-0.08680153,0.2624843
29752075715656,0.13723785,-0.10012245,0.23609209
29752080473469,0.13076279,-0.094358444,0.22891545
29752085231229,0.15051937,-0.09576607,0.2384181
29752089988989,0.160724,-0.099559784,0.21473527
29752094746802,0.14243358,-0.09857559,0.19364977
29752099504614,0.1434442,-0.08574867,0.1443274
