t_ns,gx,gy,gz,accuracy
29751608275604,-6.108648E-4,-0.016798781,0.021991132,3
29751610654510,-0.0030543238,-0.01802051,0.020769402,3
29751613033364,-0.0030543238,-0.013133593,0.019547673,3
29751615412271,-0.0018325944,-0.009468404,0.017104214,3
29751617791177,-6.108648E-4,-0.0058032153,0.015882485,3
29751620170083,6.108648E-4,-9.162972E-4,0.014660755,3
29751622548989,-6.108648E-4,0.0015271619,0.012217295,3
29751624927844,-6.108648E-4,0.0051923506,0.012217295,3
29751627306750,-0.0018325944,0.00763581,0.0097738365,3
29751629685656,-0.0018325944,0.008857539,0.008552107,3
29751632064562,-6.108648E-4,0.008857539,0.008552107,3
29751634443416,-6.108648E-4,0.00763581,0.0097738365,3
29751636822323,-6.108648E-4,0.003970621,0.010995566,3
29751639201229,-6.108648E-4,3.054324E-4,0.013439025,3
29751641580135,-6.108648E-4,-0.0033597562,0.014660755,3
29751643958937,-0.0018325944,-0.009468404,0.017104214,3
29751646337896,-0.0018325944,-0.014355322,0.018325943,3
29751648716802,-0.0018325944,-0.01802051,0.020769402,3
29751651095708,-0.0018325944,-0.02046397,0.02443459,3
29751653474562,-6.108648E-4,-0.024129158,0.02687805,3
29751655853469,-6.108648E-4,-0.02535089,0.02687805,3
29751658232375,-0.0018325944,-0.02535089,0.02565632,3
29751660611281,-0.0018325944,-0.024129158,0.023212861,3
29751662990135,-0.0018325944,-0.021685699,0.023212861,3
29751665369041,-6.108648E-4,-0.01802051,0.021991132,3
29751667747948,-0.0018325944,-0.015577052,0.019547673,3
29751670126854,-6.108648E-4,-0.010690134,0.017104214,3
29751672505708,-6.108648E-4,-0.008246674,0.015882485,3
29751674884614,-6.108648E-4,-0.0033597562,0.013439025,3
29751677263521,-6.108648E-4,-9.162972E-4,0.013439025,3
29751679642375,-0.0018325944,0.0027488915,0.010995566,3
29751682021281,-6.108648E-4,0.0051923506,0.010995566,3
29751684400187,-6.108648E-4,0.00763581,0.0097738365,3
29751686779094,-6.108648E-4,0.008857539,0.0097738365,3
29751689157948,-6.108648E-4,0.00763581,0.008552107,3
29751691536854,-6.108648E-4,0.00763581,0.008552107,3
29751693915760,-0.0018325944,0.0051923506,0.010995566,3
29751696294666,-0.0018325944,0.0027488915,0.012217295,3
29751698673521,-0.0030543238,-9.162972E-4,0.014660755,3
29751701052427,-0.0018325944,-0.004581486,0.017104214,3
29751703431333,-6.108648E-4,-0.008246674,0.020769402,3
29751705810239,-0.0018325944,-0.011911863,0.021991132,3
29751708189094,-0.0018325944,-0.013133593,0.02443459,3
29751710568000,-0.0018325944,-0.01802051,0.02565632,3
29751712946906,-0.0030543238,-0.01924224,0.028099779,3
29751715325812,-0.0018325944,-0.02046397,0.028099779,3
29751717704666,-6.108648E-4,-0.02046397,0.028099779,3
29751720083521,-6.108648E-4,-0.02046397,0.03054324,3
29751722462479,-6.108648E-4,-0.01802051,0.02932151,3
29751724841385,-6.108648E-4,-0.015577052,0.028099779,3
29751727220239,-0.0018325944,-0.014355322,0.02687805,3
29751729599094,-6.108648E-4,-0.010690134,0.02443459,3
29751731978052,-6.108648E-4,-0.009468404,0.02443459,3
29751734356958,-6.108648E-4,-0.0058032153,0.021991132,3
29751736735812,-6.108648E-4,-0.0033597562,0.019547673,3
29751739114719,-6.108648E-4,-9.162972E-4,0.019547673,3
29751741493625,-6.108648E-4,3.054324E-4,0.018325943,3
29751743872531,-0.0018325944,0.0015271619,0.017104214,3
29751746251385,-0.0018325944,3.054324E-4,0.015882485,3
29751748630291,-0.0018325944,3.054324E-4,0.017104214,3
29751751009198,-0.0018325944,-0.0021380268,0.018325943,3
29751753388104,-6.108648E-4,-0.0033597562,0.017104214,3
29751755766958,-0.0018325944,-0.0058032153,0.019547673,3
29751758145864,-0.0018325944,-0.008246674,0.019547673,3
29751760524771,-6.108648E-4,-0.008246674,0.019547673,3
29751762903677,-0.0030543238,-0.011911863,0.020769402,3
29751765282531,-6.108648E-4,-0.013133593,0.021991132,3
29751767661437,-0.0018325944,-0.013133593,0.018325943,3
29751770040344,-6.108648E-4,-0.013133593,0.019547673,3
29751772419198,-6.108648E-4,-0.013133593,0.020769402,3
29751774798104,-0.0018325944,-0.013133593,0.019547673,3
29751777176958,-6.108648E-4,-0.014355322,0.018325943,3
29751779555916,-0.0018325944,-0.014355322,0.017104214,3
29751781934771,-6.108648E-4,-0.013133593,0.017104214,3
29751784313677,6.108648E-4,-0.010690134,0.017104214,3
29751786692583,0.0018325944,-0.009468404,0.013439025,3
29751789071489,0.0018325944,-0.0070249448,0.013439025,3
29751791450344,-6.108648E-4,-0.004581486,0.010995566,3
29751793829250,6.108648E-4,-0.0033597562,0.008552107,3
29751796208156,6.108648E-4,-0.0033597562,0.008552107,3
29751798587062,0.0018325944,3.054324E-4,0.0073303776,3
29751800965916,6.108648E-4,0.0015271619,0.0061086477,3
29751803344823,6.108648E-4,0.0015271619,0.0061086477,3
29751805723729,6.108648E-4,0.003970621,0.0036651888,3
29751808102635,-6.108648E-4,0.0051923506,0.0036651888,3
29751810481489,6.108648E-4,0.003970621,0.0012217296,3
29751812860396,-0.0018325944,0.0027488915,0.0012217296,3
29751815239302,-6.108648E-4,0.0051923506,0.0024434591,3
29751817618208,6.108648E-4,0.0051923506,0.0012217296,3
29751819997062,6.108648E-4,0.0027488915,0.0024434591,3
29751822375969,6.108648E-4,0.0027488915,0.0024434591,3
