t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
29756659226688,1788559702833,40,false,29.7,0,0,6455894016
29761681177936,1788559707855,39,false,29.9,0,0,6452047872
29766692794132,1788559712867,39,false,29.9,0,0,6447398912
29771759307672,1788559717933,39,false,29.9,0,0,6443974656
29776801984285,1788559722976,39,false,29.9,0,0,6443048960
29781847819283,1788559728022,39,false,29.9,0,0,6438944768
29786891294125,1788559733065,39,false,29.9,0,0,6466961408
29791907668758,1788559738081,39,false,29.9,0,0,6465581056
29796925713704,1788559743100,39,false,29.9,0,0,6464598016
29801942044275,1788559748116,39,false,29.9,0,0,6463606784
29806957490888,1788559753131,39,false,29.9,0,0,6459297792
29811975935886,1788559758150,39,false,29.9,0,0,6458171392
29817055815676,1788559763230,39,false,29.9,0,0,6455967744
29822100091038,1788559768274,39,false,29.9,0,0,6453317632
29827142216609,1788559773316,39,false,29.9,0,0,6452486144
29832181272336,1788559778355,39,false,29.9,0,0,6451486720
29837226858012,1788559783401,39,false,29.9,0,0,6448492544
29842305938010,1788559788480,39,false,29.9,0,0,6446587904
29847350528945,1788559793524,39,false,29.9,0,0,6445576192
29852395981235,1788559798570,39,false,29.9,0,0,6444560384
29857414348785,1788559803588,39,false,29.9,0,0,6441283584
29862434472742,1788559808608,39,false,29.9,0,0,6439677952
29867449716281,1788559813624,39,false,29.9,0,0,6438916096
29872466395238,1788559818640,39,false,29.9,0,0,6437904384
29877485716121,1788559823660,39,false,29.9,0,0,6434500608
29882557017630,1788559828731,39,false,29.9,0,0,6433030144
29887599557784,1788559833773,39,false,29.9,0,0,6428676096
29892646557418,1788559838820,39,false,29.9,0,0,6427656192
29897662489395,1788559843836,39,false,29.9,0,0,6423871488
29902678322258,1788559848852,39,false,29.9,0,0,6422589440
29907696014547,1788559853870,39,false,29.9,0,0,6421618688
29912712353712,1788559858886,39,false,29.9,0,0,6420619264
29917731248398,1788559863905,39,false,29.9,0,0,6416867328
29922805285271,1788559868979,39,false,29.9,0,0,6415687680
29927853265790,1788559874027,39,false,29.9,0,0,6414635008
29932894976777,1788559879069,39,false,29.9,0,0,6413643776
29937912784223,1788559884087,39,false,29.9,0,0,6409867264
29942928572659,1788559889102,38,false,30.3,0,0,6408896512
29947948852605,1788559894123,38,false,30.3,0,0,6407892992
29952966910103,1788559899141,38,false,30.3,0,0,6406905856
29957985159111,1788559904159,38,false,30.3,0,0,6402945024
29963056818224,1788559909231,38,false,30.3,0,0,6401986560
29968103333326,1788559914277,38,false,30.3,0,0,6401011712
29973180655043,1788559919354,38,false,30.3,0,0,6400016384
29978227702489,1788559924402,38,false,30.3,0,0,6428405760
29983307901289,1788559929482,38,false,30.3,0,0,6425968640
29988354300767,1788559934528,38,false,30.3,0,0,6425108480
29993432957067,1788559939607,38,false,30.3,0,0,6424014848
29998477249773,1788559944651,38,false,30.3,0,0,6421004288
30003523595917,1788559949697,38,false,30.2,0,0,6419976192
30008567741696,1788559954742,38,false,30.2,0,0,6419005440
30013587638778,1788559959761,38,false,30.2,0,0,6415192064
30018604114713,1788559964778,38,false,30.2,0,0,6414155776
30023625259868,1788559969799,38,false,30.2,0,0,6413058048
30028642443772,1788559974816,38,false,30.2,0,0,6412095488
30033677879447,1788559979852,38,false,30.2,0,0,6408171520
30038686683039,1788559984861,38,false,30.2,0,0,6404325376
30043705674600,1788559989879,38,false,30.2,0,0,6399905792
30048784551577,1788559994958,38,false,30.2,0,0,6396235776
