t_ns,gx,gy,gz
29751614210396,-0.18523328,9.100179,3.6500452
29751618968208,-0.16810854,9.09348,3.6675282
29751623725969,-0.16298218,9.096115,3.6612155
29751628483781,-0.17418331,9.099937,3.6511881
29751633241541,-0.19837104,9.098969,3.6523654
29751637999354,-0.22610976,9.0963545,3.6572664
29751642757062,-0.2543761,9.095354,3.657899
29751647514927,-0.27347115,9.094611,3.658365
29751652272687,-0.28339872,9.093618,3.6600783
29751657030500,-0.2788341,9.09481,3.6574693
29751661788260,-0.26736668,9.096446,3.6542532
29751666546073,-0.25177166,9.096779,3.6545339
29751671303833,-0.2347386,9.097302,3.6543636
29751676061646,-0.22133636,9.098198,3.6529684
29751680819406,-0.21417488,9.09814,3.6535416
29751685577219,-0.211969,9.096823,3.6569476
29751690334979,-0.21536416,9.095735,3.659455
29751695092791,-0.22307512,9.094618,3.6617668
29751699850552,-0.23325583,9.092437,3.6665463
29751704608364,-0.24361184,9.090236,3.6713276
29751709366125,-0.25214753,9.08842,3.6752453
29751714123937,-0.25631392,9.087008,3.6784468
29751718881646,-0.25655448,9.0857115,3.681632
29751723639510,-0.25334114,9.0848675,3.683938
29751728397219,-0.2473888,9.084713,3.6847217
29751733155083,-0.23980126,9.084527,3.6856825
29751737912844,-0.2330644,9.084074,3.6872308
29751742670656,-0.22825642,9.083614,3.688662
29751747428416,-0.2244472,9.082949,3.6905375
29751752186229,-0.22220086,9.081917,3.6932116
29751756943989,-0.22122177,9.081102,3.69527
29751761701802,-0.21954077,9.080508,3.6968315
29751766459562,-0.21787746,9.08002,3.6981294
29751771217323,-0.21523254,9.079356,3.6999137
29751775975083,-0.21152554,9.078717,3.7016907
29751780732896,-0.20635827,9.078318,3.7029653
29751785490708,-0.2003559,9.07787,3.7043924
29751790248469,-0.19403027,9.077542,3.7055314
29751795006281,-0.18772572,9.077177,3.7067494
29751799764041,-0.1822263,9.07669,3.7082171
29751804521854,-0.17779477,9.076233,3.709552
29751809279614,-0.17484117,9.0761175,3.7099736
29751814037427,-0.17325155,9.076044,3.7102282
29751818795187,-0.17228322,9.075937,3.710534
29751823553000,-0.17214727,9.075933,3.7105498
29751828310760,-0.17266952,9.075891,3.7106314
29751833068573,-0.17299365,9.075741,3.7109835
29751837826333,-0.17326064,9.075664,3.7111595
29751842584146,-0.17264502,9.075681,3.711144
29751847341906,-0.1714615,9.075879,3.7107146
29751852099719,-0.16996467,9.07617,3.710072
29751856857479,-0.16840446,9.0764475,3.709463
29751861615291,-0.16644041,9.076767,3.7087698
29751866373052,-0.16487633,9.077145,3.7079163
29751871130864,-0.16412556,9.077462,3.7071724
29751875888625,-0.1636459,9.07769,3.706635
29751880646437,-0.1635418,9.077996,3.7058892
29751885404198,-0.16350292,9.07831,3.7051249
29751890162010,-0.16316044,9.078735,3.7040963
29751894919771,-0.1626295,9.079214,3.7029486
29751899677583,-0.16172564,9.079581,3.7020874
29751904435344,-0.16028403,9.08013,3.7008023
29751909193156,-0.15837921,9.080693,3.6995022
29751913950916,-0.1559346,9.081261,3.6982129
29751918708677,-0.15382308,9.08183,3.6969037
29751923466489,-0.15255812,9.082382,3.6955988
29751928224302,-0.15226512,9.082969,3.6941695
29751932982062,-0.15322216,9.083539,3.6927245
29751937739875,-0.15582056,9.084009,3.6914616
29751942497635,-0.15924421,9.08441,3.6903267
29751947255448,-0.16354398,9.084697,3.6894338
29751952013208,-0.1681466,9.084892,3.6887486
29751956771021,-0.17240158,9.085095,3.6880507
29751961528781,-0.17633773,9.085251,3.6874804
29751966286594,-0.17928852,9.085285,3.6872542
29751971044354,-0.1817124,9.085326,3.6870322
29751975802166,-0.18326838,9.085296,3.6870327
29751980559927,-0.18454662,9.085185,3.6872408
29751985317739,-0.18593441,9.085053,3.687497
29751990075500,-0.18699943,9.084777,3.6881227
29751994833312,-0.18851958,9.084443,3.6888673
29751999591073,-0.19033945,9.084054,3.6897326
29752004348885,-0.19177882,9.083614,3.6907406
29752009106646,-0.19343637,9.08307,3.6919928
29752013864406,-0.194599,9.082442,3.6934762
29752018622219,-0.19496818,9.081875,3.69485
29752023380031,-0.19463785,9.081277,3.6963372
29752028137791,-0.1939914,9.080586,3.698067
29752032895604,-0.19304518,9.079907,3.6997836
29752037653364,-0.19195987,9.079189,3.7016015
29752042411177,-0.19064929,9.07837,3.7036793
29752047168937,-0.189432,9.0774975,3.7058775
29752051926750,-0.18852378,9.076591,3.7081459
29752056684510,-0.18762735,9.075666,3.7104518
29752061442271,-0.18644717,9.074716,3.7128372
29752066200083,-0.18507506,9.073749,3.7152674
29752070957896,-0.18330616,9.072687,3.7179487
29752075715656,-0.18147486,9.071711,3.720418
29752080473469,-0.17979732,9.0707655,3.7228038
29752085231229,-0.17803057,9.069796,3.7252517
29752089988989,-0.17628528,9.068933,3.7274356
29752094746802,-0.17475848,9.068137,3.7294402
29752099504614,-0.17339015,9.067523,3.7309966
29752104262375,-0.17222966,9.067001,3.7323194
29752109020187,-0.17123246,9.06664,3.7332425
29752113777948,-0.17003442,9.066401,3.7338786
29752118535708,-0.16887823,9.066245,3.7343087
29752123293521,-0.1675508,9.06608,3.7347686
29752128051281,-0.16656154,9.065913,3.7352185
29752132809094,-0.16602181,9.0657015,3.7357569
29752137566906,-0.1658991,9.06543,3.7364216
29752142324666,-0.16591729,9.065309,3.7367158
29752147082479,-0.16624641,9.065303,3.7367136
29752151840239,-0.16708998,9.065424,3.736382
29752156598052,-0.16807845,9.065695,3.735682
29752161355812,-0.16933566,9.066029,3.7348125
29752166113625,-0.17052001,9.066359,3.7339592
29752170871385,-0.17178749,9.066607,3.7332964
29752175629198,-0.1728274,9.066815,3.7327445
29752180386958,-0.1734671,9.067028,3.732198
29752185144771,-0.1737979,9.0672865,3.7315552
29752189902531,-0.1741245,9.06762,3.7307286
29752194660291,-0.17445832,9.068162,3.729395
29752199418104,-0.17502065,9.06874,3.7279637
29752204175916,-0.17556128,9.069251,3.726696
29752208933677,-0.17618579,9.0697565,3.7254333
29752213691489,-0.17696911,9.070216,3.7242777
29752218449250,-0.17761885,9.070684,3.7231057
29752223207062,-0.17812596,9.071075,3.7221308
29752227964823,-0.17842804,9.071391,3.7213457
29752232722635,-0.17858279,9.071652,3.7207026
29752237480396,-0.1787746,9.071728,3.7205074
29752242238208,-0.17913675,9.071789,3.72034
29752246995969,-0.17964965,9.071819,3.7202437
29752251753781,-0.18026714,9.071975,3.719834
29752256511541,-0.18066354,9.072173,3.7193313
29752261269354,-0.18118404,9.072421,3.718703
29752266027114,-0.18156406,9.072719,3.717955
29752270784927,-0.18172204,9.07297,3.7173357
29752275542687,-0.18156216,9.073045,3.7171636
29752280300500,-0.18096252,9.073119,3.717008
29752285058260,-0.1799927,9.073211,3.7168314
29752289816021,-0.17894766,9.073212,3.7168803
29752294573833,-0.17811564,9.073087,3.7172246
29752299331646,-0.17799628,9.072954,3.7175558
29752304089406,-0.17878123,9.072842,3.7177906
29752308847219,-0.18009588,9.072661,3.7181692
29752313604979,-0.18200995,9.072472,3.7185376
29752318362791,-0.18310504,9.072288,3.718932
29752323120552,-0.18340859,9.07199,3.7196414
29752327878312,-0.18233334,9.071771,3.7202308
29752332636125,-0.18019699,9.07154,3.7208989
29752337393937,-0.17791471,9.071277,3.721649
29752342151698,-0.17595154,9.071027,3.7223508
29752346909510,-0.17469554,9.070797,3.7229714
29752351667271,-0.17452587,9.070582,3.7235
29752356425083,-0.17525715,9.070379,3.7239609
29752361182844,-0.17677605,9.070086,3.724607
29752365940656,-0.17866111,9.069696,3.725465
29752370698416,-0.18058482,9.069372,3.7261596
29752375456229,-0.18188941,9.069119,3.7267113
29752380213989,-0.18239245,9.0688305,3.7273898
29752384971802,-0.18235992,9.068822,3.7274115
29752389729562,-0.18082966,9.069426,3.7260184
29752394487375,-0.17945528,9.069965,3.7247713
29752399245135,-0.1782539,9.06889,3.7274468
29752404002948,-0.17650157,9.068825,3.7276888
29752408760708,-0.17554978,9.067667,3.730549
29752413518521,-0.17383216,9.067234,3.7316802
29752418276281,-0.17148499,9.0701065,3.7248006
29752423034094,-0.16983749,9.070494,3.723937
