t_ns,mx,my,mz,bx,by,bz
29751615846125,-22.9125,8.137501,13.687501,8.22,27.779999,13.74
29751625846125,-24.225,8.587501,13.51875,8.22,27.779999,13.74
29751635846125,-20.8125,8.53125,13.575001,8.22,27.779999,13.74
29751645846125,-20.831251,10.03125,12.168751,8.22,27.779999,13.74
29751655846125,-22.875,10.14375,13.312501,8.22,27.779999,13.74
29751665846125,-22.95,8.625,12.450001,8.22,27.779999,13.74
29751675846125,-22.743752,9.7875,12.39375,8.22,27.779999,13.74
29751685846125,-21.0375,8.137501,13.462501,8.22,27.779999,13.74
29751695846125,-24.843752,7.5000005,17.325,8.22,27.779999,13.74
29751705846125,-23.1,8.231251,15.243751,8.22,27.779999,13.74
29751715846125,-22.650002,7.9125004,13.968751,8.22,27.779999,13.74
29751725846125,-23.1375,8.71875,14.306251,8.22,27.779999,13.74
29751735846125,-22.78125,8.025001,13.837501,8.22,27.779999,13.74
29751745846125,-22.087502,8.231251,12.825001,8.22,27.779999,13.74
29751755846125,-23.775002,8.775001,15.000001,8.22,27.779999,13.74
29751765846125,-21.16875,7.9875,12.262501,8.22,27.779999,13.74
29751775846125,-22.95,8.625,12.450001,8.22,27.779999,13.74
29751785846125,-21.825,9.39375,10.6125,8.22,27.779999,13.74
29751795846125,-19.612501,10.44375,10.462501,8.22,27.779999,13.74
29751805846125,-23.38125,8.8125,12.50625,8.22,27.779999,13.74
29751815846125,-21.46875,9.825001,11.325001,8.22,27.779999,13.74
29751825846125,-21.206251,11.625,12.618751,8.22,27.779999,13.74
29751835846125,-20.681252,9.1875,12.7875,8.22,27.779999,13.74
29751845846125,-20.1375,10.387501,11.606251,8.22,27.779999,13.74
29751855846125,-22.1625,10.6125,12.76875,8.22,27.779999,13.74
29751865846125,-23.0625,10.368751,10.875,8.22,27.779999,13.74
29751875846125,-21.900002,10.762501,10.425,8.22,27.779999,13.74
29751885846125,-20.04375,10.012501,11.45625,8.22,27.779999,13.74
29751895846125,-20.456251,9.337501,11.53125,8.22,27.779999,13.74
29751905846125,-22.40625,10.837501,12.168751,8.22,27.779999,13.74
29751915846125,-21.28125,10.21875,12.825001,8.22,27.779999,13.74
29751925846125,-23.60625,7.9125004,14.700001,8.22,27.779999,13.74
29751935846125,-23.85,8.118751,13.950001,8.22,27.779999,13.74
29751945846125,-23.38125,9.075001,13.556251,8.22,27.779999,13.74
29751955846125,-21.675001,9.918751,13.650001,8.22,27.779999,13.74
29751965846125,-23.98125,8.231251,13.81875,8.22,27.779999,13.74
29751975846125,-22.368752,9.712501,14.6625,8.22,27.779999,13.74
29751985846125,-23.737501,9.01875,15.000001,8.22,27.779999,13.74
29751995846125,-22.706251,9.28125,13.33125,8.22,27.779999,13.74
29752005846125,-21.91875,9.13125,12.168751,8.22,27.779999,13.74
29752015846125,-20.75625,7.5375004,11.306251,8.22,27.779999,13.74
29752025846125,-22.63125,8.2875,10.89375,8.22,27.779999,13.74
29752035846125,-20.8125,7.5375004,13.14375,8.22,27.779999,13.74
29752045846125,-22.7625,8.775001,12.281251,8.22,27.779999,13.74
29752055846125,-21.7875,8.2875,13.2375,8.22,27.779999,13.74
29752065846125,-22.7625,8.025001,13.51875,8.22,27.779999,13.74
29752075846125,-22.575,8.175,12.88125,8.22,27.779999,13.74
29752085846125,-20.90625,10.03125,14.325001,8.22,27.779999,13.74
29752095846125,-23.775002,7.7625003,14.418751,8.22,27.779999,13.74
29752105846125,-20.868752,6.525,14.418751,8.22,27.779999,13.74
29752115846125,-24.45,6.9187503,16.518751,8.22,27.779999,13.74
29752125846125,-22.35,7.33125,16.10625,8.22,27.779999,13.74
29752135846125,-23.2875,7.0687504,15.3,8.22,27.779999,13.74
29752145846125,-23.625,6.2812505,16.59375,8.22,27.779999,13.74
29752155846125,-23.34375,7.33125,17.90625,8.22,27.779999,13.74
29752165846125,-23.681252,7.9125004,16.85625,8.22,27.779999,13.74
29752175846125,-21.6375,8.0625,17.38125,8.22,27.779999,13.74
29752185846125,-26.175001,7.0687504,17.94375,8.22,27.779999,13.74
29752195846125,-24.35625,7.8187504,18.31875,8.22,27.779999,13.74
29752205846125,-25.10625,7.9687505,18.09375,8.22,27.779999,13.74
29752215846125,-23.53125,8.55,15.750001,8.22,27.779999,13.74
29752225846125,-22.087502,7.8750005,15.900001,8.22,27.779999,13.74
29752235846125,-23.118752,7.4812503,16.95,8.22,27.779999,13.74
29752245846125,-22.800001,8.26875,15.675,8.22,27.779999,13.74
29752255846125,-22.95,9.50625,17.025002,8.22,27.779999,13.74
29752265846125,-22.25625,7.9687505,16.3875,8.22,27.779999,13.74
29752275846125,-21.6,9.056251,16.125,8.22,27.779999,13.74
29752285846125,-22.48125,8.325001,15.937501,8.22,27.779999,13.74
29752295846125,-22.125,8.231251,13.89375,8.22,27.779999,13.74
29752305846125,-24.937502,7.9875,13.33125,8.22,27.779999,13.74
29752315846125,-24.35625,7.18125,14.812501,8.22,27.779999,13.74
29752325846125,-23.081251,7.9875,13.556251,8.22,27.779999,13.74
29752335846125,-22.78125,10.78125,13.9125,8.22,27.779999,13.74
29752345846125,-20.56875,9.825001,12.450001,8.22,27.779999,13.74
29752355846125,-21.35625,9.712501,12.543751,8.22,27.779999,13.74
29752365846125,-21.5625,9.431251,12.4125,8.22,27.779999,13.74
29752375846125,-20.775002,10.668751,13.51875,8.22,27.779999,13.74
29752385846125,-21.50625,10.06875,14.08125,8.22,27.779999,13.74
29752395846125,-23.081251,8.981251,13.687501,8.22,27.779999,13.74
29752405846125,-20.41875,8.962501,13.218751,8.22,27.779999,13.74
29752415846125,-21.91875,9.01875,16.1625,8.22,27.779999,13.74
29752425846125,-24.768751,8.512501,15.58125,8.22,27.779999,13.74
29752435846125,-24.225,7.33125,16.63125,8.22,27.779999,13.74
