t_ns,wall_ms,type,text
32144906854892,1788562091081,SESSION_START,"20260905_041811_SNU_AJB_AB_run11"
32144906910465,1788562091081,CALIB_START,"stand still 15s"
32159908141292,1788562106082,CALIB_END,"n_fixes=14"
32159908409730,1788562106082,RIDE_START,""
32367002707776,1788562313177,STOP_CALIB_START,"stand still 15s"
32382003388291,1788562328177,STOP_CALIB_END,"n_fixes=15"
32382009334645,1788562328183,SESSION_END,""
