t_ns,ax,ay,az,accuracy
32144858410782,-0.72741807,9.145369,4.1587257,3
32144860789636,-0.81834537,9.188439,3.7950168,3
32144863168542,-0.8805587,9.23151,3.4887354,3
32144865547396,-0.90448695,9.23151,3.4791641,3
32144867926250,-0.8422736,9.183653,3.7423747,3
32144870305105,-0.72741807,9.15494,4.0869412,3
32144872684011,-0.5407779,9.111869,4.240082,3
32144875062865,-0.29671,9.107083,4.101298,3
32144877441719,-0.019142581,9.131011,3.8141594,3
32144879820573,0.25842485,9.15494,3.5413775,3
32144882199428,0.5407779,9.126225,3.4983068,3
32144884578334,0.7609176,9.08794,3.6753755,3
32144886957188,0.93320084,9.064013,3.9338005,3
32144889336042,1.0911272,9.044869,4.0869412,3
32144891714896,1.1629118,9.068798,4.005585,3
32144894093750,1.1916257,9.102298,3.790231,3
32144896472657,1.1629118,9.12144,3.574877,3
32144898851511,1.0480564,9.116654,3.5365918,3
32144901230365,0.8997013,9.097511,3.67059,3
32144903609219,0.7082755,9.102298,3.8955152,3
32144905988125,0.47377887,9.111869,4.034299,3
32144908366980,0.21535404,9.145369,4.0007997,3
32144910745834,-0.0047856453,9.131011,3.8380876,3
32144913124688,-0.17706887,9.140582,3.6753755,3
32144915503594,-0.3589234,9.131011,3.641876,3
32144917882448,-0.49292147,9.097511,3.7184465,3
32144920261303,-0.6221339,9.068798,3.885944,3
32144922640157,-0.6795616,9.068798,4.005585,3
32144925019011,-0.65084773,9.049655,3.991228,3
32144927397917,-0.59342,9.044869,3.8668015,3
32144929776771,-0.5072784,9.044869,3.7184465,3
32144932155625,-0.38763726,9.035298,3.67059,3
32144934534480,-0.2440679,9.035298,3.7184465,3
32144936913386,-0.086141616,9.020942,3.8141594,3
32144939292240,0.07178468,8.992228,3.9146578,3
32144941671094,0.2105684,9.020942,3.900301,3
32144944049948,0.34456646,9.030513,3.8237305,3
32144946428855,0.40677986,9.059227,3.723232,3
32144948807709,0.47377887,9.078369,3.6753755,3
32144951186563,0.4881358,9.08794,3.7136607,3
32144953565365,0.4354937,9.08794,3.8237305,3
32144955944271,0.35413775,9.073584,3.900301,3
32144958323125,0.2536392,9.078369,3.900301,3
32144960702032,0.13399807,9.092726,3.8380876,3
32144963080886,-0.023928227,9.111869,3.7471602,3
32144965459740,-0.17706887,9.107083,3.7280176,3
32144967838594,-0.32063824,9.126225,3.7615173,3
32144970217500,-0.44506502,9.12144,3.8237305,3
32144972596355,-0.5312066,9.111869,3.8955152,3
32144974975209,-0.6125626,9.150154,3.8763726,3
32144977354063,-0.64606214,9.12144,3.8333018,3
32144979732969,-0.65084773,9.126225,3.7854455,3
32144982111823,-0.6125626,9.102298,3.7423747,3
32144984490625,-0.5407779,9.102298,3.7710886,3
32144986869532,-0.44506502,9.092726,3.818945,3
32144989248438,-0.33499518,9.102298,3.8476589,3
32144991627292,-0.22971097,9.107083,3.8333018,3
32144994006146,-0.10049855,9.097511,3.7950168,3
32144996385000,0.038285162,9.092726,3.7328033,3
32144998763855,0.13878371,9.102298,3.7184465,3
32145001142761,0.20578274,9.08794,3.7136607,3
32145003521615,0.25842485,9.097511,3.737589,3
32145005900469,0.27756742,9.08794,3.7663028,3
32145008279323,0.2440679,9.078369,3.7854455,3
32145010658230,0.2009971,9.092726,3.7854455,3
32145013037084,0.14356937,9.107083,3.7663028,3
32145015415938,0.05742774,9.083155,3.7471602,3
32145017794792,-0.08135597,9.097511,3.7567315,3
32145020173646,-0.2009971,9.102298,3.7950168,3
32145022552553,-0.3397808,9.126225,3.8285162,3
32145024931407,-0.42592242,9.145369,3.8237305,3
32145027310261,-0.52163535,9.145369,3.8093736,3
32145029689115,-0.6125626,9.150154,3.804588,3
32145032068021,-0.6652047,9.178867,3.8093736,3
32145034446875,-0.6843473,9.212367,3.7998023,3
32145036825730,-0.6795616,9.19801,3.8237305,3
32145039204584,-0.63170516,9.188439,3.8476589,3
32145041583438,-0.56470615,9.169296,3.8524444,3
32145043962344,-0.49292147,9.164511,3.842873,3
32145046341198,-0.38285163,9.15494,3.8285162,3
32145048720053,-0.26799613,9.145369,3.8141594,3
32145051098855,-0.13878371,9.135797,3.8285162,3
32145053477761,-0.07178468,9.107083,3.8237305,3
32145055856667,0.023928227,9.092726,3.8380876,3
32145058235521,0.09571291,9.107083,3.8333018,3
32145060614375,0.13878371,9.107083,3.842873,3
32145062993230,0.18185452,9.097511,3.8380876,3
32145065372136,0.17706887,9.092726,3.818945,3
32145067750990,0.148355,9.08794,3.7998023,3
32145070129844,0.09571291,9.083155,3.8285162,3
32145072508698,0.019142581,9.0544405,3.8524444,3
32145074887605,-0.05742774,9.059227,3.8907297,3
32145077266459,-0.14356937,9.049655,3.885944,3
32145079645313,-0.22971097,9.0544405,3.8524444,3
32145082024167,-0.28713873,9.049655,3.8237305,3
32145084403021,-0.3493521,9.049655,3.804588,3
32145086781928,-0.3924229,9.073584,3.8380876,3
32145089160782,-0.4019942,9.068798,3.842873,3
32145091539636,-0.40677986,9.073584,3.8668015,3
32145093918490,-0.39720857,9.078369,3.8668015,3
32145096297396,-0.35413775,9.107083,3.8333018,3
32145098676250,-0.31106696,9.102298,3.790231,3
32145101055105,-0.23928227,9.097511,3.7806597,3
32145103433959,-0.17228323,9.12144,3.7806597,3
32145105812813,-0.10049855,9.12144,3.7806597,3
32145108191719,-0.033499517,9.102298,3.7998023,3
32145110570573,0.019142581,9.102298,3.818945,3
32145112949428,0.086141616,9.111869,3.7950168,3
32145115328282,0.124426775,9.102298,3.7758741,3
32145117707136,0.148355,9.097511,3.7710886,3
32145120086042,0.16749759,9.068798,3.7758741,3
32145122464896,0.13399807,9.059227,3.7998023,3
32145124843750,0.09571291,9.059227,3.8093736,3
32145127222605,0.0526421,9.064013,3.8141594,3
32145129601511,-0.0047856453,9.044869,3.790231,3
32145131980365,-0.062213387,9.040084,3.790231,3
32145134359167,-0.11006984,9.059227,3.7998023,3
32145136738073,-0.15792629,9.068798,3.8093736,3
32145139116928,-0.21535404,9.068798,3.8333018,3
32145141495834,-0.2632105,9.068798,3.8380876,3
32145143874688,-0.3062813,9.073584,3.8572302,3
32145146253542,-0.32063824,9.064013,3.8572302,3
32145148632396,-0.31585258,9.08794,3.8237305,3
32145151011303,-0.29192436,9.078369,3.8285162,3
32145153390157,-0.29671,9.083155,3.818945,3
32145155769011,-0.29192436,9.111869,3.8141594,3
32145158147865,-0.25842485,9.092726,3.8333018,3
32145160526771,-0.22971097,9.092726,3.8285162,3
32145162905625,-0.18185452,9.097511,3.8333018,3
32145165284480,-0.17228323,9.092726,3.818945,3
32145167663334,-0.13878371,9.092726,3.790231,3
32145170042188,-0.12921242,9.111869,3.7758741,3
32145172421094,-0.124426775,9.097511,3.7615173,3
32145174799948,-0.11964113,9.097511,3.7567315,3
32145177178803,-0.15314065,9.102298,3.7854455,3
32145179557657,-0.18664017,9.102298,3.790231,3
32145181936511,-0.2009971,9.092726,3.7758741,3
32145184315417,-0.2440679,9.102298,3.7567315,3
32145186694219,-0.26799613,9.116654,3.7615173,3
32145189073125,-0.32063824,9.12144,3.7758741,3
32145191451980,-0.3493521,9.116654,3.7567315,3
32145193830886,-0.3924229,9.135797,3.7663028,3
32145196209740,-0.4019942,9.116654,3.7758741,3
32145198588594,-0.43070808,9.140582,3.7615173,3
32145200967448,-0.41635114,9.145369,3.7663028,3
32145203346355,-0.41635114,9.150154,3.790231,3
32145205725209,-0.38763726,9.140582,3.7806597,3
32145208104063,-0.31585258,9.135797,3.790231,3
32145210482917,-0.25842485,9.135797,3.804588,3
32145212861823,-0.21535404,9.145369,3.7950168,3
32145215240678,-0.16271193,9.140582,3.7998023,3
32145217619532,-0.11006984,9.15494,3.8093736,3
32145219998386,-0.05742774,9.135797,3.8141594,3
32145222377240,-0.033499517,9.126225,3.818945,3
32145224756146,-0.0047856453,9.12144,3.8141594,3
32145227135000,0.02871387,9.140582,3.7998023,3
32145229513855,0.076570325,9.111869,3.8285162,3
32145231892709,0.076570325,9.102298,3.842873,3
32145234271563,0.02871387,9.116654,3.8380876,3
32145236650469,-0.014356935,9.107083,3.842873,3
32145239029323,-0.033499517,9.064013,3.8285162,3
32145241408178,-0.0526421,9.092726,3.8333018,3
32145243787032,-0.11006984,9.083155,3.8141594,3
32145246165938,-0.15792629,9.078369,3.8285162,3
32145248544792,-0.2009971,9.08794,3.8333018,3
32145250923646,-0.25842485,9.092726,3.7806597,3
32145253302500,-0.30149564,9.097511,3.751946,3
32145255681355,-0.33020952,9.102298,3.7663028,3
32145258060261,-0.38285163,9.097511,3.804588,3
32145260439115,-0.38285163,9.102298,3.8907297,3
32145262817917,-0.35413775,9.12144,3.9194436,3
32145265196823,-0.3589234,9.12144,3.885944,3
32145267575730,-0.3062813,9.131011,3.818945,3
32145269954584,-0.23449662,9.116654,3.7328033,3
32145272333438,-0.22013968,9.12144,3.7184465,3
32145274712292,-0.16749759,9.116654,3.7663028,3
32145277091146,-0.11964113,9.126225,3.818945,3
32145279470053,-0.09092726,9.116654,3.842873,3
32145281848907,-0.06699903,9.126225,3.8141594,3
32145284227761,-0.033499517,9.135797,3.751946,3
32145286606615,-0.02871387,9.126225,3.7088752,3
32145288985521,-0.07178468,9.135797,3.694518,3
32145291364375,-0.05742774,9.12144,3.7663028,3
32145293743230,-0.08135597,9.111869,3.7998023,3
32145296122084,-0.124426775,9.12144,3.818945,3
32145298500938,-0.15314065,9.140582,3.8237305,3
32145300879844,-0.18185452,9.140582,3.7710886,3
32145303258698,-0.2009971,9.116654,3.737589,3
32145305637553,-0.23449662,9.107083,3.7328033,3
32145308016407,-0.2536392,9.12144,3.7423747,3
32145310395313,-0.3062813,9.116654,3.790231,3
32145312774167,-0.31106696,9.102298,3.8333018,3
32145315153021,-0.30149564,9.12144,3.8333018,3
32145317531875,-0.31106696,9.159725,3.7854455,3
32145319910678,-0.26799613,9.140582,3.751946,3
32145322289636,-0.22492532,9.131011,3.7328033,3
32145324668490,-0.20578274,9.126225,3.7471602,3
32145327047344,-0.17706887,9.126225,3.7998023,3
32145329426198,-0.14356937,9.12144,3.8141594,3
32145331805105,-0.10049855,9.12144,3.8237305,3
32145334183959,-0.05742774,9.140582,3.7854455,3
32145336562813,-0.05742774,9.140582,3.7663028,3
32145338941667,-0.06699903,9.126225,3.751946,3
32145341320521,-0.05742774,9.12144,3.7567315,3
32145343699428,-0.043070808,9.111869,3.804588,3
32145346078282,-0.05742774,9.135797,3.8237305,3
32145348457136,-0.076570325,9.097511,3.8380876,3
32145350835990,-0.086141616,9.083155,3.7998023,3
32145353214896,-0.11964113,9.092726,3.7663028,3
32145355593750,-0.13399807,9.08794,3.7567315,3
32145357972605,-0.17706887,9.08794,3.7710886,3
32145360351459,-0.22492532,9.073584,3.7998023,3
32145362730365,-0.24885355,9.102298,3.8380876,3
32145365109219,-0.2727818,9.102298,3.842873,3
32145367488073,-0.29671,9.12144,3.804588,3
32145369866928,-0.31585258,9.107083,3.7854455,3
32145372245782,-0.32542387,9.073584,3.7710886,3
32145374624688,-0.30149564,9.083155,3.790231,3
32145377003542,-0.32063824,9.083155,3.8141594,3
32145379382396,-0.3062813,9.102298,3.8285162,3
32145381761250,-0.31585258,9.073584,3.8237305,3
32145384140105,-0.29192436,9.111869,3.8093736,3
32145386519011,-0.2536392,9.12144,3.804588,3
32145388897865,-0.24885355,9.126225,3.7854455,3
32145391276719,-0.2009971,9.111869,3.7854455,3
32145393655573,-0.20578274,9.102298,3.8141594,3
32145396034480,-0.16749759,9.116654,3.804588,3
32145398413334,-0.124426775,9.08794,3.8237305,3
32145400792188,-0.10049855,9.097511,3.8237305,3
32145403171042,-0.09571291,9.092726,3.7998023,3
32145405549948,-0.08135597,9.097511,3.7806597,3
32145407928803,-0.086141616,9.102298,3.8093736,3
32145410307657,-0.10049855,9.078369,3.818945,3
32145412686511,-0.1052842,9.078369,3.8285162,3
32145415065365,-0.13399807,9.083155,3.8237305,3
32145417444271,-0.15314065,9.068798,3.8093736,3
32145419823125,-0.18664017,9.064013,3.804588,3
32145422201980,-0.18664017,9.068798,3.790231,3
32145424580834,-0.21535404,9.097511,3.7854455,3
32145426959740,-0.22971097,9.092726,3.8093736,3
32145429338594,-0.2536392,9.078369,3.8093736,3
32145431717448,-0.26799613,9.08794,3.7998023,3
32145434096303,-0.32063824,9.083155,3.8093736,3
32145436475209,-0.33499518,9.083155,3.7758741,3
32145438854063,-0.34456646,9.092726,3.7854455,3
32145441232917,-0.3684947,9.111869,3.7854455,3
32145443611771,-0.3684947,9.135797,3.7758741,3
32145445990625,-0.3589234,9.107083,3.7710886,3
32145448369532,-0.3397808,9.111869,3.7710886,3
32145450748386,-0.32063824,9.12144,3.7806597,3
32145453127240,-0.30149564,9.131011,3.7950168,3
32145455506094,-0.25842485,9.102298,3.790231,3
32145457884948,-0.22492532,9.102298,3.7998023,3
32145460263855,-0.17706887,9.111869,3.7854455,3
32145462642709,-0.16749759,9.107083,3.7806597,3
32145465021563,-0.13399807,9.102298,3.804588,3
32145467400417,-0.12921242,9.12144,3.818945,3
32145469779323,-0.11964113,9.092726,3.8237305,3
32145472158178,-0.13399807,9.08794,3.8333018,3
32145474537032,-0.11485548,9.08794,3.8141594,3
32145476915886,-0.148355,9.068798,3.7998023,3
32145479294740,-0.13878371,9.073584,3.804588,3
32145481673646,-0.15314065,9.083155,3.8141594,3
32145484052500,-0.17228323,9.083155,3.8285162,3
32145486431303,-0.17706887,9.078369,3.8620157,3
32145488810209,-0.18185452,9.078369,3.8476589,3
32145491189115,-0.20578274,9.097511,3.8093736,3
32145493567969,-0.2105684,9.092726,3.8237305,3
32145495946823,-0.2105684,9.078369,3.8141594,3
32145498325678,-0.23928227,9.092726,3.8380876,3
32145500704532,-0.23928227,9.111869,3.8572302,3
32145503083438,-0.25842485,9.135797,3.8333018,3
32145505462292,-0.23928227,9.131011,3.8141594,3
32145507841146,-0.23449662,9.126225,3.7998023,3
32145510220000,-0.22492532,9.135797,3.790231,3
32145512598907,-0.19621146,9.116654,3.7950168,3
32145514977761,-0.18664017,9.107083,3.8141594,3
32145517356615,-0.17706887,9.097511,3.8333018,3
32145519735417,-0.16271193,9.102298,3.8237305,3
32145522114375,-0.148355,9.102298,3.8237305,3
32145524493230,-0.14356937,9.131011,3.8093736,3
32145526872084,-0.13399807,9.12144,3.804588,3
32145529250938,-0.1052842,9.097511,3.8093736,3
32145531629792,-0.11485548,9.097511,3.8285162,3
32145534008698,-0.11006984,9.107083,3.8380876,3
32145536387553,-0.10049855,9.116654,3.8524444,3
32145538766407,-0.10049855,9.107083,3.8476589,3
32145541145261,-0.09571291,9.097511,3.8285162,3
32145543524115,-0.08135597,9.111869,3.8141594,3
32145545903021,-0.076570325,9.107083,3.818945,3
32145548281823,-0.08135597,9.083155,3.8285162,3
32145550660730,-0.086141616,9.08794,3.8333018,3
32145553039584,-0.09092726,9.107083,3.842873,3
32145555418490,-0.09571291,9.107083,3.8333018,3
32145557797344,-0.09571291,9.097511,3.818945,3
32145560176198,-0.1052842,9.111869,3.8093736,3
32145562555053,-0.124426775,9.111869,3.8093736,3
32145564933959,-0.148355,9.102298,3.8141594,3
32145567312813,-0.16271193,9.107083,3.804588,3
32145569691667,-0.2105684,9.107083,3.7950168,3
32145572070521,-0.22971097,9.111869,3.804588,3
32145574449375,-0.2440679,9.116654,3.7998023,3
32145576828282,-0.28713873,9.102298,3.790231,3
32145579207136,-0.30149564,9.116654,3.7998023,3
32145581585990,-0.32063824,9.135797,3.7806597,3
32145583964844,-0.32542387,9.140582,3.7806597,3
32145586343698,-0.32542387,9.140582,3.7710886,3
32145588722605,-0.3397808,9.12144,3.7854455,3
32145591101459,-0.32542387,9.135797,3.790231,3
32145593480313,-0.3062813,9.135797,3.7950168,3
32145595859167,-0.26799613,9.131011,3.7854455,3
32145598238073,-0.23928227,9.140582,3.7854455,3
32145600616928,-0.2105684,9.131011,3.7854455,3
32145602995782,-0.19142582,9.111869,3.7854455,3
32145605374636,-0.13878371,9.12144,3.7998023,3
32145607753542,-0.11964113,9.126225,3.8093736,3
32145610132396,-0.11006984,9.107083,3.7950168,3
32145612511250,-0.086141616,9.102298,3.8141594,3
32145614890105,-0.09571291,9.107083,3.818945,3
32145617268959,-0.07178468,9.107083,3.8141594,3
32145619647865,-0.076570325,9.097511,3.8093736,3
32145622026719,-0.076570325,9.107083,3.818945,3
32145624405573,-0.08135597,9.078369,3.8333018,3
32145626784428,-0.11964113,9.08794,3.842873,3
32145629163334,-0.15792629,9.08794,3.8380876,3
32145631542188,-0.19621146,9.083155,3.8141594,3
32145633921042,-0.22971097,9.083155,3.7998023,3
32145636299896,-0.2440679,9.116654,3.7854455,3
32145638678750,-0.28235307,9.126225,3.7806597,3
32145641057657,-0.33020952,9.135797,3.8093736,3
32145643436511,-0.34456646,9.135797,3.804588,3
32145645815365,-0.32063824,9.145369,3.804588,3
32145648194219,-0.35413775,9.150154,3.790231,3
32145650573073,-0.3493521,9.145369,3.7615173,3
32145652951980,-0.3493521,9.150154,3.7423747,3
32145655330834,-0.30149564,9.145369,3.7567315,3
32145657709688,-0.27756742,9.150154,3.7663028,3
32145660088542,-0.2727818,9.169296,3.7758741,3
32145662467448,-0.26799613,9.135797,3.7758741,3
32145664846303,-0.2727818,9.145369,3.7615173,3
32145667225157,-0.28235307,9.102298,3.751946,3
32145669604011,-0.26799613,9.111869,3.751946,3
32145671982865,-0.25842485,9.111869,3.7615173,3
32145674361771,-0.23928227,9.08794,3.7615173,3
32145676740625,-0.22013968,9.097511,3.7710886,3
32145679119480,-0.23928227,9.111869,3.8093736,3
32145681498334,-0.23449662,9.102298,3.8141594,3
32145683877240,-0.20578274,9.111869,3.804588,3
32145686256094,-0.2105684,9.097511,3.8237305,3
32145688634948,-0.20578274,9.064013,3.8285162,3
32145691013803,-0.19142582,9.073584,3.8285162,3
32145693392709,-0.18185452,9.073584,3.8380876,3
32145695771563,-0.2009971,9.083155,3.8285162,3
32145698150417,-0.2009971,9.083155,3.818945,3
32145700529271,-0.20578274,9.102298,3.7950168,3
32145702908125,-0.2105684,9.107083,3.7998023,3
32145705287032,-0.22971097,9.116654,3.804588,3
32145707665886,-0.21535404,9.102298,3.8285162,3
32145710044740,-0.2105684,9.102298,3.8524444,3
32145712423594,-0.23449662,9.08794,3.8476589,3
32145714802500,-0.2536392,9.111869,3.804588,3
32145717181355,-0.2536392,9.126225,3.790231,3
32145719560209,-0.24885355,9.126225,3.7758741,3
32145721939063,-0.25842485,9.126225,3.7806597,3
