t_ns,gx,gy,gz
32144882850469,0.11904604,9.097498,3.659475
32144887608178,0.38517526,9.104244,3.62419
32144892365886,0.5909681,9.047821,3.7360508
32144897123646,0.73253655,9.026128,3.7633486
32144901881355,0.80286914,9.038196,3.719786
32144906639115,0.7979701,9.036315,3.7254043
32144911396823,0.7279012,9.028661,3.7581708
32144916154584,0.6226389,9.03732,3.7562664
32144920912292,0.50488514,9.047725,3.7488844
32144925670053,0.38893664,9.046032,3.766752
32144930427761,0.29761574,9.043805,3.780395
32144935185521,0.23662971,9.047748,3.7752676
32144939943230,0.2064185,9.048388,3.7755077
32144944700990,0.20149681,9.044755,3.7844677
32144949458698,0.21167518,9.044813,3.7837734
32144954216407,0.22594117,9.046839,3.7781014
32144958974167,0.23240761,9.045287,3.7814212
32144963731875,0.22652453,9.044058,3.78472
32144968489636,0.20589814,9.045846,3.78162
32144973247344,0.17383346,9.046819,3.7809055
32144978005105,0.13668065,9.046227,3.7838454
32144982762761,0.100377485,9.046739,3.7837567
32144987520573,0.071019456,9.047716,3.782088
32144992278282,0.0520688,9.047382,3.7831912
32144997035990,0.043334957,9.047293,3.7835183
32145001793750,0.044432152,9.048334,3.7810144
32145006551459,0.049833905,9.04926,3.778729
32145011309219,0.05497145,9.049461,3.778176
32145016066928,0.05608462,9.049741,3.7774913
32145020824688,0.050773278,9.050267,3.7763038
32145025582396,0.03767839,9.050221,3.776566
32145030340157,0.019710658,9.050247,3.7766423
32145035097865,-0.001311901,9.05041,3.7763014
32145039855573,-0.021531302,9.050673,3.7756128
32145044613334,-0.03774558,9.050373,3.776201
32145049370990,-0.04840038,9.050153,3.7766109
32145054128803,-0.05234531,9.0500345,3.7768395
32145058886511,-0.051914223,9.049707,3.7776306
32145063644271,-0.04865166,9.049383,3.7784488
32145068401980,-0.0446728,9.04912,3.7791288
32145073159740,-0.042726744,9.048961,3.7795324
32145077917448,-0.044315677,9.048233,3.7812576
32145082675157,-0.049523577,9.047535,3.7828612
32145087432917,-0.056946132,9.047268,3.7833977
32145092190625,-0.065306604,9.046863,3.7842324
32145096948386,-0.07292571,9.046304,3.7854266
32145101706094,-0.07845415,9.04625,3.7854443
32145106463855,-0.0810481,9.046472,3.7848604
32145111221563,-0.08095529,9.046642,3.784455
32145115979271,-0.078906395,9.0467,3.7843602
32145120737032,-0.0758715,9.046975,3.783763
32145125494740,-0.073168285,9.047051,3.7836356
32145130252500,-0.072248824,9.046968,3.783852
32145135010209,-0.07339101,9.046932,3.7839162
32145139767969,-0.07612431,9.046851,3.7840557
32145144525678,-0.08032961,9.046587,3.7846003
32145149283438,-0.08539763,9.046188,3.785442
