t_ns,mx,my,mz,accuracy
32144877085209,-31.518751,-4.875,12.50625,3
32144887085209,-31.556252,-5.1375003,12.20625,3
32144897085209,-31.050001,-5.7000003,13.2375,3
32144907085209,-31.0125,-4.6875,12.281251,3
32144917085209,-30.112501,-5.7000003,12.975,3
32144927085209,-31.087502,-5.3250003,11.231251,3
32144937085209,-32.23125,-6.0937505,13.687501,3
32144947085209,-31.575,-6.2625003,12.093751,3
32144957085209,-31.556252,-5.1375003,12.20625,3
32144967085209,-29.362501,-6.4687505,9.993751,3
32144977085209,-31.087502,-5.9437504,12.937501,3
32144987085209,-31.706251,-6.0375004,12.243751,3
32144997085209,-31.29375,-6.4875,11.606251,3
32145007085209,-31.650002,-5.775,11.925,3
32145017085209,-31.1625,-4.8375,11.38125,3
32145027085209,-30.712502,-6.525,12.918751,3
32145037085209,-31.875002,-5.925,13.500001,3
32145047085209,-30.825,-6.1687503,13.387501,3
32145057085209,-31.3875,-6.4875,14.531251,3
32145067085209,-31.368752,-6.2250004,15.281251,3
32145077085209,-32.100002,-5.5875,12.6,3
32145087085209,-30.206251,-6.0750003,14.062501,3
32145097085209,-32.5875,-6.525,13.14375,3
32145107085209,-31.650002,-6.0375004,10.856251,3
32145117085209,-30.225,-6.3375,13.012501,3
32145127085209,-31.143751,-6.3375,12.50625,3
32145137085209,-31.48125,-5.3812504,13.743751,3
32145147085209,-31.63125,-5.5125003,12.525001,3
32145157085209,-31.3875,-5.7375,13.593751,3
32145167085209,-30.093752,-4.6875,12.7875,3
32145177085209,-30.6375,-6.6375003,14.437501,3
32145187085209,-31.237501,-5.8500004,13.425,3
32145197085209,-32.943752,-7.5750003,13.668751,3
32145207085209,-30.468752,-6.7500005,13.500001,3
32145217085209,-31.95,-7.9500003,14.64375,3
32145227085209,-31.9125,-6.3187504,12.431251,3
32145237085209,-32.41875,-5.25,14.45625,3
32145247085209,-31.593752,-5.1375003,13.593751,3
32145257085209,-32.98125,-7.5750003,15.056251,3
32145267085209,-30.581251,-6.6375003,13.05,3
32145277085209,-30.2625,-6.6000004,13.012501,3
32145287085209,-32.925003,-7.8375,11.83125,3
32145297085209,-32.268753,-6.4875,13.106251,3
32145307085209,-30.656252,-6.2625003,12.13125,3
32145317085209,-30.487501,-6.1125,12.562501,3
32145327085209,-30.525002,-6.1125,13.650001,3
32145337085209,-31.800001,-6.4125004,13.35,3
32145347085209,-31.10625,-5.9437504,13.556251,3
32145357085209,-31.462502,-6.3750005,12.543751,3
32145367085209,-31.875002,-6.9375005,13.06875,3
32145377085209,-31.687502,-7.275,14.7375,3
32145387085209,-31.556252,-5.625,14.531251,3
32145397085209,-30.843752,-6.4125004,12.618751,3
32145407085209,-32.756252,-6.4125004,13.931251,3
32145417085209,-32.287502,-5.7375,12.76875,3
32145427085209,-32.362503,-5.7375,14.625001,3
32145437085209,-30.6,-5.625,13.950001,3
32145447085209,-32.100002,-7.0875,14.325001,3
32145457085209,-33.24375,-6.4875,13.9875,3
32145467085209,-31.312502,-6.2250004,13.44375,3
32145477085209,-29.456251,-5.7375,11.6625,3
32145487085209,-32.362503,-6.7500005,14.493751,3
32145497085209,-31.48125,-6.3750005,12.993751,3
32145507085209,-31.125002,-6.3375,12.187501,3
32145517085209,-31.29375,-6.2250004,13.125001,3
32145527085209,-30.2625,-5.83125,11.775001,3
32145537085209,-33.037502,-7.0875,14.2875,3
32145547085209,-32.5875,-6.525,13.14375,3
32145557085209,-32.34375,-6.7500005,13.725,3
32145567085209,-31.06875,-7.5750003,13.762501,3
32145577085209,-30.91875,-6.675,13.406251,3
32145587085209,-32.79375,-6.675,13.63125,3
32145597085209,-30.50625,-5.625,11.025001,3
32145607085209,-30.69375,-6.2625003,13.51875,3
32145617085209,-31.518751,-6.6375003,13.312501,3
32145627085209,-31.85625,-6.43125,14.7375,3
32145637085209,-31.9125,-6.9375005,14.137501,3
32145647085209,-32.4,-6.0,14.64375,3
32145657085209,-30.54375,-5.625,12.4125,3
32145667085209,-32.53125,-5.8875003,14.493751,3
32145677085209,-32.86875,-7.2000003,13.35,3
32145687085209,-32.7,-6.0375004,13.89375,3
32145697085209,-32.7,-6.0375004,13.89375,3
32145707085209,-32.268753,-6.0937505,14.775001,3
32145717085209,-32.1375,-5.5875,13.368751,3
32145727085209,-33.018753,-6.8250003,14.887501,3
32145737085209,-31.893751,-4.2937503,12.525001,3
32145747085209,-30.16875,-6.0750003,12.525001,3
32145757085209,-32.0625,-5.1937504,13.031251,3
32145767085209,-29.306252,-5.5875,12.4125,3
32145777085209,-31.35,-6.2250004,14.512501,3
32145787085209,-31.181252,-5.5875,12.637501,3
32145797085209,-31.3875,-7.74375,13.031251,3
32145807085209,-30.281252,-7.5937505,13.200001,3
32145817085209,-32.362503,-6.99375,13.425,3
32145827085209,-31.593752,-6.2625003,12.39375,3
32145837085209,-31.500002,-5.3812504,14.19375,3
32145847085209,-31.406252,-5.7375,14.043751,3
32145857085209,-32.41875,-6.3750005,13.575001,3
32145867085209,-30.750002,-6.525,13.9875,3
32145877085209,-31.0125,-5.68125,12.150001,3
32145887085209,-31.29375,-6.2250004,13.125001,3
32145897085209,-31.706251,-6.0375004,12.243751,3
32145907085209,-30.825,-6.1687503,13.06875,3
32145917085209,-30.675001,-5.26875,13.33125,3
32145927085209,-31.687502,-6.7875004,12.731251,3
32145937085209,-33.09375,-5.5875,13.931251,3
32145947085209,-31.837502,-6.675,13.368751,3
32145957085209,-30.656252,-6.2625003,12.13125,3
32145967085209,-31.2,-5.83125,12.0375,3
32145977085209,-31.331251,-6.4875,12.675,3
32145987085209,-31.48125,-4.875,11.418751,3
32145997085209,-31.368752,-6.4875,13.762501,3
32146007085209,-32.287502,-5.7375,12.76875,3
32146017085209,-30.50625,-6.1125,13.33125,3
32146027085209,-31.050001,-4.93125,11.981251,3
32146037085209,-30.91875,-5.0437503,12.431251,3
32146047085209,-31.63125,-6.2625003,13.781251,3
32146057085209,-32.71875,-6.4125004,12.843751,3
32146067085209,-30.6,-4.875,13.012501,3
32146077085209,-32.456253,-5.625,13.70625,3
32146087085209,-30.825,-6.1687503,13.06875,3
32146097085209,-31.800001,-5.4187503,13.462501,3
32146107085209,-30.581251,-4.875,12.543751,3
32146117085209,-32.456253,-5.625,13.70625,3
32146127085209,-31.2,-5.5875,13.406251,3
32146137085209,-31.125002,-5.3250003,12.31875,3
32146147085209,-31.556252,-5.8875003,13.14375,3
32146157085209,-29.7,-6.01875,12.937501,3
32146167085209,-31.837502,-6.675,13.368751,3
32146177085209,-32.0625,-7.8375,14.19375,3
32146187085209,-31.181252,-5.5875,13.106251,3
32146197085209,-30.825,-6.1687503,13.06875,3
32146207085209,-31.0125,-7.3125005,13.44375,3
32146217085209,-30.150002,-4.9500003,13.106251,3
32146227085209,-29.718752,-6.01875,13.556251,3
32146237085209,-31.237501,-5.8500004,13.106251,3
32146247085209,-30.525002,-5.3625,13.1625,3
32146257085209,-29.56875,-5.3625,12.13125,3
32146267085209,-32.625,-7.5375004,13.63125,3
32146277085209,-33.45,-7.65,14.812501,3
32146287085209,-30.16875,-6.0750003,12.525001,3
32146297085209,-30.69375,-5.26875,13.650001,3
32146307085209,-31.63125,-6.2625003,13.781251,3
32146317085209,-31.7625,-5.4187503,12.69375,3
32146327085209,-30.112501,-5.7000003,12.975,3
32146337085209,-32.193752,-4.8375,14.26875,3
