t_ns,hPa
32145015398230,981.7178
32145055401250,981.71655
32145095401094,981.72
32145135399584,981.71826
32145175401094,981.71704
32145215397969,981.71704
32145255398698,981.7141
32145295400678,981.71265
32145335399740,981.709
32145375401719,981.7075
32145415403073,981.7134
32145455398178,981.7134
32145495399948,981.7146
32145535399428,981.72144
32145575402344,981.7178
32145615471928,981.7146
32145655404428,981.71875
32145695403646,981.71826
32145735404636,981.7178
32145775405105,981.71826
32145815456198,981.7129
32145855403178,981.71704
32145895402709,981.71484
32145935404271,981.71875
32145975404375,981.72095
32146015406094,981.7202
32146055402344,981.719
32146095401928,981.709
32146135410261,981.7129
32146175404167,981.71436
32146215405313,981.70874
32146255519532,981.71216
32146295401303,981.7146
32146335404063,981.719
32146375407188,981.72144
32146415404428,981.72046
32146455404792,981.7202
32146495410417,981.7229
32146535401355,981.7219
32146575407761,981.7175
32146615404323,981.7224
32146655404740,981.71655
32146695598646,981.72217
32146735401771,981.7197
32146775402032,981.7114
32146815405886,981.70825
32146855403750,981.7073
32146895438698,981.708
32146935401771,981.7134
32146975401823,981.7068
32147015406615,981.70166
32147055405053,981.71094
32147095403282,981.7173
32147135405573,981.7273
32147175402188,981.72046
32147215404428,981.72534
32147255405313,981.7261
32147295407813,981.7258
32147335472032,981.72095
32147375401823,981.7268
32147415508230,981.7202
32147455520938,981.7195
32147495404636,981.7197
32147535405000,981.7158
32147575403490,981.72046
32147615402032,981.72095
32147655408125,981.71826
32147695404219,981.71826
32147735407136,981.7156
32147775609792,981.7185
32147815402188,981.71655
32147855404480,981.7151
32147895403803,981.71387
32147935405157,981.72217
32147975445521,981.7141
32148015402917,981.71924
32148055402292,981.7251
32148095406980,981.7241
32148135403490,981.7117
32148175409011,981.7053
32148215404532,981.70435
32148255401875,981.7158
32148295404115,981.7134
32148335404636,981.7156
32148375404375,981.709
32148415537553,981.70703
32148455402032,981.70825
32148495407240,981.70703
32148535404167,981.7014
32148575403907,981.7058
32148615405365,981.70703
32148655402240,981.7019
32148695459688,981.70337
32148735407605,981.7124
32148775407136,981.7102
32148815403803,981.70654
32148855616980,981.70605
32148895401980,981.7053
32148935402240,981.7107
32148975404011,981.7102
32149015404375,981.709
32149055429063,981.7095
32149095401980,981.71216
32149135404740,981.7134
32149175405053,981.7124
32149215404428,981.71606
32149255408021,981.7102
32149295412553,981.7114
32149335402605,981.7051
32149375404063,981.7019
32149415404219,981.7068
32149455404844,981.71045
32149495545990,981.70776
32149535402292,981.70874
32149575403855,981.7195
32149615404948,981.7158
32149655404688,981.71704
32149695405261,981.7124
32149735402865,981.70557
32149775402292,981.70996
32149815407032,981.71045
32149855405469,981.7119
32149895404063,981.71265
32149935632709,981.70703
32149975465261,981.70996
32150015401719,981.7092
