t_ns,ax,ay,az
32144882850469,0.0,0.0,0.0
32144887608178,0.26479593,-0.017881393,-0.045597076
32144892365886,0.41768712,-0.047100067,0.25213766
32144897123646,0.4389273,-0.012106895,0.10473728
32144901881355,0.29694378,0.017010689,-0.19032621
32144906639115,2.2315979E-4,-0.002035141,0.030592918
32144911396823,-0.3895762,0.022541046,0.22715425
32144916154584,-0.7185701,0.025845528,-0.029723167
32144920912292,-0.9343095,0.0037813187,-0.09472561
32144925670053,-1.0423799,-0.03760147,0.15387559
32144930427761,-0.9216329,-0.053772926,0.124697685
32144935185521,-0.6853459,-0.055776596,-0.10082531
32144939943230,-0.3724869,-0.06250858,-0.026830435
32144944700990,-0.061209813,-0.078100204,0.10630441
32144949458698,0.16312651,-0.0371809,-0.025870323
32144954216407,0.2541341,9.965897E-4,-0.09833312
32144958974167,0.16146,-0.0014266968,0.06516814
32144963731875,-0.033668593,0.0030546188,0.06838989
32144968489636,-0.30726433,0.025510788,-0.059966803
32144973247344,-0.55743843,0.03780651,-0.0046675205
32144978005105,-0.7092,0.042772293,0.08452535
32144982762761,-0.74931085,0.033968925,0.007580042
32144987520573,-0.64802456,0.011927605,-0.043186188
32144992278282,-0.44234803,0.006839752,0.032009125
32144997035990,-0.20864965,0.011178017,0.012312412
32145001793750,0.043891117,0.00617218,-0.07335949
32145006551459,0.18203795,0.0013484955,-0.07069111
32145011309219,0.20559326,-0.007951736,-0.019688845
32145016066928,0.11594027,0.008480072,-0.019016981
32145020824688,-0.062968165,-0.0010681152,-0.041521788
32145025582396,-0.30824193,0.022109032,0.017703056
32145030340157,-0.49358442,0.05156517,0.021734476
32145035097865,-0.63756514,0.06860447,0.011696577
32145039855573,-0.66030794,0.106087685,0.01595068
32145044613334,-0.56024754,0.07752895,0.05258584
32145049370990,-0.38920397,0.05680561,0.037064552
32145054128803,-0.15073302,0.036676407,0.022016525
32145058886511,0.028296169,-0.0038728714,0.030708075
32145063644271,0.1661928,0.0032339096,0.036897182
32145068401980,0.22440353,-0.008497238,0.026628256
32145073159740,0.16501665,-0.017622948,0.011985064
32145077917448,0.025436845,-0.04524994,0.06782508
32145082675157,-0.13682422,-0.048900604,0.06400037
32145087432917,-0.2609687,-0.05013466,0.008797884
32145092190625,-0.33152443,-0.027972221,0.034371138
32145096948386,-0.3286462,-0.022714615,0.059453726
32145101706094,-0.25369227,0.0058727264,0.004324913
32145106463855,-0.12426358,0.010424614,-0.026199102
32145111221563,0.014427677,0.012545586,-0.016261578
32145115979271,0.13200898,0.007587433,5.352497E-4
32145120737032,0.21270303,3.8719177E-4,-0.032256603
