t_ns,qx,qy,qz,qw,heading_acc_rad
32144887608178,0.26376206,-0.49562818,-0.7134257,0.41929236,-1.0
32144892365886,0.25568286,-0.49410596,-0.7115413,0.42917898,-1.0
32144897123646,0.24606258,-0.49756992,-0.71333194,0.42782584,-1.0
32144901881355,0.24436668,-0.50062823,-0.7111349,0.42888632,-1.0
32144906639115,0.24455047,-0.50025225,-0.71125114,0.42902747,-1.0
32144911396823,0.24653693,-0.4976004,-0.7131066,0.42789298,-1.0
32144916154584,0.25008354,-0.4959253,-0.7150166,0.42457932,-1.0
32144920912292,0.25403982,-0.49429125,-0.717088,0.42062426,-1.0
32144925670053,0.2575511,-0.49154502,-0.7196083,0.4173904,-1.0
32144930427761,0.26026762,-0.48940194,-0.7216084,0.41476232,-1.0
32144935185521,0.26221886,-0.48862684,-0.7227073,0.41252795,-1.0
32144939943230,0.26312444,-0.48812723,-0.7233208,0.4114661,-1.0
32144944700990,0.2631378,-0.48765188,-0.7236031,0.41152474,-1.0
32144949458698,0.26282018,-0.4878594,-0.72340256,0.41183427,-1.0
32144954216407,0.26246595,-0.48834625,-0.7230078,0.41217625,-1.0
32144958974167,0.26227385,-0.48827615,-0.7229009,0.41256884,-1.0
32144963731875,0.2624832,-0.48799136,-0.7230178,0.4125679,-1.0
32144968489636,0.26323152,-0.48775014,-0.72330165,0.41187826,-1.0
32144973247344,0.26429534,-0.4872119,-0.72385645,0.41085804,-1.0
32144978005105,0.2654451,-0.4864324,-0.72459537,0.40973642,-1.0
32144982762761,0.26657492,-0.4858188,-0.72528565,0.40850782,-1.0
32144987520573,0.26748398,-0.48540655,-0.7258326,0.40743077,-1.0
32144992278282,0.26802438,-0.48505035,-0.7262407,0.40677214,-1.0
32144997035990,0.2682609,-0.4849024,-0.72643745,0.40644106,-1.0
32145001793750,0.2682404,-0.48504537,-0.7263854,0.40637705,-1.0
32145006551459,0.26810697,-0.4852392,-0.7262363,0.4065002,-1.0
32145011309219,0.2679831,-0.48533666,-0.7261048,0.40670034,-1.0
32145016066928,0.26800355,-0.48536137,-0.7260322,0.40678707,-1.0
32145020824688,0.26823607,-0.48529527,-0.7260665,0.4066513,-1.0
32145025582396,0.26868734,-0.48503178,-0.7262787,0.40628874,-1.0
32145030340157,0.2692773,-0.4847005,-0.72659135,0.40573412,-1.0
32145035097865,0.26994368,-0.4843476,-0.7269727,0.40502894,-1.0
32145039855573,0.27056834,-0.48403522,-0.72734916,0.40430915,-1.0
32145044613334,0.2710377,-0.48374155,-0.72768587,0.40374002,-1.0
32145049370990,0.27133313,-0.4835543,-0.72791773,0.4033476,-1.0
32145054128803,0.271426,-0.4834901,-0.7280179,0.40318123,-1.0
32145058886511,0.2713908,-0.48346817,-0.72803456,0.40320125,-1.0
32145063644271,0.2712889,-0.4834822,-0.7279808,0.40335003,-1.0
32145068401980,0.27118316,-0.4835057,-0.72789717,0.40354392,-1.0
32145073159740,0.27115485,-0.48350027,-0.72783726,0.40367743,-1.0
32145077917448,0.27122632,-0.48336923,-0.7278624,0.40374097,-1.0
32145082675157,0.27140445,-0.4831846,-0.7279589,0.40366825,-1.0
32145087432917,0.27165014,-0.48301822,-0.7280891,0.4034673,-1.0
32145092190625,0.27190614,-0.4828301,-0.72825474,0.40322095,-1.0
32145096948386,0.272122,-0.4826454,-0.72842366,0.40299135,-1.0
32145101706094,0.272277,-0.48255703,-0.7285406,0.40278098,-1.0
32145106463855,0.2723447,-0.48254967,-0.72859484,0.4026459,-1.0
32145111221563,0.27233303,-0.48257768,-0.72859716,0.402616,-1.0
32145115979271,0.27226788,-0.48261943,-0.72855955,0.40267807,-1.0
32145120737032,0.2721909,-0.48269442,-0.72848386,0.40277722,-1.0
32145125494740,0.2721311,-0.48273486,-0.7284124,0.4028984,-1.0
32145130252500,0.27212828,-0.48272502,-0.72837555,0.40297872,-1.0
32145135010209,0.2721931,-0.4826851,-0.7283728,0.4029877,-1.0
32145139767969,0.2723015,-0.48261657,-0.7284052,0.402938,-1.0
32145144525678,0.27244034,-0.48250943,-0.72848094,0.40283552,-1.0
32145149283438,0.27259314,-0.48237863,-0.72858584,0.40269908,-1.0
32145154041146,0.27272633,-0.4822876,-0.7286743,0.4025578,-1.0
32145158798907,0.27284575,-0.48221937,-0.7287522,0.4024176,-1.0
32145163556615,0.27293333,-0.4821596,-0.72881365,0.40231842,-1.0
32145168314323,0.27299252,-0.48211646,-0.7288537,0.40225747,-1.0
32145173072084,0.27305162,-0.48210835,-0.72886467,0.40220726,-1.0
32145177829792,0.27312326,-0.4821068,-0.7288667,0.4021567,-1.0
32145182587553,0.27322134,-0.4820734,-0.7288836,0.40209946,-1.0
