t_ns,wall_ms,sentence
32147046665724,1788562093219,"$GPGSV,3,1,09,05,84,055,29,11,26,054,47,12,45,195,39,13,38,196,34,1*6E  "
32147046715047,1788562093219,"$GPGSV,3,2,09,15,19,170,29,20,26,134,38,25,51,251,40,29,41,325,38,1*66  "
32147046744787,1788562093219,"$GPGSV,3,3,09,41,00,000,43,1*5F  "
32147046968328,1788562093219,"$GPGSV,1,1,04,11,26,054,38,13,38,196,30,20,26,134,29,21,44,044,33,8*6B  "
32147047295672,1788562093219,"$GLGSV,2,1,08,06,45,087,44,22,25,306,30,12,27,304,28,11,36,239,40,1*78  "
32147047570516,1788562093219,"$GLGSV,2,2,08,05,18,036,40,20,16,067,30,21,40,024,42,07,25,161,37,1*7F  "
32147048116506,1788562093219,"$GAGSV,2,1,07,03,18,116,31,13,31,269,27,15,60,342,36,21,16,319,28,7*76  "
32147050371766,1788562093219,"$GAGSV,2,2,07,27,60,278,26,30,48,181,40,34,28,046,42,7*44  "
32147050450881,1788562093219,"$GAGSV,2,1,06,03,18,116,28,05,10,066,29,13,31,269,29,15,60,342,23,1*79  "
32147050481922,1788562093219,"$GAGSV,2,2,06,30,48,181,37,34,28,046,33,1*7F  "
32147050504526,1788562093219,"$GQGSV,1,1,01,03,27,067,31,1*51  "
32147050521818,1788562093219,"$GQGSV,1,1,01,03,27,067,26,8*5E  "
32147050903641,1788562093219,"$GBGSV,4,1,13,41,53,128,36,38,08,095,30,37,22,213,27,33,35,058,43,1*7D  "
32147051108120,1788562093219,"$GBGSV,4,2,13,32,19,186,26,28,50,055,39,13,27,081,38,09,79,136,32,1*72  "
32147051251870,1788562093219,"$GBGSV,4,3,13,08,36,100,37,06,64,054,35,03,41,126,37,02,56,175,39,1*77  "
32147051425933,1788562093219,"$GBGSV,4,4,13,01,16,104,42,1*41  "
32147051592183,1788562093219,"$GBGSV,1,1,04,27,53,336,21,28,50,055,25,30,10,295,24,41,53,128,27,5*7F  "
32147054276193,1788562093228,"$GNGSA,A,3,05,11,12,13,15,20,21,25,29,,,,0.7,0.4,0.5,1*3A  "
32147054491870,1788562093228,"$PSSGR,GSA,A,3,11,20,21,25,,,,,,,,,0.7,0.4,0.5,1,8*45  "
32147054626506,1788562093228,"$GNGSA,A,3,69,70,71,75,76,85,,,,,,,0.7,0.4,0.5,2*34  "
32147054840412,1788562093228,"$GNGSA,A,3,03,05,13,15,21,27,30,34,,,,,0.7,0.4,0.5,3*37  "
32147055110412,1788562093228,"$PSSGR,GSA,A,3,305,315,330,334,,,,,,,,,0.7,0.4,0.5,3,1*4D  "
32147055634839,1788562093228,"$GNGSA,A,3,01,02,06,08,09,13,27,28,30,32,37,38,0.7,0.4,0.5,4*36  "
32147055648693,1788562093228,"$PSSGR,GSA,A,3,227,228,230,241,,,,,,,,,0.7,0.4,0.5,4,5*42  "
32147055657703,1788562093228,"$GNGSA,A,3,03,,,,,,,,,,,,0.7,0.4,0.5,5*30  "
32147055805151,1788562093228,"$PSSGR,GSA,A,3,195,,,,,,,,,,,,0.7,0.4,0.5,5,8*7A  "
32147055982443,1788562093228,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
32147056148068,1788562093228,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
32147056489578,1788562093228,"$GNRMC,224812.79,A,2831.555842,N,07734.239697,E,0.0,,040926,1.3,E,A,V*71  "
32147056694943,1788562093228,"$GNGNS,224812.79,2831.555842,N,07734.239697,E,AAAAAN,37,0.4,205.9,-54.0,,,V*0A  "
32147057012026,1788562093228,"$GNGGA,224812.79,2831.555842,N,07734.239697,E,1,12,0.4,205.9,M,-54.0,M,,*52  "
32147057301245,1788562093231,"$PSMSG,magcal=FAIL,bluesky=0*00 "
32147732597807,1788562093902,"$GNGSA,A,3,05,11,12,13,15,20,21,25,29,,,,0.6,0.4,0.5,1*3B  "
32147732890880,1788562093902,"$PSSGR,GSA,A,3,11,20,21,25,,,,,,,,,0.6,0.4,0.5,1,8*44  "
32147732910464,1788562093902,"$GNGSA,A,3,69,70,71,75,76,85,,,,,,,0.6,0.4,0.5,2*35  "
32147732921609,1788562093902,"$GNGSA,A,3,03,05,13,15,21,27,30,34,,,,,0.6,0.4,0.5,3*36  "
32147732945984,1788562093902,"$PSSGR,GSA,A,3,305,313,315,330,334,,,,,,,,0.6,0.4,0.5,3,1*7D  "
32147732956974,1788562093902,"$GNGSA,A,3,01,02,06,08,09,13,27,28,30,32,37,38,0.6,0.4,0.5,4*37  "
32147734389682,1788562093902,"$PSSGR,GSA,A,3,227,228,230,241,,,,,,,,,0.6,0.4,0.5,4,5*43  "
32147734416349,1788562093902,"$GNGSA,A,3,03,,,,,,,,,,,,0.6,0.4,0.5,5*31  "
32147734435880,1788562093902,"$PSSGR,GSA,A,3,195,,,,,,,,,,,,0.6,0.4,0.5,5,8*7B  "
32147734446453,1788562093902,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
32147734802026,1788562093902,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
32147735007130,1788562093902,"$GNRMC,224814.00,A,2831.555841,N,07734.239697,E,0.0,,040926,1.3,E,A,V*7A  "
32147735281401,1788562093902,"$GNGNS,224814.00,2831.555841,N,07734.239697,E,AAAAAN,37,0.4,205.9,-54.0,,,V*01  "
32147735883484,1788562093902,"$GNGGA,224814.00,2831.555841,N,07734.239697,E,1,12,0.4,205.9,M,-54.0,M,,*59  "
32147735925516,1788562093909,"$PSMSG,magcal=PASS,bluesky=0*00 "
32148733142026,1788562094904,"$GPGSV,3,1,10,05,84,055,32,11,26,054,47,12,45,195,40,13,37,196,36,1*6F  "
32148733212859,1788562094904,"$GPGSV,3,2,10,15,19,170,29,20,26,134,39,21,44,044,31,25,51,251,41,1*6E  "
32148733241765,1788562094904,"$GPGSV,3,3,10,29,41,325,36,41,00,000,45,1*6E  "
32148733265255,1788562094904,"$GPGSV,1,1,04,11,26,054,39,13,37,196,30,20,26,134,28,21,44,044,32,8*65  "
32148733320359,1788562094904,"$GLGSV,2,1,08,06,45,087,45,22,25,306,28,12,27,304,30,11,36,239,40,1*79  "
32148733635359,1788562094904,"$GLGSV,2,2,08,05,18,036,39,20,16,067,27,21,40,024,41,07,25,161,38,1*7B  "
32148733664005,1788562094904,"$GAGSV,2,1,07,03,18,116,32,13,31,269,26,15,60,342,35,21,16,319,28,7*77  "
32148734245463,1788562094904,"$GAGSV,2,2,07,27,60,278,27,30,48,181,40,34,28,046,42,7*45  "
32148734515932,1788562094904,"$GAGSV,2,1,07,03,18,116,27,05,10,066,30,13,31,269,28,15,60,342,23,1*7E  "
32148734910099,1788562094904,"$GAGSV,2,2,07,21,16,319,20,30,48,181,36,34,28,046,33,1*42  "
32148735300776,1788562094904,"$GQGSV,1,1,01,03,27,067,31,1*51  "
32148735664422,1788562094904,"$GQGSV,1,1,01,03,27,067,23,8*5B  "
32148736237911,1788562094904,"$GBGSV,4,1,14,41,53,128,39,38,08,095,33,37,22,213,28,33,35,058,45,1*7F  "
32148736515411,1788562094904,"$GBGSV,4,2,14,32,19,186,26,28,50,055,41,27,53,336,28,13,27,081,39,1*76  "
32148737440411,1788562094904,"$GBGSV,4,3,14,09,79,136,34,08,36,100,39,06,64,054,37,03,41,126,40,1*70  "
32148737462286,1788562094904,"$GBGSV,4,4,14,02,56,175,43,01,16,104,45,1*74  "
32148737917703,1788562094904,"$GBGSV,2,1,06,27,53,336,22,28,50,055,41,32,19,186,24,33,35,058,43,3*72  "
32148738274369,1788562094904,"$GBGSV,2,2,06,38,08,095,26,41,53,128,36,3*74  "
32148738647755,1788562094904,"$GBGSV,2,1,06,27,53,336,23,28,50,055,21,30,10,295,25,33,35,058,34,5*78  "
32148739090515,1788562094904,"$GBGSV,2,2,06,38,08,095,20,41,53,128,25,5*76  "
32148743570828,1788562094917,"$GNGSA,A,3,05,11,12,13,15,20,21,25,29,,,,0.6,0.4,0.5,1*3B  "
32148743879422,1788562094917,"$PSSGR,GSA,A,3,11,20,21,,,,,,,,,,0.6,0.4,0.5,1,8*43  "
32148744409994,1788562094917,"$GNGSA,A,3,69,70,71,75,76,85,,,,,,,0.6,0.4,0.5,2*35  "
32148744660203,1788562094917,"$GNGSA,A,3,03,05,13,15,21,27,30,34,,,,,0.6,0.4,0.5,3*36  "
32148745250724,1788562094917,"$PSSGR,GSA,A,3,303,305,313,315,321,330,334,,,,,,0.6,0.4,0.5,3,1*7D  "
32148745273067,1788562094917,"$GNGSA,A,3,01,02,06,08,09,13,27,28,30,32,37,38,0.6,0.4,0.5,4*37  "
32148745423692,1788562094917,"$PSSGR,GSA,A,3,227,228,230,241,,,,,,,,,0.6,0.4,0.5,4,5*43  "
32148745480672,1788562094917,"$GNGSA,A,3,03,,,,,,,,,,,,0.6,0.4,0.5,5*31  "
32148745868380,1788562094917,"$PSSGR,GSA,A,3,195,,,,,,,,,,,,0.6,0.4,0.5,5,8*7B  "
32148746073015,1788562094917,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
32148746557078,1788562094917,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
32148746782911,1788562094917,"$GNRMC,224815.00,A,2831.555841,N,07734.239698,E,0.0,,040926,1.3,E,A,V*74  "
32148746972130,1788562094917,"$GNGNS,224815.00,2831.555841,N,07734.239698,E,AAAAAN,37,0.4,205.9,-54.0,,,V*0F  "
32148747267547,1788562094917,"$GNGGA,224815.00,2831.555841,N,07734.239698,E,1,12,0.4,205.9,M,-54.0,M,,*57  "
32148747520776,1788562094921,"$PSMSG,magcal=PASS,bluesky=0*00 "
32149731159005,1788562095904,"$GPGSV,3,1,10,05,84,055,31,11,26,054,47,12,45,195,39,13,37,196,36,1*62  "
32149731192442,1788562095904,"$GPGSV,3,2,10,15,19,170,27,20,26,134,39,21,44,044,32,25,51,251,41,1*63  "
32149732201140,1788562095904,"$GPGSV,3,3,10,29,41,325,35,41,00,000,45,1*6D  "
32149732549369,1788562095904,"$GPGSV,1,1,04,11,26,054,38,13,37,196,30,20,26,134,26,21,44,044,31,8*69  "
32149732772598,1788562095904,"$GLGSV,2,1,08,06,45,087,44,22,25,306,28,12,27,304,31,11,36,239,39,1*77  "
32149733129942,1788562095904,"$GLGSV,2,2,08,05,18,036,39,20,16,067,28,21,40,024,41,07,25,161,38,1*74  "
32149733570046,1788562095904,"$GAGSV,2,1,07,03,18,116,33,13,31,269,25,15,60,342,35,21,16,319,27,7*7A  "
32149734077911,1788562095904,"$GAGSV,2,2,07,27,60,278,27,30,48,181,41,34,28,046,42,7*44  "
32149734447650,1788562095904,"$GAGSV,2,1,07,03,18,116,27,05,10,066,29,13,31,269,27,15,60,342,25,1*7F  "
32149734549577,1788562095904,"$GAGSV,2,2,07,21,16,319,21,30,48,181,36,34,28,046,33,1*43  "
32149734745307,1788562095904,"$GQGSV,1,1,01,03,27,067,32,1*52  "
32149735026244,1788562095904,"$GQGSV,1,1,01,03,27,067,24,8*5C  "
32149735404421,1788562095904,"$GBGSV,4,1,14,41,53,128,39,38,08,095,33,37,22,213,27,33,35,058,45,1*70  "
32149735769005,1788562095904,"$GBGSV,4,2,14,32,19,186,26,28,50,055,41,27,53,336,27,13,27,081,39,1*79  "
32149736065619,1788562095904,"$GBGSV,4,3,14,09,79,136,33,08,36,100,39,06,64,054,37,03,41,126,39,1*79  "
32149737198275,1788562095904,"$GBGSV,4,4,14,02,56,175,43,01,16,104,45,1*74  "
32149737233067,1788562095904,"$GBGSV,2,1,07,27,53,336,24,28,50,055,41,30,10,295,20,32,19,186,23,3*70  "
32149737505098,1788562095904,"$GBGSV,2,2,07,33,35,058,43,38,08,095,25,41,53,128,36,3*4A  "
32149737526557,1788562095904,"$GBGSV,2,1,06,27,53,336,22,28,50,055,23,30,10,295,25,33,35,058,33,5*7C  "
32149737624734,1788562095904,"$GBGSV,2,2,06,38,08,095,21,41,53,128,25,5*77  "
32149742995932,1788562095915,"$GNGSA,A,3,05,11,12,13,15,20,21,25,29,,,,0.6,0.4,0.5,1*3B  "
32149743011869,1788562095915,"$PSSGR,GSA,A,3,11,20,21,,,,,,,,,,0.6,0.4,0.5,1,8*43  "
32149743020515,1788562095915,"$GNGSA,A,3,69,70,71,75,76,85,,,,,,,0.6,0.4,0.5,2*35  "
32149743031973,1788562095915,"$GNGSA,A,3,03,05,13,15,21,27,30,34,,,,,0.6,0.4,0.5,3*36  "
32149743337442,1788562095915,"$PSSGR,GSA,A,3,303,305,313,315,321,330,334,,,,,,0.6,0.4,0.5,3,1*7D  "
32149743354682,1788562095915,"$GNGSA,A,3,01,02,06,08,09,13,27,28,30,32,37,38,0.6,0.4,0.5,4*37  "
32149743459838,1788562095915,"$PSSGR,GSA,A,3,227,228,230,241,,,,,,,,,0.6,0.4,0.5,4,5*43  "
32149743595932,1788562095915,"$GNGSA,A,3,03,,,,,,,,,,,,0.6,0.4,0.5,5*31  "
32149744200307,1788562095915,"$PSSGR,GSA,A,3,195,,,,,,,,,,,,0.6,0.4,0.5,5,8*7B  "
32149744399525,1788562095915,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
32149744420359,1788562095915,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
32149744430671,1788562095915,"$GNRMC,224816.00,A,2831.555841,N,07734.239700,E,0.0,,040926,1.3,E,A,V*77  "
32149744601609,1788562095915,"$GNGNS,224816.00,2831.555841,N,07734.239700,E,AAAAAN,37,0.4,205.9,-54.0,,,V*0C  "
32149744778952,1788562095915,"$GNGGA,224816.00,2831.555841,N,07734.239700,E,1,12,0.4,205.9,M,-54.0,M,,*54  "
32149744984577,1788562095919,"$PSMSG,magcal=PASS,bluesky=0*00 "
32150732014212,1788562096905,"$GPGSV,3,1,10,05,84,055,28,11,26,054,47,12,45,195,39,13,37,196,36,1*6A  "
32150732058119,1788562096905,"$GPGSV,3,2,10,15,19,170,26,20,26,134,39,21,44,044,32,25,51,251,42,1*61  "
