t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5743192,19712717822134,28.5215381,77.5715907,153.1774902,3.7900925,0.0000000,,50,0.1133198,-0.0296588
2.6173191,19713760822030,28.5215379,77.5715910,153.0830688,3.7900925,0.0000000,,50,0.1485314,-0.0508096
3.6141259,19714757628853,28.5215381,77.5715913,153.0546875,3.7900925,0.0000000,,52,0.1759182,-0.0352248
4.6098178,19715753320727,28.5215385,77.5715901,153.1358643,3.7900925,0.0000000,,55,0.0565900,0.0126428
5.6080342,19716751537133,28.5215385,77.5715897,153.1318359,3.7900925,0.0000000,,57,0.0164880,0.0159824
6.6109134,19717754416403,28.5215386,77.5715893,153.1868896,3.7900925,0.0000000,,56,-0.0167674,0.0271144
7.6164232,19718759926195,28.5215386,77.5715890,153.2214355,3.7900925,0.0000000,,58,-0.0519790,0.0260012
8.6107535,19719754256455,28.5215386,77.5715889,153.2312012,3.7900925,0.0000000,,58,-0.0607819,0.0271144
9.6192564,19720762759319,28.5215386,77.5715888,153.2296143,3.7900925,0.0000000,,57,-0.0656724,0.0204352
10.6141735,19721757676505,28.5215385,77.5715888,153.2315674,3.7900925,0.0000000,,56,-0.0676286,0.0126428
11.6194436,19722762946557,28.5215384,77.5715888,153.2308350,3.7900925,0.0000000,,56,-0.0666505,0.0037372
12.6137711,19723757274110,28.5215384,77.5715889,153.2340698,3.7900925,0.0000000,,56,-0.0617600,-0.0051684
13.6116756,19724755178536,28.5215383,77.5715889,153.2393799,3.7900925,0.0000000,,56,-0.0598038,-0.0118476
14.6177869,19725761289838,28.5215383,77.5715889,153.2429810,3.7900925,0.0000000,,56,-0.0598038,-0.0129608
15.6193211,19726762824108,28.5215382,77.5715889,153.2517090,3.7900925,0.0000000,,55,-0.0607819,-0.0163004
16.6113206,19727754823588,28.5215412,77.5715907,153.2911377,3.7900925,0.3600000,324.4000000,56,0.1142979,0.3176596
17.6166317,19728760134628,28.5215536,77.5715964,153.0957031,3.7900925,1.9200000,21.8000000,59,0.6757270,1.6913484
18.6182274,19729761730409,28.5215720,77.5716051,153.0853271,3.7900925,2.3600000,23.3000000,59,1.5217830,3.7418628
19.6187785,19730762281503,28.5215911,77.5716178,153.0823364,3.7900925,2.5500000,33.7000000,62,2.7688599,5.8703012
20.6153922,19731758895200,28.5216100,77.5716359,153.3167725,3.7900925,2.8200000,41.5000000,63,4.5362856,7.9742492
21.6071502,19732750653169,28.5216296,77.5716551,153.4036255,3.7900925,2.8400000,40.4000000,63,6.4122804,10.1572344
22.6122772,19733755780147,28.5216515,77.5716759,153.3814087,3.7900925,3.3000000,40.6000000,62,8.4525958,12.5906896
23.6185051,19734762008115,28.5216737,77.5716985,153.3542480,3.7900925,3.3400000,41.1000000,62,10.6611444,15.0664464
24.6139728,19735757475719,28.5216977,77.5717212,153.3140259,3.7900925,3.5300000,38.8000000,63,12.8843645,17.7314472
25.6080171,19736751520094,28.5217228,77.5717448,153.3477783,3.7900925,3.6700000,39.7000000,62,15.1877888,20.5322584
26.6164759,19737759978843,28.5217474,77.5717709,153.1827393,3.7900925,3.7800000,43.6000000,61,17.7376941,23.2718436
27.6130570,19738756559989,28.5217726,77.5717989,153.2348022,3.7900925,3.9800000,43.8000000,62,20.4812631,26.0704284
28.6081265,19739751629468,28.5217986,77.5718272,153.0983887,3.7900925,4.0000000,43.4000000,61,23.2492845,28.9625220
29.6160178,19740759520769,28.5218261,77.5718545,153.1665039,3.7900925,4.0600000,39.5000000,63,25.9185180,32.0282748
30.6176164,19741761119415,28.5218563,77.5718781,153.1017456,3.7900925,4.0300000,34.0000000,61,28.2229203,35.3879124
31.6190169,19742762519831,28.5218876,77.5718998,152.9485474,3.7900925,4.0300000,31.6000000,60,30.3483304,38.8711152
32.6171194,19743760622331,28.5219199,77.5719200,153.0176392,3.7900925,4.1200000,28.5000000,60,32.3280038,42.4700908
33.6164907,19744759993684,28.5219528,77.5719389,153.0366211,3.7900925,4.0500000,27.2000000,58,34.1775898,46.1336320
34.6192795,19745762782434,28.5219860,77.5719559,153.0683594,3.7900925,3.9800000,23.9000000,58,35.8344903,49.8227768
35.6090451,19746752548111,28.5220201,77.5719691,152.9874878,3.7900925,3.9600000,18.8000000,55,37.1275378,53.6265812
36.6186283,19747762131288,28.5220537,77.5719817,152.9935303,3.7900925,3.8500000,19.9000000,52,38.3618994,57.3658200
37.6152177,19748758720663,28.5220873,77.5719970,153.0368042,3.7900925,4.0600000,23.4000000,51,39.8535010,61.1083984
38.6193575,19749762860454,28.5221204,77.5720130,153.1240234,3.7900925,3.9400000,23.5000000,52,41.4262850,64.7864112
39.6181794,19750761682381,28.5221532,77.5720297,153.0419922,3.7900925,4.0000000,25.5000000,52,43.0509082,68.4421600
40.6165320,19751760034931,28.5221849,77.5720506,152.9760742,3.7900925,4.1000000,32.1000000,50,45.0990485,71.9721172
41.6155600,19752759063005,28.5222143,77.5720760,153.0084839,3.7900925,4.1100000,38.3000000,49,47.5814649,75.2393592
42.6153199,19753758822847,28.5222407,77.5721044,152.9200439,3.7900925,3.9800000,43.9000000,49,50.3631798,78.1748676
43.6125918,19754756094723,28.5222642,77.5721349,152.9205322,3.7900925,3.9400000,48.4000000,50,53.3405146,80.7953404
44.6116465,19755755149462,28.5222855,77.5721667,152.9189453,3.7900925,3.8300000,51.9000000,56,56.4557613,83.1631168
45.6169794,19756760482326,28.5223051,77.5722001,152.9426880,3.7900925,3.8900000,55.0000000,54,59.7226136,85.3494416
46.6170575,19757760560451,28.5223244,77.5722339,152.8391724,3.7900925,3.9000000,55.8000000,54,63.0295678,87.4968044
47.6075374,19758751040346,28.5223423,77.5722688,152.7626953,3.7900925,3.9100000,59.1000000,54,66.4372664,89.4905456
48.6104206,19759753923574,28.5223593,77.5723038,152.7693481,3.7900925,3.9000000,59.2000000,54,69.8615926,91.3774196
49.6079068,19760751409772,28.5223760,77.5723386,152.7879028,3.7900925,3.8500000,60.6000000,57,73.2673349,93.2442560
50.6126077,19761756110709,28.5223917,77.5723739,152.7902222,3.7900925,3.8400000,62.9000000,56,76.7210041,94.9875272
51.6079495,19762751452479,28.5224064,77.5724095,152.9370728,3.7900925,3.8300000,65.6000000,56,80.2040163,96.6261576
52.6159420,19763759444927,28.5224188,77.5724473,153.1693726,3.7900925,3.9900000,71.7000000,59,83.8973199,98.0042992
53.6102953,19764753798261,28.5224264,77.5724869,153.2708130,3.7900925,4.0300000,79.8000000,59,87.7715719,98.8481048
54.6141674,19765757670395,28.5224296,77.5725275,153.4495239,3.7900925,4.0200000,85.7000000,58,91.7416776,99.2076684
55.6061228,19766749625812,28.5224293,77.5725684,153.3693848,3.7900925,4.0900000,90.0000000,59,95.7469949,99.1776120
56.6119816,19767755484613,28.5224265,77.5726099,153.5039062,3.7900925,4.1000000,94.4000000,58,99.8031734,98.8681424
57.6168411,19768760344040,28.5224210,77.5726504,153.3612061,3.7900925,4.0100000,98.2000000,59,103.7654543,98.2492032
58.6194587,19769762961695,28.5224131,77.5726906,153.4342041,3.7900925,4.0200000,101.7000000,58,107.6935018,97.3753412
59.6091774,19770752680393,28.5224040,77.5727295,153.3422241,3.7900925,3.9100000,103.9000000,58,111.4992868,96.3578764
60.6065742,19771750077163,28.5223940,77.5727661,153.2720947,3.7900925,3.7200000,106.3000000,60,115.0781527,95.2402236
61.6140072,19772757510184,28.5223813,77.5728013,153.1808472,3.7900925,3.6900000,111.2000000,62,118.5249752,93.8309124
62.6138909,19773757393830,28.5223654,77.5728334,152.7511597,3.7900925,3.4900000,117.0000000,63,121.6666307,92.0609244
63.6192912,19774762794194,28.5223484,77.5728664,153.1182861,3.7900925,3.7800000,117.4000000,63,124.8924028,90.1707108
64.6147538,19775758256746,28.5223333,77.5728957,152.7633667,3.7900925,3.1500000,119.5000000,62,127.7572561,88.4920052
65.6155591,19776759062109,28.5223158,77.5729250,153.1134033,3.7900925,3.5200000,122.4000000,62,130.6289561,86.5361128
66.6109685,19777754471432,28.5222983,77.5729536,152.9197998,3.7900925,3.4100000,123.7000000,63,133.4253425,84.5958052
67.6104040,19778753906953,28.5222799,77.5729842,153.0081787,3.7900925,3.7500000,123.6000000,62,136.4134364,82.5430644
68.6093319,19779752834869,28.5222647,77.5730166,152.8610840,3.7900925,3.6600000,115.5000000,62,139.5883472,80.8498872
69.6163355,19780759838515,28.5222578,77.5730531,152.9226074,3.7900925,3.8200000,98.9000000,62,143.1525417,80.0895716
70.6180352,19781761538202,28.5222619,77.5730925,152.8221436,3.7900925,4.0500000,81.2000000,62,147.0101659,80.5448704
71.6139730,19782757475961,28.5222739,77.5731297,152.7955322,3.7900925,3.8400000,69.0000000,63,150.6496741,81.8773708
72.6071204,19783750623410,28.5222933,77.5731648,153.0563965,3.7900925,4.0200000,58.0000000,63,154.0769346,84.0302996
73.6081053,19784751608305,28.5223174,77.5731937,153.1762085,3.7900925,3.7700000,46.2000000,63,156.9075544,86.7242436
74.6161904,19785759693408,28.5223452,77.5732117,152.9226685,3.7900925,3.3300000,29.6000000,64,158.6642211,89.8122604
75.6191911,19786762694033,28.5223701,77.5732304,152.9606934,3.7900925,3.2600000,43.4000000,63,160.4952233,92.5896944
76.6162963,19787759799293,28.5223830,77.5732615,153.0256958,3.7900925,3.7900000,72.6000000,63,163.5420031,94.0212696
77.6095248,19788753027782,28.5223732,77.5732960,153.1817017,3.7900925,3.5900000,114.0000000,61,166.9105776,92.9281072
78.6100839,19789753586844,28.5223495,77.5733235,153.0500488,3.7900925,3.5600000,133.0000000,61,169.5983950,90.2864836
79.6151915,19790758694500,28.5223252,77.5733502,153.3334351,3.7900925,3.5400000,128.4000000,61,172.2099205,87.5836340
80.6070861,19791750589031,28.5223089,77.5733827,153.4158936,3.7900925,3.6100000,110.7000000,63,175.3955905,85.7769104
81.6058644,19792749367417,28.5223017,77.5734189,153.7322998,3.7900925,3.6100000,97.0000000,64,178.9284858,84.9665008
82.6171019,19793760604864,28.5223031,77.5734559,153.7681274,3.7900925,3.6600000,83.5000000,64,182.5552786,85.1223488
83.6141787,19794757681634,28.5223107,77.5734927,153.9204102,3.7900925,3.7200000,75.7000000,64,186.1468598,85.9728336
84.6147572,19795758260124,28.5223202,77.5735305,154.0227661,3.7900925,3.8700000,74.2000000,64,189.8489663,87.0292604
85.6147347,19796758237675,28.5223309,77.5735682,154.0207520,3.7900925,3.8400000,72.1000000,64,193.5403137,88.2203844
86.6151801,19797758683038,28.5223428,77.5736060,154.0897217,3.7900925,3.9100000,70.7000000,64,197.2355734,89.5439792
87.6168362,19798760339185,28.5223547,77.5736440,154.1218262,3.7900925,3.8600000,71.1000000,63,200.9455047,90.8664608
88.6180226,19799761525591,28.5223673,77.5736818,154.1693115,3.7900925,3.9300000,69.0000000,64,204.6505455,92.2713192
89.6093347,19800752837622,28.5223818,77.5737195,154.2359619,3.7900925,4.0200000,66.2000000,66,208.3340681,93.8899120
90.6133391,19801756842101,28.5223974,77.5737566,154.1525879,3.7900925,3.9800000,64.9000000,66,211.9647733,95.6253908
91.6145674,19802758070329,28.5224136,77.5737932,154.3569336,3.7900925,3.9400000,64.1000000,66,215.5465735,97.4265484
92.6152684,19803758771319,28.5224327,77.5738270,154.3420410,3.7900925,3.7900000,57.1000000,66,218.8515716,99.5538736
93.6135235,19804757026422,28.5224559,77.5738555,154.4811401,3.7900925,3.6400000,47.7000000,66,221.6342646,102.1320448
94.6153177,19805758820693,28.5224804,77.5738812,154.4954834,3.7900925,3.6000000,44.5000000,67,224.1509145,104.8649508
95.6172610,19806760763973,28.5225062,77.5739061,154.4282227,3.7900925,3.7400000,42.3000000,66,226.5834479,107.7325540
96.6071831,19807750686057,28.5225342,77.5739272,154.2100830,3.7900925,3.5900000,35.3000000,66,228.6531063,110.8484008
97.6160698,19808759572722,28.5225637,77.5739434,154.1529541,3.7900925,3.4900000,27.3000000,66,230.2366494,114.1345672
98.6152758,19809758778816,28.5225948,77.5739568,153.9280396,3.7900925,3.5400000,22.9000000,65,231.5404559,117.5955060
99.6153361,19810758839075,28.5226245,77.5739698,153.7851562,3.7900925,3.3400000,23.1000000,65,232.8119852,120.9039364
100.6171495,19811760652461,28.5226510,77.5739804,153.7274780,3.7900925,2.7900000,20.6000000,66,233.8526831,123.8539164
101.6077301,19812751233086,28.5226700,77.5739859,153.5960693,3.7900925,1.6800000,16.3000000,67,234.3896597,125.9678832
102.6127163,19813756219283,28.5226812,77.5739887,153.3488770,3.7900925,0.8400000,17.2000000,66,234.6684180,127.2113276
103.6065912,19814750094126,28.5226836,77.5739895,153.1685181,3.7900925,0.1600000,17.0000000,66,234.7437317,127.4874012
104.6151673,19815758670220,28.5226836,77.5739891,153.2388916,3.7900925,0.0000000,,66,234.7036296,127.4796088
105.6179625,19816761465428,28.5226832,77.5739874,153.2430420,3.7900925,0.0000000,,65,234.5402870,127.4350808
106.6142514,19817757754386,28.5226833,77.5739871,153.2141113,3.7900925,0.0000000,,66,234.5119221,127.4540052
107.6120678,19818755570740,28.5226834,77.5739871,153.2439575,3.7900925,0.0000000,,66,234.5099659,127.4562316
108.6073726,19819750875531,28.5226835,77.5739874,153.2641602,3.7900925,0.0000000,,65,234.5353965,127.4695900
109.6149094,19820758412406,28.5226835,77.5739875,153.3289185,3.7900925,0.0000000,,61,234.5422432,127.4762692
110.6104835,19821753986468,28.5226837,77.5739875,153.4117432,3.7900925,0.0000000,,61,234.5441994,127.4896276
111.6092184,19822752721364,28.5226836,77.5739873,153.4500122,3.7900925,0.0000000,,63,234.5324622,127.4829484
