t_ns,gx,gy,gz
21725322009037,-0.84515524,8.832702,4.1760607
21725326766954,-0.82872105,8.849413,4.1438503
21725331524923,-0.8043995,8.854955,4.136799
21725336282840,-0.7756889,8.856227,4.139558
21725341040756,-0.7456561,8.85995,4.137108
21725345798673,-0.71686,8.865833,4.129587
21725350556590,-0.686608,8.866698,4.13287
21725355314506,-0.6623986,8.867855,4.13434
21725360072423,-0.64117855,8.869362,4.134453
21725364830392,-0.6274871,8.8699,4.1354
21725369588308,-0.62239087,8.869291,4.137472
21725374346225,-0.62435853,8.8680105,4.139921
21725379104142,-0.62990063,8.86657,4.142167
21725383862058,-0.6363158,8.864539,4.145532
21725388619975,-0.6445397,8.8621855,4.1492915
21725393377944,-0.65407455,8.860085,4.152286
21725398135860,-0.6632579,8.858133,4.1549892
21725402893777,-0.6704254,8.854913,4.160701
21725407651694,-0.6770342,8.852225,4.1653476
21725412409610,-0.681522,8.850144,4.169037
21725417167527,-0.68595344,8.84851,4.1717787
21725421925496,-0.69149846,8.847678,4.1726265
21725426683412,-0.6990856,8.847554,4.171625
21725431441329,-0.70865554,8.847916,4.1692433
21725436199194,-0.7194396,8.848156,4.166884
21725440957162,-0.7309897,8.848508,4.164128
21725445715079,-0.7410655,8.849189,4.1608996
21725450472996,-0.7485525,8.849907,4.1580286
21725455230965,-0.7527286,8.8505945,4.15581
21725459988881,-0.75275004,8.851241,4.1544285
21725464746798,-0.7491108,8.851792,4.153913
21725469504715,-0.7418126,8.85167,4.155482
21725474262631,-0.7327027,8.85133,4.1578217
21725479020548,-0.7231467,8.850668,4.1609044
21725483778517,-0.7144761,8.849948,4.163932
21725488536433,-0.70935416,8.849154,4.1664934
21725493294350,-0.7084302,8.848382,4.1682916
21725498052267,-0.7105764,8.847868,4.169017
21725502810183,-0.7155828,8.847468,4.16901
21725507568100,-0.72255844,8.847229,4.168312
21725512326069,-0.7294611,8.847217,4.167136
21725517083985,-0.7358451,8.847449,4.1655197
21725521841902,-0.7409114,8.847897,4.1636724
21725526599819,-0.74374664,8.848389,4.16212
21725531357735,-0.74516374,8.848932,4.16071
21725536115652,-0.7459454,8.8495655,4.159225
21725540873569,-0.74685335,8.849934,4.1582785
21725545631537,-0.7485627,8.85012,4.1575727
21725550389454,-0.75102586,8.850393,4.156548
21725555147371,-0.75381863,8.850553,4.1557035
21725559905287,-0.7569907,8.850542,4.155149
21725564663204,-0.75951976,8.850416,4.1549544
21725569421121,-0.7609509,8.85055,4.1544094
21725574179090,-0.7608858,8.850761,4.1539702
21725578937006,-0.7590452,8.850927,4.153951
21725583694923,-0.75553447,8.851137,4.1541452
21725588452840,-0.7512968,8.851265,4.154642
21725593210756,-0.7470068,8.851461,4.1549983
21725597968673,-0.7435748,8.851572,4.155376
21725602726642,-0.7414965,8.851982,4.154876
21725607484506,-0.7411621,8.852447,4.153945
21725612242475,-0.74238783,8.852804,4.1529646
21725617000392,-0.745248,8.853073,4.1518784
21725621758308,-0.74863076,8.853378,4.1506205
21725626516225,-0.7522746,8.853744,4.149179
21725631274194,-0.75573236,8.853959,4.148091
21725636032110,-0.7584357,8.854233,4.1470137
21725640790027,-0.76028067,8.854547,4.146004
21725645547944,-0.7619661,8.854416,4.145977
21725650305808,-0.7637958,8.85408,4.146355
21725655063777,-0.76604885,8.8537,4.146754
21725659821694,-0.76873547,8.85321,4.1473
21725664579662,-0.77157485,8.85267,4.147929
21725669337579,-0.77422994,8.852041,4.1487737
21725674095496,-0.776619,8.851464,4.1495566
21725678853412,-0.77798444,8.850889,4.1505265
21725683611329,-0.7783491,8.850453,4.1513886
21725688369246,-0.7775629,8.850245,4.151982
21725693127215,-0.7757062,8.850232,4.152356
21725697885131,-0.77266306,8.850509,4.1523333
21725702643048,-0.7686431,8.85102,4.1519923
21725707400965,-0.7642674,8.851449,4.151884
21725712158881,-0.75980586,8.851854,4.1518364
21725716916850,-0.755563,8.852246,4.151777
21725721674767,-0.75160074,8.852719,4.1514864
21725726432683,-0.7481399,8.853045,4.151415
21725731190600,-0.7451506,8.853304,4.1514025
21725735948517,-0.7427698,8.853547,4.1513124
21725740706433,-0.74112463,8.853774,4.151121
21725745464350,-0.7405736,8.853955,4.150832
21725750222319,-0.7416811,8.854092,4.1503444
21725754980235,-0.7439603,8.854298,4.1494975
21725759738152,-0.74732286,8.854346,4.148789
21725764496069,-0.7512593,8.854227,4.1483307
21725769253985,-0.75553674,8.854014,4.148009
21725774011902,-0.75962865,8.853864,4.1475816
21725778769871,-0.7629206,8.853687,4.147355
21725783527735,-0.76517236,8.853371,4.147618
21725788285704,-0.7666765,8.853002,4.1481256
