t_ns,ax,ay,az
21725326766954,0.01814437,0.0048236847,-0.038326263
21725331524923,0.052178085,-0.015864372,-0.027239323
21725336282840,0.08956981,-0.01904869,-0.002506733
21725341040756,0.12548482,-0.024760246,-0.028869152
21725345798673,0.15073705,-0.020555496,-0.062053204
21725350556590,0.18909061,-0.044211388,-0.00404644
21725355314506,0.17859781,-0.04280567,-0.014057636
21725360072423,0.18074632,-0.042220116,-0.025319576
21725364830392,0.13557631,-0.03792095,-0.012048721
21725369588308,0.06329775,-0.030031204,0.008574963
21725374346225,-0.00898695,-0.025255203,0.02099371
21725379104142,-0.05595094,0.005473137,0.037036896
21725383862058,-0.07326394,0.009633064,0.058743954
21725388619975,-0.10769838,0.044796944,0.08830547
21725393377944,-0.13605684,0.044288635,0.080564976
21725398135860,-0.14079237,0.057499886,0.08484697
21725402893777,-0.114126325,0.02047062,0.1320982
21725407651694,-0.10955989,0.028503418,0.12065363
21725412409610,-0.07132131,0.018021584,0.09878397
21725417167527,-0.071487546,0.010338783,0.078266144
21725421925496,-0.09449369,0.019021988,0.038316727
21725426683412,-0.14177829,0.031944275,-0.0020899773
21725431441329,-0.19431621,0.023733139,-0.043080807
21725436199194,-0.23612142,0.004430771,-0.055027008
21725440957162,-0.2699632,0.011157036,-0.06426668
21725445715079,-0.25024647,0.022269249,-0.0802412
21725450472996,-0.19722098,0.030721664,-0.07275486
21725455230965,-0.118757546,0.048155785,-0.04946661
21725459988881,-0.008572459,0.051189423,-0.027058601
21725464746798,0.10268158,0.03797531,-0.007724762
21725469504715,0.22929454,-0.018807411,0.038799763
21725474262631,0.30386016,-0.018222809,0.07245159
21725479020548,0.34443757,-0.045532227,0.093626976
21725483778517,0.33561942,-0.065130234,0.088760376
21725488536433,0.22989613,-0.05862236,0.07944155
21725493294350,0.085336566,-0.054688454,0.05885029
21725498052267,-0.032105386,3.4809113E-4,0.043520927
21725502810183,-0.15140486,0.028306961,0.028626919
21725507568100,-0.24240333,0.03459072,8.010864E-5
21725512326069,-0.25927275,0.054725647,-0.013761044
21725517083985,-0.25509214,0.0837698,-0.027351856
21725521841902,-0.21396822,0.0841074,-0.040605545
21725526599819,-0.12009853,0.06579876,-0.041936874
21725531357735,-0.051612496,0.054958344,-0.04325056
21725536115652,-0.012559295,0.018650055,-0.06797266
21725540873569,-0.0069226027,-0.016869545,-0.05470705
21725545631537,-0.036418676,-0.051654816,-0.055780888
21725550389454,-0.072360635,-0.062298775,-0.08032179
21725555147371,-0.09600115,-0.06572914,-0.07158232
21725559905287,-0.12640196,-0.052679062,-0.051377296
21725564663204,-0.11433303,-0.032874107,-0.02221632
21725569421121,-0.07460958,0.005288124,-0.02644825
21725574179090,-0.005301118,-0.0018949509,-0.025908947
21725578937006,0.09574771,0.014588356,3.848076E-4
21725583694923,0.19272304,0.016683578,0.012113094
21725588452840,0.25780815,-0.021199226,0.014255524
21725593210756,0.2797807,-0.011417389,0.014088631
