t_ns,qx,qy,qz,qw
21725326766954,0.35387632,0.4043439,0.58009136,0.6121859
21725331524923,0.35489595,0.40389457,0.58043677,0.6115646
21725336282840,0.3557359,0.40298048,0.58106446,0.61108327
21725341040756,0.35678598,0.40220636,0.5816147,0.61045736
21725345798673,0.35795838,0.40164095,0.5820397,0.60973775
21725350556590,0.3588242,0.40065876,0.5827066,0.60923785
21725355314506,0.3595537,0.39991063,0.58321595,0.60881186
21725360072423,0.36022753,0.3992965,0.5836424,0.60840774
21725364830392,0.36063012,0.3988724,0.58393955,0.6081622
21725369588308,0.36072052,0.39865816,0.5840894,0.60810524
21725374346225,0.36057332,0.39863467,0.58410585,0.608192
21725379104142,0.36032116,0.39871913,0.58404356,0.60834605
21725383862058,0.36000603,0.39878857,0.5839835,0.60854465
21725388619975,0.3596218,0.39889494,0.5838927,0.60878915
21725393377944,0.35922125,0.39906445,0.58375925,0.6090425
21725398135860,0.35884395,0.39923117,0.58362263,0.6092866
21725402893777,0.3584338,0.39923486,0.5835842,0.6095623
21725407651694,0.35807475,0.39926037,0.58353794,0.6098009
21725412409610,0.3578127,0.39925984,0.58351815,0.609974
21725417167527,0.35757923,0.39929378,0.5834866,0.61011875
21725421925496,0.35736874,0.39942816,0.5834004,0.6102366
21725426683412,0.35714838,0.3996891,0.5832439,0.6103444
21725431441329,0.35690692,0.4000565,0.5830237,0.6104552
21725436199194,0.35662684,0.40045637,0.58277756,0.6105917
21725440957162,0.35633835,0.40088847,0.58250284,0.6107388
21725445715079,0.35611823,0.40128917,0.582239,0.61085564
21725450472996,0.35596988,0.40160298,0.5820336,0.61093163
21725455230965,0.3559072,0.40179938,0.5819067,0.6109598
21725459988881,0.35595146,0.40184778,0.581879,0.61092854
21725464746798,0.3560858,0.40176147,0.58194137,0.6108477
21725469504715,0.3562704,0.40149817,0.5821175,0.6107454
21725474262631,0.35648832,0.40115607,0.5823447,0.6106264
21725479020548,0.3566955,0.40077582,0.5825963,0.61051506
21725483778517,0.3568702,0.40042758,0.5828375,0.6104112
21725488536433,0.35694262,0.40019986,0.5830035,0.6103596
21725493294350,0.35690323,0.40012047,0.58307356,0.6103679
21725498052267,0.3568019,0.40016457,0.58305824,0.61041284
21725502810183,0.35663494,0.4003138,0.5829676,0.6104991
21725507568100,0.3564309,0.4005399,0.5828183,0.6106125
21725512326069,0.3562487,0.4007768,0.5826548,0.61071944
21725517083985,0.35609525,0.4010159,0.58249617,0.61080325
21725521841902,0.35599184,0.40122512,0.5823592,0.6108568
21725526599819,0.3559508,0.40136018,0.58227235,0.6108748
21725531357735,0.35595086,0.4014496,0.5822163,0.6108693
21725536115652,0.35597402,0.40152347,0.5821717,0.6108499
21725540873569,0.3559735,0.4015839,0.5821378,0.61084265
21725545631537,0.35593486,0.40166298,0.5820997,0.61084956
21725550389454,0.3558822,0.4017747,0.58204037,0.6108633
21725555147371,0.35581377,0.40188885,0.5819767,0.6108887
21725559905287,0.3557293,0.40199885,0.5819027,0.6109361
21725564663204,0.35565382,0.40207785,0.58184844,0.6109796
21725569421121,0.3556253,0.4021377,0.5818093,0.6109942
21725574179090,0.35564172,0.40215102,0.5818019,0.6109829
21725578937006,0.35570183,0.40209907,0.5818382,0.61094755
21725583694923,0.355809,0.4019919,0.5819119,0.61088544
21725588452840,0.3559298,0.40185344,0.5820059,0.61081654
21725593210756,0.35605678,0.40171832,0.58209836,0.6107434
21725597968673,0.35615036,0.40161142,0.5821816,0.61067975
21725602726642,0.3562264,0.40157574,0.5822243,0.6106182
21725607484506,0.35626012,0.40160492,0.5822238,0.6105798
21725612242475,0.3562473,0.40167847,0.5821879,0.6105732
21725617000392,0.35618833,0.40179968,0.58211255,0.61059964
21725621758308,0.35611993,0.4019401,0.5820204,0.61063486
21725626516225,0.35604906,0.4020943,0.5819196,0.6106708
21725631274194,0.35597268,0.4022309,0.58182937,0.6107114
21725636032110,0.3559203,0.40234548,0.5817543,0.6107379
21725640790027,0.3558935,0.40243316,0.5816977,0.6107497
21725645547944,0.35583994,0.4024823,0.58166355,0.6107811
21725650305808,0.3557684,0.4025215,0.5816346,0.61082447
21725655063777,0.35568264,0.40257204,0.5815975,0.6108764
21725659821694,0.35557798,0.40262994,0.5815548,0.61093986
21725664579662,0.35546568,0.40268925,0.58151054,0.61100817
21725669337579,0.35535228,0.40273586,0.5814743,0.6110779
21725674095496,0.35524952,0.40277696,0.5814422,0.61114115
21725678853412,0.35517746,0.40277916,0.5814285,0.6111946
21725683611329,0.3551433,0.4027547,0.58142954,0.6112296
21725688369246,0.3551565,0.40270546,0.5814462,0.6112385
21725693127215,0.35521203,0.40263277,0.5814791,0.61122286
21725697885131,0.35531858,0.40254024,0.5815281,0.6111752
21725702643048,0.35546643,0.40243128,0.58159137,0.6111008
21725707400965,0.35561147,0.40230995,0.58167636,0.6110154
21725712158881,0.35575724,0.40218404,0.5817642,0.6109297
21725716916850,0.35589638,0.40206474,0.58184755,0.6108479
21725721674767,0.35603383,0.40196145,0.5819207,0.61076605
21725726432683,0.35614797,0.40186492,0.5819882,0.61069876
21725731190600,0.35624483,0.40177974,0.5820474,0.61064184
21725735948517,0.35633382,0.40170664,0.58207923,0.61060774
21725740706433,0.35639954,0.4016605,0.5820985,0.6105814
