t_ns,mx,my,mz,bx,by,bz
21725317073621,7.8187504,28.800001,53.325,11.28,45.36,31.38
21725327073621,9.6,28.406252,54.206253,11.28,45.36,31.38
21725337073621,8.868751,27.562502,53.100002,11.28,45.36,31.38
21725347073621,8.55,27.525002,53.1375,11.28,45.36,31.38
21725357073621,9.50625,28.781252,54.05625,11.28,45.36,31.38
21725367073621,10.181251,28.612501,51.825,11.28,45.36,31.38
21725377073621,10.05,28.725,51.375004,11.28,45.36,31.38
21725387073621,8.700001,28.66875,54.468754,11.28,45.36,31.38
21725397073621,11.137501,28.500002,55.256252,11.28,45.36,31.38
21725407073621,9.95625,28.462502,53.081253,11.28,45.36,31.38
21725417073621,9.618751,28.425001,53.5875,11.28,45.36,31.38
21725427073621,10.012501,29.718752,52.893753,11.28,45.36,31.38
21725437073621,9.31875,27.618752,54.112503,11.28,45.36,31.38
21725447073621,9.01875,26.831251,54.318752,11.28,45.36,31.38
21725457073621,7.9125004,27.937502,55.800003,11.28,45.36,31.38
21725467073621,8.418751,28.63125,53.41875,11.28,45.36,31.38
21725477073621,10.575001,28.425001,52.85625,11.28,45.36,31.38
21725487073621,8.775001,28.312502,54.768753,11.28,45.36,31.38
21725497073621,9.262501,28.125002,53.643753,11.28,45.36,31.38
21725507073621,9.525001,28.781252,53.287502,11.28,45.36,31.38
21725517073621,8.26875,27.73125,53.156254,11.28,45.36,31.38
21725527073621,8.793751,28.050001,53.23125,11.28,45.36,31.38
21725537073621,8.868751,27.562502,53.100002,11.28,45.36,31.38
21725547073621,9.84375,28.575,52.18125,11.28,45.36,31.38
21725557073621,8.175,29.85,52.800003,11.28,45.36,31.38
21725567073621,7.4437504,27.375002,52.968754,11.28,45.36,31.38
21725577073621,9.50625,28.781252,54.05625,11.28,45.36,31.38
21725587073621,8.94375,28.462502,55.2,11.28,45.36,31.38
21725597073621,9.75,27.562502,54.675003,11.28,45.36,31.38
21725607073621,8.90625,28.2,55.218754,11.28,45.36,31.38
21725617073621,7.5000005,27.2625,55.575,11.28,45.36,31.38
21725627073621,9.7875,29.325,53.081253,11.28,45.36,31.38
21725637073621,7.6687503,27.150002,54.6375,11.28,45.36,31.38
21725647073621,8.19375,29.60625,55.406254,11.28,45.36,31.38
21725657073621,8.94375,26.325,54.037502,11.28,45.36,31.38
21725667073621,10.40625,28.518751,53.79375,11.28,45.36,31.38
21725677073621,9.450001,27.50625,54.24375,11.28,45.36,31.38
21725687073621,8.700001,28.1625,51.7125,11.28,45.36,31.38
21725697073621,8.868751,27.562502,53.100002,11.28,45.36,31.38
21725707073621,10.25625,27.618752,53.850002,11.28,45.36,31.38
21725717073621,9.450001,27.768751,55.312504,11.28,45.36,31.38
21725727073621,9.543751,28.1625,54.675003,11.28,45.36,31.38
21725737073621,9.337501,27.88125,54.862503,11.28,45.36,31.38
21725747073621,10.81875,28.06875,53.156254,11.28,45.36,31.38
21725757073621,8.38125,27.375002,52.687504,11.28,45.36,31.38
21725767073621,9.618751,27.656252,54.375004,11.28,45.36,31.38
21725777073621,10.575001,27.675001,53.812504,11.28,45.36,31.38
21725787073621,9.88125,28.2,54.187504,11.28,45.36,31.38
21725797073621,6.8437505,27.7875,54.24375,11.28,45.36,31.38
21725807073621,7.9125004,28.312502,53.193752,11.28,45.36,31.38
21725817073621,9.618751,28.66875,54.975002,11.28,45.36,31.38
21725827073621,8.64375,27.656252,55.725002,11.28,45.36,31.38
21725837073621,7.8187504,28.050001,54.581253,11.28,45.36,31.38
21725847073621,8.625,27.4125,55.125004,11.28,45.36,31.38
21725857073621,10.21875,28.875002,51.825,11.28,45.36,31.38
21725867073621,10.03125,27.975,53.250004,11.28,45.36,31.38
21725877073621,10.44375,28.781252,53.79375,11.28,45.36,31.38
21725887073621,8.512501,28.0125,52.2,11.28,45.36,31.38
21725897073621,8.38125,28.368752,53.11875,11.28,45.36,31.38
21725907073621,9.543751,29.531252,52.031254,11.28,45.36,31.38
21725917073621,10.725,29.325,52.818752,11.28,45.36,31.38
21725927073621,8.55,27.150002,56.2125,11.28,45.36,31.38
21725937073621,9.76875,29.306252,53.550003,11.28,45.36,31.38
21725947073621,8.475,27.50625,55.29375,11.28,45.36,31.38
21725957073621,7.8187504,28.050001,54.581253,11.28,45.36,31.38
21725967073621,10.837501,28.462502,54.675003,11.28,45.36,31.38
21725977073621,9.150001,27.73125,54.750004,11.28,45.36,31.38
21725987073621,9.58125,27.4125,54.393753,11.28,45.36,31.38
21725997073621,8.962501,28.462502,54.9,11.28,45.36,31.38
21726007073621,7.4812503,28.0125,55.0875,11.28,45.36,31.38
21726017073621,8.6625,28.406252,54.16875,11.28,45.36,31.38
21726027073621,8.45625,29.00625,54.16875,11.28,45.36,31.38
21726037073621,7.9500003,28.2,55.800003,11.28,45.36,31.38
21726047073621,10.875,29.456251,54.018753,11.28,45.36,31.38
21726057073621,9.46875,27.768751,54.693752,11.28,45.36,31.38
21726067073621,9.7875,28.556252,54.037502,11.28,45.36,31.38
21726077073621,8.418751,27.2625,55.612503,11.28,45.36,31.38
21726087073621,7.8562503,27.300001,54.131252,11.28,45.36,31.38
21726097073621,9.168751,29.362501,53.30625,11.28,45.36,31.38
21726107073621,9.09375,27.73125,56.437504,11.28,45.36,31.38
21726117073621,7.6875005,27.150002,54.018753,11.28,45.36,31.38
21726127073621,9.337501,28.63125,53.925003,11.28,45.36,31.38
21726137073621,9.900001,28.462502,54.6375,11.28,45.36,31.38
21726147073621,7.7812505,28.800001,54.412502,11.28,45.36,31.38
21726157073621,9.712501,28.312502,55.125004,11.28,45.36,31.38
21726167073621,8.418751,28.0125,54.825,11.28,45.36,31.38
21726177073621,11.1,27.6,52.050003,11.28,45.36,31.38
21726187073621,10.293751,28.25625,55.968754,11.28,45.36,31.38
21726197073621,10.9125,26.962502,53.943752,11.28,45.36,31.38
21726207073621,9.88125,27.45,54.825,11.28,45.36,31.38
21726217073621,7.2375,26.718752,55.7625,11.28,45.36,31.38
21726227073621,8.26875,27.35625,56.23125,11.28,45.36,31.38
21726237073621,8.306251,28.368752,55.593754,11.28,45.36,31.38
21726247073621,8.26875,27.618752,57.300003,11.28,45.36,31.38
21726257073621,7.6312504,27.900002,54.91875,11.28,45.36,31.38
21726267073621,7.55625,28.25625,54.300003,11.28,45.36,31.38
21726277073621,7.5000005,27.2625,55.575,11.28,45.36,31.38
21726287073621,9.975,29.1,55.518753,11.28,45.36,31.38
21726297073621,8.4375,28.0125,54.35625,11.28,45.36,31.38
21726307073621,8.475,28.25625,54.3375,11.28,45.36,31.38
21726317073621,8.475,28.25625,54.3375,11.28,45.36,31.38
21726327073621,9.13125,29.362501,54.075,11.28,45.36,31.38
21726337073621,8.306251,27.35625,54.843754,11.28,45.36,31.38
21726347073621,8.775001,28.050001,53.7,11.28,45.36,31.38
21726357073621,9.450001,28.275002,53.30625,11.28,45.36,31.38
21726367073621,8.981251,28.2,52.74375,11.28,45.36,31.38
21726377073621,10.368751,28.518751,55.18125,11.28,45.36,31.38
21726387073621,9.7875,29.325,53.081253,11.28,45.36,31.38
21726397073621,9.9375,29.456251,53.98125,11.28,45.36,31.38
21726407073621,9.69375,27.91875,53.756252,11.28,45.36,31.38
21726417073621,9.825001,27.806252,53.8875,11.28,45.36,31.38
21726427073621,9.993751,27.956251,54.018753,11.28,45.36,31.38
21726437073621,10.06875,28.35,54.000004,11.28,45.36,31.38
21726447073621,10.837501,27.075,52.406254,11.28,45.36,31.38
21726457073621,10.2375,27.618752,54.15,11.28,45.36,31.38
21726467073621,9.150001,27.468752,53.68125,11.28,45.36,31.38
21726477073621,9.262501,28.368752,54.7125,11.28,45.36,31.38
21726487073621,10.743751,29.56875,53.568752,11.28,45.36,31.38
21726497073621,9.84375,28.81875,53.7,11.28,45.36,31.38
21726507073621,9.431251,29.025002,52.8375,11.28,45.36,31.38
21726517073621,9.993751,27.956251,54.018753,11.28,45.36,31.38
21726527073621,11.700001,29.56875,52.85625,11.28,45.36,31.38
21726537073621,10.6125,27.91875,54.093754,11.28,45.36,31.38
21726547073621,9.431251,28.518751,55.143753,11.28,45.36,31.38
21726557073621,8.2875,28.368752,56.062504,11.28,45.36,31.38
21726567073621,9.975,27.712502,53.268753,11.28,45.36,31.38
21726577073621,10.44375,28.518751,52.725002,11.28,45.36,31.38
21726587073621,9.3,27.88125,55.95,11.28,45.36,31.38
21726597073621,10.087501,29.60625,54.581253,11.28,45.36,31.38
21726607073621,9.76875,28.556252,54.3375,11.28,45.36,31.38
21726617073621,8.025001,29.212502,53.906254,11.28,45.36,31.38
21726627073621,11.962501,29.362501,53.287502,11.28,45.36,31.38
21726637073621,9.918751,27.712502,54.80625,11.28,45.36,31.38
21726647073621,10.89375,28.462502,53.1375,11.28,45.36,31.38
21726657073621,11.325001,29.025002,51.99375,11.28,45.36,31.38
21726667073621,10.78125,27.825,52.85625,11.28,45.36,31.38
21726677073621,9.69375,27.675001,52.218754,11.28,45.36,31.38
21726687073621,10.837501,29.212502,53.41875,11.28,45.36,31.38
21726697073621,9.69375,29.062502,54.6375,11.28,45.36,31.38
21726707073621,10.1625,28.612501,52.143753,11.28,45.36,31.38
21726717073621,10.51875,28.031252,52.875004,11.28,45.36,31.38
21726727073621,8.53125,27.2625,52.36875,11.28,45.36,31.38
21726737073621,10.6875,28.312502,53.775,11.28,45.36,31.38
21726747073621,12.075001,29.868752,52.48125,11.28,45.36,31.38
21726757073621,10.59375,28.931252,54.693752,11.28,45.36,31.38
21726767073621,10.96875,28.968752,53.100002,11.28,45.36,31.38
