t_ns,wall_ms,type,text
21725359751106,1788551671534,SESSION_START,"20260905_012431_SNU_AJB_AB_run20"
21725359843867,1788551671534,CALIB_START,"stand still 15s"
21740360105788,1788551686534,CALIB_END,"n_fixes=14"
21740360353757,1788551686534,RIDE_START,""
21821245868101,1788551767420,STOP_CALIB_START,"stand still 15s"
21836246304658,1788551782420,STOP_CALIB_END,"n_fixes=15"
21836251457210,1788551782425,SESSION_END,""
