t_ns,mx,my,mz,accuracy
21725317073621,-3.45,-16.556252,21.956251,3
21725327073621,-1.6875001,-16.95,22.837502,3
21725337073621,-2.4,-17.79375,21.712502,3
21725347073621,-2.7375002,-17.85,21.75,3
21725357073621,-1.7812501,-16.575,22.66875,3
21725367073621,-1.10625,-16.743752,20.456251,3
21725377073621,-1.21875,-16.63125,20.00625,3
21725387073621,-2.5875,-16.6875,23.081251,3
21725397073621,-0.15,-16.85625,23.868752,3
21725407073621,-1.3312501,-16.893751,21.712502,3
21725417073621,-1.66875,-16.95,22.21875,3
21725427073621,-1.2750001,-15.637501,21.50625,3
21725437073621,-1.9687501,-17.737501,22.725,3
21725447073621,-2.2687502,-18.525002,22.95,3
21725457073621,-3.3750002,-17.41875,24.431252,3
21725467073621,-2.86875,-16.725,22.050001,3
21725477073621,-0.71250004,-16.95,21.487501,3
21725487073621,-2.49375,-17.0625,23.38125,3
21725497073621,-2.025,-17.25,22.25625,3
21725507073621,-1.7437501,-16.575,21.900002,3
21725517073621,-3.0,-17.625,21.768751,3
21725527073621,-2.49375,-17.306252,21.862501,3
21725537073621,-2.4,-17.79375,21.712502,3
21725547073621,-1.4250001,-16.800001,20.79375,3
21725557073621,-3.1125002,-15.50625,21.4125,3
21725567073621,-3.8437502,-18.0,21.581251,3
21725577073621,-1.7812501,-16.575,22.66875,3
21725587073621,-2.325,-16.9125,23.831251,3
21725597073621,-1.5375,-17.79375,23.2875,3
21725607073621,-2.3812501,-17.15625,23.831251,3
21725617073621,-3.7875001,-18.112501,24.187502,3
21725627073621,-1.5,-16.050001,21.712502,3
21725637073621,-3.61875,-18.206251,23.25,3
21725647073621,-3.075,-15.750001,24.0375,3
21725657073621,-2.34375,-19.050001,22.66875,3
21725667073621,-0.88125,-16.837502,22.425001,3
21725677073621,-1.8375001,-17.85,22.875,3
21725687073621,-2.5687501,-17.19375,20.325,3
21725697073621,-2.4,-17.79375,21.712502,3
21725707073621,-1.03125,-17.737501,22.462502,3
21725717073621,-1.81875,-17.587502,23.94375,3
21725727073621,-1.7437501,-17.212502,23.306252,3
21725737073621,-1.95,-17.475,23.493752,3
21725747073621,-0.45000002,-17.2875,21.768751,3
21725757073621,-2.8875,-18.0,21.31875,3
21725767073621,-1.6500001,-17.7,23.00625,3
21725777073621,-0.71250004,-17.7,22.425001,3
21725787073621,-1.40625,-17.15625,22.800001,3
21725797073621,-4.425,-17.56875,22.875,3
21725807073621,-3.3750002,-17.04375,21.806252,3
21725817073621,-1.66875,-16.6875,23.587502,3
21725827073621,-2.6437502,-17.7,24.337502,3
21725837073621,-3.4687502,-17.306252,23.212502,3
21725847073621,-2.6625001,-17.962502,23.737501,3
21725857073621,-1.06875,-16.5,20.4375,3
21725867073621,-1.25625,-17.400002,21.862501,3
21725877073621,-0.82500005,-16.575,22.40625,3
21725887073621,-2.775,-17.34375,20.8125,3
21725897073621,-2.90625,-16.987501,21.75,3
21725907073621,-1.7437501,-15.825001,20.643751,3
21725917073621,-0.54375005,-16.050001,21.431252,3
21725927073621,-2.7375002,-18.206251,24.825,3
21725937073621,-1.5187501,-16.050001,22.1625,3
21725947073621,-2.79375,-17.85,23.90625,3
21725957073621,-3.4687502,-17.306252,23.212502,3
21725967073621,-0.45000002,-16.9125,23.2875,3
21725977073621,-2.11875,-17.625,23.362501,3
21725987073621,-1.7062501,-17.94375,23.00625,3
21725997073621,-2.325,-16.9125,23.5125,3
21726007073621,-3.80625,-17.362501,23.7,3
21726017073621,-2.60625,-16.95,22.78125,3
21726027073621,-2.8312502,-16.35,22.800001,3
21726037073621,-3.3187501,-17.15625,24.4125,3
21726047073621,-0.41250002,-15.900001,22.650002,3
21726057073621,-1.8000001,-17.587502,23.325,3
21726067073621,-1.5,-16.800001,22.650002,3
21726077073621,-2.8500001,-18.112501,24.225,3
21726087073621,-3.4125001,-18.056252,22.7625,3
21726097073621,-2.11875,-15.993751,21.9375,3
21726107073621,-2.1750002,-17.643751,25.050001,3
21726117073621,-3.6000001,-18.206251,22.63125,3
21726127073621,-1.95,-16.725,22.5375,3
21726137073621,-1.3687501,-16.9125,23.25,3
21726147073621,-3.4875002,-16.556252,23.025002,3
21726157073621,-1.575,-17.0625,23.737501,3
21726167073621,-2.8500001,-17.362501,23.4375,3
21726177073621,-0.1875,-17.75625,20.681252,3
21726187073621,-0.99375004,-17.1,24.6,3
21726197073621,-0.35625002,-18.393751,22.556252,3
21726207073621,-1.3875,-17.90625,23.4375,3
21726217073621,-4.03125,-18.6375,24.393751,3
21726227073621,-3.0187502,-18.0,24.862501,3
21726237073621,-2.98125,-16.987501,24.206251,3
21726247073621,-3.0,-17.737501,25.931252,3
21726257073621,-3.6562502,-17.456251,23.53125,3
21726267073621,-3.73125,-17.1,22.931252,3
