t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
21730379439542,1788551676553,38,false,31.0,0,0,5467938816
21735395629436,1788551681569,38,false,31.0,0,0,5466431488
21740414010892,1788551686588,38,false,31.0,0,0,5493923840
21745429982296,1788551691604,38,false,31.0,0,0,5490012160
21750451180107,1788551696625,38,false,31.0,0,0,5489049600
21755470260522,1788551701644,38,false,31.0,0,0,5488078848
21760548309322,1788551706722,38,false,31.0,0,0,5486985216
21765595977757,1788551711770,38,false,31.0,0,0,5482967040
21770639441714,1788551716813,38,false,31.0,0,0,5481893888
21775719630045,1788551721893,38,false,31.0,0,0,5480939520
21780762584210,1788551726936,38,false,31.0,0,0,5480017920
21785843965510,1788551732018,38,false,31.0,0,0,5479075840
21790890589310,1788551737064,38,false,31.0,0,0,5478133760
21795971185142,1788551742145,38,false,31.0,0,0,5477195776
21801013102900,1788551747187,38,false,31.0,0,0,5476249600
21806092956596,1788551752267,38,false,31.0,0,0,5475082240
21811138243417,1788551757312,38,false,31.0,0,0,5474181120
21816180464509,1788551762354,38,false,31.0,0,0,5472727040
21821226501174,1788551767400,38,false,31.0,0,0,5470441472
21826242675391,1788551772416,38,false,31.0,0,0,5468340224
21831261040753,1788551777435,38,false,31.0,0,0,5464227840
