t_ns,value
21725343320912,1.0
21729663323933,1.0
21733983322423,1.0
21738303321173,1.0
21742623321902,1.0
21742783482371,0.0
21743423326329,2.0
21743743322423,3.0
21744063422840,2.0
21745183321329,1.0
21745343323152,0.0
21745663326902,1.0
21745983326359,0.0
21747583321567,14.0
21747743321776,13.0
21747903323547,11.0
21748063324640,0.0
21748543325630,5.0
21748703323547,3.0
21749183323495,2.0
21749343322453,1.0
21749503321203,0.0
21753823324224,0.0
21754303324067,2.0
21754623321567,0.0
21754783326047,5.0
21754943324172,4.0
21755103321932,0.0
21755583323755,2.0
21755903322453,0.0
21756383321463,1.0
21757503323338,0.0
21757663322453,1.0
21757823352661,10.0
21757983321984,11.0
21758143324536,0.0
21758303324380,18.0
21758463324484,13.0
21758623322609,5.0
21758783324588,0.0
21759103447661,3.0
21759263322557,1.0
21759423323651,2.0
21759583321411,1.0
21760223322974,0.0
21761343322245,9.0
21761503321359,0.0
21761823323911,4.0
21762143323599,3.0
21762303324120,2.0
21762783326828,1.0
21762943325942,0.0
21763263322453,1.0
21763583323078,0.0
21764223326724,2.0
21764383323599,0.0
21767583323963,1.0
21767743322192,0.0
21768703323599,14.0
21768863321776,11.0
21769023323442,8.0
21769183323442,0.0
21769503322817,3.0
21769663336984,0.0
21770463323703,1.0
21771103323911,0.0
21771263323338,1.0
21771423321984,0.0
21771743323963,20.0
21771903324484,17.0
21772063324953,14.0
21772223325265,1.0
21772543323442,4.0
21772703321203,7.0
21772863405578,6.0
21773023324640,5.0
21773183324380,4.0
21773343323286,1.0
21773663323390,3.0
21773983324692,2.0
21774303322661,8.0
21774463324120,20.0
21774623321307,7.0
21774783401515,0.0
21774943323911,35.0
21775103323390,38.0
21775263383390,1.0
21775423324015,0.0
21775903323963,4.0
21776223324224,3.0
21776383321724,0.0
21777023321307,1.0
21777503323390,0.0
21779103400786,4.0
21779423324380,2.0
21779583321411,1.0
21779743373078,0.0
21780223322297,1.0
21781183323807,2.0
21781503321984,1.0
21781823323651,2.0
21781983322974,3.0
21782143325422,6.0
21782303325161,2.0
21782463324015,0.0
21783583326984,4.0
21783743323547,0.0
21784063438442,5.0
21784223324640,0.0
21784703324953,3.0
21785343321724,1.0
21785663324432,2.0
21785823323286,4.0
21785983395109,1.0
21786303324484,0.0
21787103324901,20.0
21787263325630,37.0
21787423324640,33.0
21787583320890,16.0
21787743320630,1.0
21787903324640,0.0
21788223323182,10.0
21788383325474,18.0
21788543325890,9.0
21788703323130,2.0
21788863321984,6.0
21789023322974,0.0
21789343323130,4.0
21789503321776,8.0
21789663321828,5.0
21789823325005,6.0
21790143325057,2.0
21790303322974,0.0
21790623323338,3.0
21790943502870,1.0
21791263323911,0.0
21792063321567,3.0
21792543324328,1.0
21792703321047,0.0
21793023323547,1.0
21793183324380,2.0
21793343321463,1.0
21793503326307,2.0
21793823323703,1.0
21794303323703,2.0
21794463321672,1.0
21794943324745,0.0
21795903325630,6.0
21796063324276,0.0
21796223324797,1.0
21796703324015,5.0
21796863323547,3.0
21797023323026,5.0
21797183433182,3.0
21797343323078,1.0
21797663321359,3.0
21798143323286,2.0
21798463541620,1.0
21798943324380,2.0
21799103323755,1.0
21799263323495,2.0
21799583321359,1.0
21800063321567,12.0
21800223324120,31.0
21800383323911,28.0
21800543324172,23.0
21800703321515,1.0
21801023323182,2.0
21801183323703,6.0
21801503416099,5.0
21801663324120,1.0
21801823324432,4.0
21801983322661,1.0
21802303326047,3.0
21802463323807,1.0
21803103323390,2.0
21803263321463,4.0
21803423464640,3.0
21803583324484,1.0
21804863322453,9.0
21805023324120,7.0
21805183323130,5.0
21805343324745,4.0
21805503327661,1.0
21806143323784,2.0
21806303321909,1.0
21806943321700,2.0
21807103410034,3.0
21807263323471,1.0
21807903323679,0.0
21808543324669,16.0
21808703324617,13.0
21808863322950,9.0
21809023326127,6.0
21809183326388,3.0
21809343326127,1.0
21809663510346,5.0
21809823324096,4.0
21809983323784,3.0
21810303323992,2.0
21810463324513,1.0
21811263322273,0.0
21811743322273,1.0
21811903324669,0.0
21812383323471,1.0
21813023325450,13.0
21813183324409,28.0
21813343322325,23.0
21813503325294,17.0
21813663326752,13.0
21813823325711,9.0
21813983324981,7.0
21814143324513,6.0
21814303324461,5.0
21814463321284,4.0
21814623478679,2.0
21815103321700,3.0
21815903344513,2.0
21816223326856,1.0
21816543324252,0.0
21817023321752,1.0
21817823323836,16.0
21817983323784,26.0
21818143322377,34.0
21819583324461,33.0
21821983322534,34.0
21823103321752,35.0
21823903323054,34.0
21824223324252,33.0
21824383321856,34.0
21828703321388,34.0
21833023327169,35.0
21833183321596,34.0
21833343325034,35.0
21833823321804,34.0
21836223321492,35.0
