t_ns,hPa
21725458473985,982.48755
21725498470912,982.48706
21725538471902,982.4861
21725578469662,982.49097
21725618469975,982.4966
21725658471954,982.499
21725698472110,982.50024
21725738471798,982.49805
21725778471121,982.499
21725818469767,982.501
21725858471225,982.4995
21725898473777,982.5034
21725938471590,982.5044
21725978500652,982.50806
21726018470548,982.51074
21726058470287,982.5
21726098471017,982.4961
21726138471121,982.4951
21726178471954,982.4878
21726218470027,982.48804
21726258470079,982.4851
21726298471329,982.4868
21726338470392,982.49146
21726378471537,982.48926
21726418472475,982.49023
21726458470600,982.4866
21726498470912,982.48975
21726538472215,982.4873
21726578472475,982.4905
21726618471381,982.4973
21726658469975,982.4966
21726698469610,982.4888
21726738473100,982.49243
21726778472579,982.4939
21726818469715,982.50024
21726858470860,982.49634
21726898470496,982.50073
21726938471590,982.49756
21726978472892,982.50195
21727018471225,982.4973
21727058547527,982.50464
21727098470079,982.50244
21727138470027,982.5039
21727178473048,982.5034
21727218471954,982.5066
21727258471850,982.5061
21727298469819,982.4988
21727338470548,982.4978
21727378471173,982.5039
21727418472475,982.50806
21727458471485,982.5056
21727498471537,982.5017
21727538470808,982.4949
21727578471017,982.49
21727618474558,982.49194
21727658471694,982.4968
21727698583621,982.4861
21727738473985,982.4873
21727778473777,982.4846
21727818487058,982.48975
21727858477475,982.4883
21727898476798,982.48535
21727938474037,982.49097
21727978473829,982.4968
21728018476173,982.5
21728058477631,982.4988
21728098477215,982.5012
21728138476850,982.4944
21728178473829,982.49097
21728218481850,982.48584
21728258475860,982.48535
21728298476433,982.4929
21728338579454,982.4907
21728378473985,982.4878
21728418475860,982.4917
21728458476433,982.50195
21728498476017,982.50586
21728538476798,982.5093
21728578475235,982.5105
21728618473933,982.50635
21728658478569,982.50806
21728698479819,982.5115
21728738476017,982.5088
21728778487423,982.5056
21728818473621,982.50854
21728858473881,982.50635
21728898479037,982.51025
21728938476537,982.51
21728978515183,982.50586
21729018474090,982.49097
21729058473152,982.4927
21729098477892,982.4966
21729138479506,982.4905
21729178478152,982.4917
21729218475444,982.48706
21729258473412,982.4907
21729298477215,982.48804
21729338501329,982.47974
21729378476902,982.49023
21729418605756,982.4934
21729458473777,982.48706
21729498476329,982.49243
21729538476433,982.49194
21729578476329,982.499
21729618476173,982.4995
21729658473777,982.5051
21729698476694,982.5056
21729738478204,982.50195
21729778478985,982.499
21729818476277,982.5034
21729858476642,982.4949
21729898473465,982.4895
21729938475392,982.4863
21729978475912,982.48926
21730018475965,982.4939
21730058512058,982.4888
21730098473933,982.4934
21730138473933,982.499
21730178477058,982.49927
21730218479715,982.50073
21730258477683,982.5049
21730298473517,982.50244
21730338473517,982.4978
21730378476173,982.5029
21730418479037,982.50024
21730458477787,982.5032
21730498682110,982.4929
21730538473308,982.4944
21730578478517,982.49805
21730618477527,982.4929
21730658477215,982.4978
21730698501694,982.5
21730738472944,982.4983
21730778475392,982.49243
21730818476537,982.4946
21730858477996,982.49536
21730898476017,982.5
21730938479975,982.4978
21730978474037,982.4949
21731018479246,982.49756
21731058481121,982.5022
21731098476017,982.4951
21731138632006,982.5054
21731178473308,982.5093
21731218473465,982.50806
21731258585027,982.5029
21731298477319,982.50903
21731338474506,982.5066
21731378473412,982.5017
21731418477631,982.49756
21731458476277,982.49243
21731498528569,982.4995
21731538477319,982.50195
21731578476381,982.5022
21731618473985,982.5012
