t_ns,hPa
97052461789228,982.6284
97052501787405,982.6343
97052541792249,982.63525
97052581793082,982.6406
97052621791884,982.64136
97052661792249,982.6421
97052701788551,982.64355
97052741792093,982.64185
97052781790686,982.645
97052821790895,982.64746
97052861790634,982.65137
97052901787874,982.6426
97052941791468,982.6421
97052981793863,982.63794
97053021790582,982.6394
97053061969801,982.63794
97053101788447,982.64185
97053141788915,982.6443
97053181790530,982.6482
97053221790218,982.6455
97053261838290,982.6367
97053301787822,982.6345
97053341788395,982.6362
97053381790478,982.63916
97053421790009,982.6428
97053461793290,982.647
97053501788134,982.6428
97053541788759,982.63574
97053581795947,982.63965
97053621790686,982.6428
97053661793186,982.64404
97053701791415,982.64575
97053741787822,982.64575
97053781789280,982.6421
97053821792457,982.64014
97053861790634,982.6472
97053901896728,982.6404
97053941787665,982.64307
97053981787613,982.64575
97054021791051,982.64185
97054061789957,982.64307
97054101790843,982.64014
97054141787718,982.64575
97054181788134,982.6548
97054221790374,982.6487
97054261790322,982.6587
97054301793551,982.657
97054341791988,982.65405
97054381788603,982.64575
97054421790270,982.65576
97054461790113,982.6499
97054501791624,982.6489
97054541957093,982.647
97054581787353,982.64404
97054621787561,982.6455
97054661822718,982.6433
97054701788915,982.6382
97054741790738,982.64404
97054781787822,982.6494
97054821904488,982.646
97054861790426,982.64526
97054901790790,982.6467
97054941790686,982.64526
97054981788759,982.64014
97055021787770,982.6426
97055061792353,982.6472
97055101793551,982.64453
97055141793915,982.6399
97055181789697,982.6389
97055221788082,982.6448
97055261790895,982.63965
97055301862509,982.635
97055341791520,982.64014
97055381873290,982.6421
97055421787718,982.6416
97055461788759,982.6421
97055501791936,982.646
97055541790999,982.6492
97055581793238,982.6382
97055621787613,982.6455
97055661787770,982.65186
97055701790218,982.6531
97055741792822,982.64795
97055781790999,982.6443
97055821790061,982.6477
97055861788238,982.65283
97055901790009,982.6565
97055941794072,982.6553
97055981790218,982.647
97056021941780,982.6565
97056061788968,982.6511
97056101787509,982.6553
97056141790218,982.64746
97056181791051,982.6465
97056221805426,982.6438
97056261788186,982.64404
97056301788915,982.6455
97056341790009,982.6426
97056381789645,982.647
97056421789436,982.65063
97056461788134,982.6472
97056501788186,982.6465
97056541790165,982.6448
97056581793186,982.65063
97056621789488,982.6492
97056661981207,982.64526
97056701787874,982.64307
97056741788343,982.6387
97056781789749,982.63306
97056821791207,982.63916
97056861840270,982.6394
97056901787665,982.63916
97056941788499,982.6531
97056981789853,982.6565
97057021793186,982.6531
97057061791676,982.6477
97057101787770,982.64575
97057141788290,982.6455
97057181790582,982.6406
97057221899280,982.64307
97057261790322,982.65234
97057301790009,982.6494
97057341787822,982.6467
97057381794593,982.64233
97057421825738,982.647
97057461790843,982.6482
97057501893030,982.6494
97057541787353,982.64185
97057581788447,982.64526
97057621792301,982.6516
97057661790374,982.64746
97057701810686,982.6492
97057741787509,982.6592
97057781788499,982.64966
97057821790270,982.64087
97057861790270,982.6362
