t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
97057375612190,1788627003758,84,true,36.3,0,0,5600391168
97062387686302,1788627008770,84,true,36.3,0,0,5596753920
97067405638644,1788627013788,84,true,36.3,0,0,5590970368
97072423193278,1788627018805,84,true,36.3,0,0,5586726912
97077441387546,1788627023823,84,true,36.3,0,0,5583650816
97082463612492,1788627028846,84,true,36.3,0,0,5578547200
97087479668688,1788627033862,84,true,36.3,0,0,5573623808
97092498195770,1788627038880,84,true,36.4,0,0,5570224128
97097517707747,1788627043900,84,true,36.4,0,0,5594996736
97102530614204,1788627048913,84,true,36.4,0,0,5588873216
97107546400295,1788627053928,84,true,36.4,0,0,5581205504
97112562784043,1788627058945,84,true,36.4,0,0,5575151616
97117585131021,1788627063967,84,true,36.4,0,0,5567127552
97122610255290,1788627068992,84,true,36.4,0,0,5563011072
97127629205131,1788627074011,84,true,36.4,0,0,5590253568
97132648609348,1788627079031,84,true,36.4,0,0,5585629184
97137661263982,1788627084043,84,true,36.4,0,0,5580627968
97142675786272,1788627089058,84,true,36.4,0,0,5572259840
97147693001738,1788627094075,84,true,36.4,0,0,5568671744
97152711791841,1788627099094,84,true,36.4,0,0,5564317696
97157731466526,1788627104113,84,true,36.4,0,0,5560291328
97162755769076,1788627109138,84,true,36.4,0,0,5555671040
97167765344647,1788627114147,84,true,36.4,0,0,5550821376
97172782521520,1788627119165,84,true,36.4,0,0,5578432512
97177798519696,1788627124181,84,true,36.2,0,0,5575098368
97182816384746,1788627129198,84,true,36.2,0,0,5571633152
97187832042244,1788627134214,84,true,36.2,0,0,5568040960
97192849003857,1788627139231,84,true,36.2,0,0,5564502016
97197864521771,1788627144247,84,true,36.2,0,0,5561249792
97202876992342,1788627149259,85,true,36.2,0,0,5557243904
97207896418070,1788627154278,85,true,36.2,0,0,5554343936
97212916883120,1788627159299,85,true,36.2,0,0,5550952448
