t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.5931706,20537495993643,28.5215641,77.5715922,153.6107178,3.7900925,0.0000000,,41,-0.5475958,-0.4601492
2.8571705,20538759993590,28.5215648,77.5715929,153.6850586,3.7900925,0.0000000,,41,-0.4810851,-0.3911308
3.8511417,20539753964788,28.5215657,77.5715939,153.7178345,3.7900925,0.0000000,,49,-0.3774066,-0.2909428
4.8548302,20540757653276,28.5215668,77.5715952,153.8266602,3.7900925,0.0000000,,56,-0.2512318,-0.1606984
5.8443115,20541747134579,28.5215680,77.5715967,153.9827881,3.7900925,0.0000000,,56,-0.1113636,-0.0271144
6.8496739,20542752496921,28.5215687,77.5715980,154.0823975,3.7900925,0.0000000,,56,0.0197017,0.0441304
7.8467079,20543749530984,28.5215692,77.5715989,154.2103882,3.7900925,0.0000000,,58,0.1096868,0.0964508
8.8484971,20544751320150,28.5215696,77.5715995,154.3182983,3.7900925,0.0000000,,58,0.1634823,0.1476580
9.8463179,20545749140932,28.5215697,77.5715998,154.3718872,3.7900925,0.0000000,,57,0.1967377,0.1610164
10.8502674,20546753090514,28.5215698,77.5716001,154.4383545,3.7900925,0.0000000,,56,0.2280368,0.1732616
11.8467112,20547749534315,28.5215699,77.5716003,154.4649048,3.7900925,0.0000000,,56,0.2485769,0.1754880
12.8569569,20548759779992,28.5215699,77.5716005,154.4955444,3.7900925,0.0000000,,57,0.2642265,0.1754880
13.8487368,20549751559836,28.5215699,77.5716005,154.5147705,3.7900925,0.0000000,,56,0.2681389,0.1788276
14.8442538,20550747076918,28.5215699,77.5716005,154.5209961,3.7900925,0.0000000,,55,0.2700951,0.1777144
15.8461426,20551748965668,28.5215699,77.5716006,154.5307007,3.7900925,0.0000000,,54,0.2740075,0.1788276
16.8514704,20552754293429,28.5215747,77.5716023,154.4853516,3.7900925,0.5700000,274.8000000,53,0.4451749,0.7153900
17.8494829,20553752305928,28.5215828,77.5716067,154.4949951,3.7900925,0.9300000,274.8000000,55,0.8677137,1.6137424
18.8486090,20554751432073,28.5215984,77.5716168,154.4557495,3.7900925,2.3200000,29.2000000,59,1.8595063,3.3503344
19.8513205,20555754143531,28.5216196,77.5716299,154.4135742,3.7900925,2.8000000,29.6000000,60,3.1447286,5.7103184
20.8563197,20556759142750,28.5216410,77.5716496,154.3548584,3.7900925,3.2600000,42.0000000,60,5.0686497,8.0947928
21.8499337,20557752756812,28.5216603,77.5716756,154.3510132,3.7900925,3.4100000,48.7000000,61,7.6126857,10.2454952
