t_ns,wall_ms,type,text
21040455676472,1788550986629,SESSION_START,"20260905_011306_SNU_AJB_BA_run15"
21040455890482,1788550986630,CALIB_START,"stand still 15s"
21055456312455,1788551001630,CALIB_END,"n_fixes=14"
21055456894435,1788551001631,RIDE_START,""
21134097251957,1788551080271,STOP_CALIB_START,"stand still 15s"
21149125514503,1788551095299,STOP_CALIB_END,"n_fixes=15"
21149130692888,1788551095305,SESSION_END,""
