t_ns,qx,qy,qz,qw
21040427821541,0.36083254,0.3941449,0.58706886,0.60811174
21040432579562,0.3623578,0.39477786,0.5867285,0.6071218
21040437337583,0.3623468,0.39397877,0.5872327,0.60716003
21040442095656,0.36212817,0.39319053,0.58772045,0.6073294
21040446853677,0.36247984,0.39294177,0.5878905,0.60711604
21040451611697,0.36288753,0.3927467,0.5880289,0.60686463
21040456369770,0.36290509,0.39256847,0.5881414,0.60686046
21040461127791,0.36291054,0.39246884,0.5882041,0.6068609
21040465885760,0.36294138,0.39264774,0.5880931,0.6068343
21040470643885,0.3627439,0.39285287,0.58795667,0.60695183
21040475401906,0.36242643,0.39304247,0.5878251,0.607146
21040480159927,0.3622179,0.39320454,0.5877152,0.60727197
21040484917999,0.36218297,0.39341438,0.5875818,0.607286
21040489676020,0.36217263,0.3934235,0.5875757,0.6072922
21040494434041,0.36213288,0.39330092,0.58765125,0.60732216
21040499192062,0.36221492,0.3930719,0.5877984,0.60727906
21040503950135,0.3622869,0.39287505,0.58792484,0.6072411
21040508708156,0.36225766,0.3926318,0.5880765,0.6072691
21040513466177,0.36223516,0.39243358,0.58819985,0.6072911
21040518224249,0.36221063,0.39236408,0.5882424,0.6073094
21040522982270,0.36222872,0.39232978,0.5882647,0.60729927
21040527740291,0.36219132,0.3922701,0.5883006,0.6073253
21040532498364,0.3621839,0.39229575,0.58828425,0.607329
21040537256385,0.362181,0.39239895,0.58821934,0.6073268
21040542014406,0.3621125,0.3924949,0.5881567,0.6073665
21040546772479,0.36205626,0.39265376,0.5880548,0.60739595
21040551530499,0.36202505,0.39282975,0.58794314,0.6074089
21040556288520,0.36199707,0.39299834,0.5878361,0.60742
21040561046593,0.36198014,0.3930937,0.5877756,0.60742706
21040565804614,0.36205298,0.39316946,0.58773077,0.60737795
21040570562635,0.36215046,0.39321727,0.5877045,0.6073143
21040575320708,0.36224714,0.3932129,0.587711,0.60725313
21040580078729,0.36229947,0.39318994,0.5877276,0.6072208
21040584836749,0.36235416,0.39317393,0.58773977,0.6071868
21040589594770,0.36237255,0.39312556,0.5877708,0.607177
21040594352843,0.36235812,0.39305955,0.5878118,0.6071887
21040599110864,0.3623311,0.39301014,0.5878417,0.6072078
21040603868885,0.36230877,0.39300224,0.58784586,0.60722226
21040608626958,0.3622569,0.39296553,0.58786696,0.6072566
21040613384979,0.36222684,0.39292854,0.587889,0.6072771
21040618142999,0.36223269,0.39292893,0.58788896,0.6072734
21040622901072,0.36220714,0.39295796,0.5878697,0.6072884
21040627659093,0.3621931,0.3930242,0.58782756,0.60729474
21040632417114,0.36217725,0.3931116,0.58777195,0.6073014
21040637175187,0.36216694,0.39322233,0.587702,0.6073036
21040641933208,0.36215818,0.3933496,0.5876216,0.6073042
21040646691229,0.36216715,0.39345837,0.5875535,0.6072943
21040651449302,0.36216813,0.3935627,0.5874879,0.6072896
21040656207322,0.36216974,0.39363843,0.58744025,0.6072856
21040660965343,0.3621578,0.39366978,0.58742005,0.607292
21040665723416,0.36215273,0.3936517,0.5874312,0.60729593
21040670481437,0.36214462,0.39362088,0.5874503,0.60730225
21040675239458,0.3621419,0.39357123,0.58748144,0.6073059
21040679997531,0.36214626,0.39351937,0.5875142,0.60730517
21040684755552,0.36216813,0.39346477,0.5875495,0.6072934
21040689513572,0.36221355,0.39340422,0.58758944,0.60726696
21040694271645,0.36225814,0.3933101,0.5876504,0.60724235
21040699029666,0.36233512,0.39322293,0.58770823,0.6071969
21040703787687,0.3624313,0.3931505,0.58775747,0.60713875
21040708545760,0.36252525,0.39312443,0.5877775,0.6070801
21040713303781,0.362598,0.39314163,0.58776957,0.6070332
21040718061802,0.36263895,0.39319682,0.58773637,0.60700506
21040722819874,0.36264247,0.39328772,0.58767945,0.6069993
21040727577895,0.36262852,0.3933954,0.5876112,0.6070039
21040732335916,0.3626044,0.39349994,0.58754444,0.6070152
21040737093989,0.36260003,0.3935877,0.587489,0.60701454
21040741852010,0.36260685,0.3936314,0.58744085,0.6070287
21040746610031,0.36261696,0.3936366,0.587438,0.60702205
21040751368104,0.36263525,0.3935904,0.58746773,0.6070123
21040756126124,0.36267006,0.39350265,0.5875244,0.60699356
21040760884145,0.36268473,0.39341205,0.58758193,0.60698783
21040765642218,0.36268562,0.3933418,0.58762616,0.60699
21040770400239,0.36267328,0.39329967,0.58765215,0.60699946
21040775158260,0.36264208,0.3932836,0.5876611,0.6070199
21040779916333,0.3625652,0.39327854,0.58766127,0.60706896
21040784674354,0.36247256,0.39330792,0.5876392,0.6071266
21040789432374,0.36237785,0.3933497,0.5876092,0.60718507
21040794190447,0.36230007,0.39339346,0.58757865,0.6072327
21040798948468,0.3622574,0.39341843,0.58754027,0.6072792
21040803706489,0.3622424,0.3934077,0.58751917,0.6073154
21040808464562,0.3622531,0.3933558,0.58752745,0.60733473
21040813222583,0.3622844,0.39329383,0.5875676,0.60731727
21040817980604,0.3623381,0.393228,0.58761114,0.6072858
21040822738677,0.36238986,0.3931699,0.58764964,0.6072552
21040827496697,0.36242604,0.39312413,0.5876798,0.60723406
21040832254718,0.36242807,0.39309415,0.58769876,0.60723394
21040837012791,0.36239806,0.39307725,0.5877083,0.6072536
21040841770812,0.36235276,0.3930944,0.5876958,0.6072817
21040846528781,0.3623183,0.39311108,0.58768386,0.6073029
21040851286906,0.36229393,0.3931323,0.5876696,0.6073175
21040856044927,0.36227518,0.3931639,0.587649,0.6073282
21040860802947,0.36227483,0.39320087,0.58762574,0.607327
21040865561020,0.36228752,0.39322937,0.5876083,0.6073178
21040870319041,0.3622795,0.39326233,0.58758724,0.6073216
21040875077062,0.3622592,0.3933128,0.5875547,0.6073325
21040879835135,0.36222282,0.39336655,0.58751947,0.6073535
21040884593156,0.36217612,0.39341238,0.5874888,0.60738134
21040889351229,0.36214828,0.39344656,0.58744663,0.60741657
21040894109197,0.3621309,0.3934581,0.58741474,0.60745025
21040898867270,0.36212307,0.393457,0.58739865,0.6074713
21040903625291,0.3621183,0.39345768,0.5873979,0.60747427
21040908383312,0.3621136,0.39346707,0.58739185,0.6074769
21040913141385,0.3620911,0.3935054,0.5873668,0.6074897
21040917899458,0.36202186,0.39359248,0.5873404,0.60750014
21040922657479,0.3619271,0.39368975,0.5873035,0.6075293
21040927415499,0.36180174,0.3937937,0.58725417,0.60758424
21040932173572,0.36167222,0.39389548,0.58719236,0.6076551
21040936931593,0.361569,0.3939614,0.5871297,0.6077343
21040941689614,0.36150646,0.39398906,0.5870766,0.6078049
21040946447687,0.36150154,0.39396122,0.5870479,0.60785365
21040951205708,0.36154348,0.39388764,0.58704853,0.6078757
21040955963677,0.3616363,0.39376855,0.5870891,0.6078585
21040960721802,0.36175993,0.3936367,0.5871603,0.6078015
21040965479822,0.36188102,0.39351276,0.58725214,0.6077211
21040970237843,0.36198622,0.39342374,0.5873403,0.6076308
21040974995916,0.36205631,0.39338836,0.5874029,0.6075514
21040979753937,0.36208832,0.3933936,0.5874379,0.607495
21040984511958,0.36208126,0.3934221,0.58744377,0.6074751
21040989270031,0.3620514,0.39345402,0.5874264,0.60748905
21040994028052,0.36202,0.39346662,0.5873987,0.6075264
21040998786072,0.36201593,0.39346343,0.5873659,0.60756254
21041003544145,0.36203027,0.39342093,0.58734894,0.60759795
21041008302166,0.36207744,0.3933307,0.5873644,0.6076134
21041013060239,0.36215037,0.3932172,0.5874072,0.60760194
21041017818260,0.36222765,0.39309335,0.5874715,0.6075739
21041022576281,0.36229974,0.39296886,0.5875558,0.6075298
21041027334354,0.36235866,0.39287454,0.58762985,0.6074841
21041032092374,0.36241475,0.39282003,0.58768386,0.60743374
21041036850395,0.36246008,0.39278477,0.58772284,0.6073917
21041041608468,0.36249074,0.39277312,0.58773464,0.6073695
21041046366489,0.36252436,0.39276898,0.5877303,0.60735637
21041051124510,0.36257198,0.39275315,0.5877224,0.60734576
21041055882583,0.3626321,0.3927159,0.5877254,0.6073311
21041060640604,0.3627146,0.3926663,0.58773816,0.60730153
21041065398624,0.3628152,0.39262325,0.58775836,0.6072497
21041070156697,0.3629083,0.3925987,0.58778644,0.60718286
21041074914718,0.36296985,0.39259395,0.58781713,0.6071194
