t_ns,gx,gy,gz,bx,by,bz
21040414749302,-0.015882485,-0.0024434591,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040417128312,-0.014660755,-0.0024434591,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21040419507270,-0.013439025,-0.0024434591,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040421886333,-0.010995566,-0.0036651888,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040424265343,-0.010995566,-0.0036651888,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040426644406,-0.012217295,-0.0036651888,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040429023416,-0.012217295,-0.0048869182,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040431402427,-0.013439025,-0.0048869182,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21040433781437,-0.013439025,-0.0061086477,0.013439025,-0.012336374,2.2180211E-4,0.005895937
21040436160447,-0.012217295,-0.008552107,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040438539458,-0.010995566,-0.0073303776,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040440918520,-0.010995566,-0.0073303776,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040443297531,-0.010995566,-0.0061086477,0.013439025,-0.012336374,2.2180211E-4,0.005895937
21040445676541,-0.012217295,-0.0048869182,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040448055552,-0.013439025,-0.0036651888,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040450434562,-0.014660755,-0.0012217296,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040452813572,-0.013439025,-0.0012217296,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040455192583,-0.013439025,0.0024434591,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040457571645,-0.012217295,0.0036651888,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040459950656,-0.010995566,0.0036651888,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040462329666,-0.012217295,0.0048869182,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040464708677,-0.012217295,0.0036651888,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040467087635,-0.013439025,0.0036651888,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040469466697,-0.013439025,0.0036651888,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040471845760,-0.012217295,0.0012217296,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040474224770,-0.012217295,0.0,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040476603781,-0.012217295,-0.0024434591,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040478982791,-0.012217295,-0.0024434591,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040481361802,-0.013439025,-0.0048869182,0.013439025,-0.012336374,2.2180211E-4,0.005895937
21040483740812,-0.014660755,-0.0048869182,0.013439025,-0.012336374,2.2180211E-4,0.005895937
21040486119874,-0.012217295,-0.0061086477,0.014660755,-0.012336374,2.2180211E-4,0.005895937
21040488498885,-0.013439025,-0.0073303776,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040490877895,-0.013439025,-0.0061086477,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040493256906,-0.012217295,-0.0061086477,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21040495635916,-0.012217295,-0.0024434591,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21040498014927,-0.012217295,-0.0012217296,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040500393937,-0.013439025,0.0,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040502772999,-0.012217295,0.0024434591,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040505152010,-0.010995566,0.0024434591,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040507531020,-0.0097738365,0.0036651888,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040509910031,-0.0097738365,0.0048869182,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040512289041,-0.0097738365,0.0048869182,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040514668052,-0.010995566,0.0024434591,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040517047114,-0.010995566,0.0036651888,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040519426124,-0.010995566,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040521805135,-0.0097738365,0.0012217296,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040524184145,-0.0097738365,0.0024434591,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040526563156,-0.0097738365,0.0024434591,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040528942166,-0.010995566,0.0012217296,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040531321177,-0.010995566,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040533700239,-0.0097738365,0.0036651888,0.0036651888,-0.012336374,2.2180211E-4,0.005895937
21040536079249,-0.010995566,0.0036651888,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040538458260,-0.010995566,0.0048869182,0.0036651888,-0.012336374,2.2180211E-4,0.005895937
21040540837270,-0.0097738365,0.0048869182,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040543216281,-0.0097738365,0.0036651888,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040545595343,-0.0097738365,0.0024434591,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040547974354,-0.010995566,0.0012217296,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040550353364,-0.010995566,-0.0012217296,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040552732374,-0.012217295,-0.0024434591,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040555111385,-0.010995566,-0.0048869182,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040557490395,-0.010995566,-0.0048869182,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040559869406,-0.0097738365,-0.0061086477,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21040562248468,-0.010995566,-0.008552107,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21040564627479,-0.012217295,-0.0061086477,0.012217295,-0.012336374,2.2180211E-4,0.005895937
21040567006489,-0.012217295,-0.0048869182,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040569385499,-0.013439025,-0.0036651888,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
21040571764510,-0.012217295,-0.0036651888,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040574143520,-0.010995566,-0.0036651888,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21040576522583,-0.010995566,-0.0012217296,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040578901593,-0.012217295,0.0,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040581280604,-0.012217295,0.0,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040583659614,-0.013439025,0.0,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040586038624,-0.013439025,0.0024434591,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040588417635,-0.013439025,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040590796645,-0.012217295,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040593175708,-0.012217295,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040595554718,-0.012217295,0.0,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040597933729,-0.012217295,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21040600312739,-0.012217295,0.0,0.0061086477,-0.012336374,2.2180211E-4,0.005895937
21040602691749,-0.010995566,0.0,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21040605070760,-0.0097738365,-0.0024434591,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
