t_ns,gx,gy,gz
21040427821541,-0.5462425,8.842003,4.2060666
21040432579562,-0.53098375,8.857813,4.1746373
21040437337583,-0.51830655,8.852653,4.1871557
21040442095656,-0.5092801,8.845936,4.2024317
21040446853677,-0.49940965,8.847051,4.20127
21040451611697,-0.48946384,8.848933,4.198477
21040456369770,-0.4863077,8.847922,4.2009716
21040461127791,-0.48461547,8.847323,4.2024264
21040465885760,-0.48697492,8.848711,4.1992335
21040470643885,-0.49357033,8.848512,4.198884
21040475401906,-0.5019195,8.847285,4.2004757
21040480159927,-0.5080062,8.846718,4.2009416
21040484917999,-0.5119634,8.847791,4.1981993
21040489676020,-0.51228356,8.84777,4.198206
21040494434041,-0.5109762,8.846679,4.2006626
21040499192062,-0.50592446,8.845845,4.203029
21040503950135,-0.5015589,8.845138,4.2050405
21040508708156,-0.49813825,8.84335,4.2092037
21040513466177,-0.49532896,8.841903,4.212575
21040518224249,-0.49462223,8.841267,4.2139935
21040522982270,-0.49376974,8.841185,4.2142644
21040527740291,-0.49343547,8.840513,4.2157145
21040532498364,-0.4939704,8.840619,4.215426
21040537256385,-0.4956769,8.841263,4.2138767
21040542014406,-0.4983614,8.8413515,4.2133746
21040546772479,-0.5018532,8.841939,4.211726
21040551530499,-0.5052019,8.842829,4.2094584
21040556288520,-0.5083779,8.843694,4.207257
21040561046593,-0.5101949,8.844174,4.2060275
21040565804614,-0.51019704,8.8452215,4.2038255
21040570562635,-0.50933737,8.846279,4.201702
21040575320708,-0.507654,8.846996,4.200396
21040580078729,-0.50641066,8.847252,4.2000074
21040584836749,-0.5052402,8.847571,4.1994777
21040589594770,-0.5041557,8.847404,4.199961
21040594352843,-0.5033353,8.8468685,4.201185
21040599110864,-0.5029918,8.846344,4.2023296
21040603868885,-0.50323874,8.846122,4.2027698
21040608626958,-0.5035142,8.845487,4.2040734
21040613384979,-0.503421,8.845017,4.2050705
21040618142999,-0.5033305,8.845066,4.204981
21040622901072,-0.50422233,8.845055,4.204896
21040627659093,-0.505522,8.845371,4.2040744
21040632417114,-0.5071921,8.845809,4.2029524
21040637175187,-0.5091441,8.846438,4.2013903
21040641933208,-0.51133645,8.847185,4.199552
21040646691229,-0.5129358,8.847949,4.197746
21040651449302,-0.5145975,8.848624,4.196121
21040656207322,-0.51578826,8.849119,4.1949296
21040660965343,-0.516492,8.849227,4.194615
21040665723416,-0.5162862,8.849073,4.1949663
21040670481437,-0.5159254,8.848814,4.1955566
21040675239458,-0.51517165,8.848476,4.1963615
21040679997531,-0.51426536,8.848179,4.1971
21040684755552,-0.51302224,8.847999,4.1976323
21040689513572,-0.5112898,8.847961,4.1979227
21040694271645,-0.5090329,8.847703,4.198742
21040699029666,-0.5063457,8.847737,4.1989927
21040703787687,-0.503576,8.848015,4.1987424
21040708545760,-0.50158745,8.848571,4.1978073
