t_ns,mx,my,mz,bx,by,bz
30521324117025,-25.406252,5.0437503,22.06875,5.46,22.56,10.0199995
30521334117025,-24.768751,4.7625003,20.00625,5.46,22.56,10.0199995
30521344117025,-25.63125,5.64375,22.06875,5.46,22.56,10.0199995
30521354117025,-25.368752,5.0437503,20.98125,5.46,22.56,10.0199995
30521364117025,-24.375002,4.3125,19.800001,5.46,22.56,10.0199995
30521374117025,-22.800001,5.26875,19.44375,5.46,22.56,10.0199995
30521384117025,-25.44375,4.40625,19.931252,5.46,22.56,10.0199995
30521394117025,-26.400002,3.91875,22.81875,5.46,22.56,10.0199995
30521404117025,-25.95,3.0937502,23.868752,5.46,22.56,10.0199995
30521414117025,-25.743752,3.99375,22.29375,5.46,22.56,10.0199995
30521424117025,-25.331251,3.80625,22.706251,5.46,22.56,10.0199995
30521434117025,-27.618752,3.1125002,22.5375,5.46,22.56,10.0199995
30521444117025,-26.306252,3.4125001,21.900002,5.46,22.56,10.0199995
30521454117025,-27.31875,2.15625,23.1375,5.46,22.56,10.0199995
30521464117025,-26.2875,3.80625,23.268751,5.46,22.56,10.0199995
30521474117025,-26.98125,3.2062502,22.462502,5.46,22.56,10.0199995
30521484117025,-26.1375,4.3125,21.862501,5.46,22.56,10.0199995
30521494117025,-26.737501,4.5,21.768751,5.46,22.56,10.0199995
30521504117025,-26.250002,3.80625,22.2,5.46,22.56,10.0199995
30521514117025,-26.8875,3.8437502,23.19375,5.46,22.56,10.0199995
30521524117025,-27.000002,3.2062502,23.23125,5.46,22.56,10.0199995
30521534117025,-25.85625,4.36875,22.59375,5.46,22.56,10.0199995
30521544117025,-26.737501,3.99375,23.775002,5.46,22.56,10.0199995
30521554117025,-27.7875,4.8562503,22.2,5.46,22.56,10.0199995
30521564117025,-26.025002,4.21875,22.3125,5.46,22.56,10.0199995
30521574117025,-28.125002,3.80625,22.875,5.46,22.56,10.0199995
30521584117025,-24.487501,5.0437503,22.10625,5.46,22.56,10.0199995
30521594117025,-26.643751,4.2562504,22.237501,5.46,22.56,10.0199995
30521604117025,-26.23125,4.8187504,22.3125,5.46,22.56,10.0199995
30521614117025,-26.925001,3.8437502,23.962502,5.46,22.56,10.0199995
30521624117025,-25.9125,4.8562503,21.975,5.46,22.56,10.0199995
30521634117025,-27.075,3.6937501,23.0625,5.46,22.56,10.0199995
30521644117025,-26.025002,3.9562502,21.243752,5.46,22.56,10.0199995
30521654117025,-25.687502,4.2562504,21.956251,5.46,22.56,10.0199995
30521664117025,-25.837502,5.11875,21.1875,5.46,22.56,10.0199995
30521674117025,-26.925001,4.59375,23.025002,5.46,22.56,10.0199995
30521684117025,-26.906252,4.59375,22.706251,5.46,22.56,10.0199995
30521694117025,-28.35,4.40625,23.19375,5.46,22.56,10.0199995
30521704117025,-28.06875,4.0687504,22.40625,5.46,22.56,10.0199995
30521714117025,-26.831251,5.11875,22.987501,5.46,22.56,10.0199995
30521724117025,-26.19375,4.0687504,22.181252,5.46,22.56,10.0199995
30521734117025,-26.962502,4.21875,22.725,5.46,22.56,10.0199995
30521744117025,-26.268751,3.80625,22.96875,5.46,22.56,10.0199995
30521754117025,-26.2875,3.80625,23.268751,5.46,22.56,10.0199995
30521764117025,-27.056252,3.6937501,22.7625,5.46,22.56,10.0199995
30521774117025,-28.575,3.1125002,23.56875,5.46,22.56,10.0199995
30521784117025,-28.143751,2.79375,23.0625,5.46,22.56,10.0199995
30521794117025,-27.112501,4.4437504,23.19375,5.46,22.56,10.0199995
30521804117025,-28.25625,3.91875,22.59375,5.46,22.56,10.0199995
30521814117025,-27.150002,3.3187501,23.85,5.46,22.56,10.0199995
30521824117025,-27.0375,3.9562502,23.362501,5.46,22.56,10.0199995
30521834117025,-26.062502,3.9562502,22.0125,5.46,22.56,10.0199995
30521844117025,-28.5375,3.1125002,22.48125,5.46,22.56,10.0199995
30521854117025,-28.125002,3.80625,22.875,5.46,22.56,10.0199995
30521864117025,-26.79375,4.8562503,20.85,5.46,22.56,10.0199995
30521874117025,-29.2875,4.14375,22.087502,5.46,22.56,10.0199995
30521884117025,-27.31875,2.90625,22.2,5.46,22.56,10.0199995
30521894117025,-26.831251,4.1062503,22.875,5.46,22.56,10.0199995
30521904117025,-28.331251,3.3937502,22.29375,5.46,22.56,10.0199995
30521914117025,-27.112501,4.0687504,21.825,5.46,22.56,10.0199995
30521924117025,-25.85625,4.1062503,21.525002,5.46,22.56,10.0199995
30521934117025,-26.212502,3.80625,21.112501,5.46,22.56,10.0199995
30521944117025,-24.975,3.8437502,21.900002,5.46,22.56,10.0199995
30521954117025,-27.6,2.3625002,23.175001,5.46,22.56,10.0199995
30521964117025,-26.362501,4.1625004,22.81875,5.46,22.56,10.0199995
30521974117025,-26.04375,4.21875,23.081251,5.46,22.56,10.0199995
30521984117025,-24.91875,4.1062503,21.5625,5.46,22.56,10.0199995
30521994117025,-27.6375,3.5062501,25.125002,5.46,22.56,10.0199995
30522004117025,-24.937502,5.11875,22.462502,5.46,22.56,10.0199995
30522014117025,-26.550001,2.7562501,21.337502,5.46,22.56,10.0199995
30522024117025,-25.81875,2.60625,22.181252,5.46,22.56,10.0199995
30522034117025,-25.875002,3.35625,22.78125,5.46,22.56,10.0199995
30522044117025,-26.98125,4.21875,23.04375,5.46,22.56,10.0199995
30522054117025,-24.843752,4.74375,22.1625,5.46,22.56,10.0199995
30522064117025,-25.706251,4.2562504,22.275002,5.46,22.56,10.0199995
30522074117025,-25.725,3.99375,21.675001,5.46,22.56,10.0199995
30522084117025,-27.393751,4.40625,22.1625,5.46,22.56,10.0199995
30522094117025,-27.075,3.6937501,23.38125,5.46,22.56,10.0199995
30522104117025,-26.75625,4.5,22.087502,5.46,22.56,10.0199995
30522114117025,-24.581251,3.6562502,23.081251,5.46,22.56,10.0199995
30522124117025,-27.31875,3.91875,22.3125,5.46,22.56,10.0199995
30522134117025,-25.593752,4.14375,23.175001,5.46,22.56,10.0199995
30522144117025,-28.931252,3.45,21.45,5.46,22.56,10.0199995
30522154117025,-26.118752,3.6937501,22.331251,5.46,22.56,10.0199995
30522164117025,-25.218752,4.0687504,20.831251,5.46,22.56,10.0199995
30522174117025,-26.19375,3.3187501,22.81875,5.46,22.56,10.0199995
30522184117025,-25.462502,4.78125,22.5375,5.46,22.56,10.0199995
30522194117025,-26.56875,4.65,21.900002,5.46,22.56,10.0199995
30522204117025,-27.300001,2.15625,22.368752,5.46,22.56,10.0199995
30522214117025,-27.300001,2.15625,22.368752,5.46,22.56,10.0199995
30522224117025,-24.112501,4.4625,22.06875,5.46,22.56,10.0199995
30522234117025,-26.8875,4.59375,21.9375,5.46,22.56,10.0199995
30522244117025,-25.875002,4.74375,25.031252,5.46,22.56,10.0199995
30522254117025,-26.681252,3.99375,22.237501,5.46,22.56,10.0199995
30522264117025,-26.60625,4.2562504,21.150002,5.46,22.56,10.0199995
30522274117025,-26.062502,3.9562502,22.331251,5.46,22.56,10.0199995
30522284117025,-25.368752,3.80625,24.093752,5.46,22.56,10.0199995
30522294117025,-25.837502,4.1062503,20.75625,5.46,22.56,10.0199995
30522304117025,-23.79375,3.2625,20.53125,5.46,22.56,10.0199995
30522314117025,-26.062502,3.9562502,22.331251,5.46,22.56,10.0199995
30522324117025,-27.375002,3.6562502,22.800001,5.46,22.56,10.0199995
30522334117025,-25.81875,3.35625,21.243752,5.46,22.56,10.0199995
30522344117025,-27.16875,4.8187504,22.275002,5.46,22.56,10.0199995
30522354117025,-27.656252,4.74375,22.800001,5.46,22.56,10.0199995
30522364117025,-27.150002,2.30625,23.268751,5.46,22.56,10.0199995
30522374117025,-26.250002,2.79375,22.06875,5.46,22.56,10.0199995
30522384117025,-25.725,4.2562504,22.725,5.46,22.56,10.0199995
30522394117025,-24.900002,4.1062503,20.493752,5.46,22.56,10.0199995
30522404117025,-26.156252,3.3187501,22.050001,5.46,22.56,10.0199995
30522414117025,-24.16875,2.8312502,20.2875,5.46,22.56,10.0199995
30522424117025,-25.143751,2.9437501,22.237501,5.46,22.56,10.0199995
30522434117025,-25.650002,4.2562504,20.8875,5.46,22.56,10.0199995
30522444117025,-24.73125,5.0062504,19.987501,5.46,22.56,10.0199995
30522454117025,-25.575,3.9,21.50625,5.46,22.56,10.0199995
30522464117025,-27.112501,4.0687504,21.375,5.46,22.56,10.0199995
30522474117025,-25.425001,2.41875,23.212502,5.46,22.56,10.0199995
30522484117025,-24.712502,5.26875,20.737501,5.46,22.56,10.0199995
30522494117025,-25.968752,3.4687502,21.862501,5.46,22.56,10.0199995
30522504117025,-27.4125,2.6437502,23.2875,5.46,22.56,10.0199995
30522514117025,-26.493752,2.2687502,22.275002,5.46,22.56,10.0199995
30522524117025,-24.825,4.74375,21.84375,5.46,22.56,10.0199995
30522534117025,-27.018751,3.9562502,23.04375,5.46,22.56,10.0199995
30522544117025,-25.218752,3.5625002,22.85625,5.46,22.56,10.0199995
30522554117025,-23.94375,4.1062503,20.23125,5.46,22.56,10.0199995
30522564117025,-25.406252,3.4125001,23.34375,5.46,22.56,10.0199995
30522574117025,-23.2875,2.5687501,20.962502,5.46,22.56,10.0199995
30522584117025,-25.9125,4.1062503,22.9125,5.46,22.56,10.0199995
30522594117025,-26.1,2.5687501,20.831251,5.46,22.56,10.0199995
30522604117025,-22.931252,4.6312504,20.25,5.46,22.56,10.0199995
30522614117025,-27.075,3.6937501,23.0625,5.46,22.56,10.0199995
30522624117025,-24.7875,5.0062504,21.825,5.46,22.56,10.0199995
30522634117025,-26.081251,3.9562502,22.78125,5.46,22.56,10.0199995
30522644117025,-24.712502,4.2562504,20.625,5.46,22.56,10.0199995
30522654117025,-25.25625,4.0687504,21.6,5.46,22.56,10.0199995
30522664117025,-26.812502,4.4812503,23.925001,5.46,22.56,10.0199995
30522674117025,-26.85,2.8500001,21.675001,5.46,22.56,10.0199995
30522684117025,-24.956251,4.1062503,22.650002,5.46,22.56,10.0199995
30522694117025,-26.00625,3.4687502,22.63125,5.46,22.56,10.0199995
30522704117025,-25.087502,3.9562502,20.98125,5.46,22.56,10.0199995
30522714117025,-25.706251,3.0,20.775002,5.46,22.56,10.0199995
30522724117025,-24.675001,4.89375,22.44375,5.46,22.56,10.0199995
30522734117025,-24.993752,3.4687502,20.53125,5.46,22.56,10.0199995
30522744117025,-25.087502,3.4687502,23.2875,5.46,22.56,10.0199995
30522754117025,-28.893751,3.9562502,22.96875,5.46,22.56,10.0199995
30522764117025,-26.493752,2.5125,23.34375,5.46,22.56,10.0199995
30522774117025,-26.062502,3.2062502,23.268751,5.46,22.56,10.0199995
30522784117025,-26.38125,4.1625004,23.4375,5.46,22.56,10.0199995
30522794117025,-27.91875,3.2062502,22.875,5.46,22.56,10.0199995
30522804117025,-24.993752,3.8437502,22.2,5.46,22.56,10.0199995
30522814117025,-25.031252,2.71875,22.5375,5.46,22.56,10.0199995
30522824117025,-27.35625,3.6562502,22.03125,5.46,22.56,10.0199995
30522834117025,-27.2625,4.1625004,21.993752,5.46,22.56,10.0199995
