t_ns,value
30521402056348,0.0
30525722171139,0.0
30530042024160,0.0
30534362018431,0.0
30538682018639,0.0
30543002018327,0.0
30547322018275,0.0
30551642018483,0.0
30551962019681,2.0
30552122020566,1.0
30552282018014,0.0
30553722022598,1.0
30553882023379,2.0
30554042017910,1.0
30554202018639,0.0
30555322018848,1.0
30555642021139,0.0
30557242018796,1.0
30557402137962,2.0
30557562023119,1.0
30557882018327,0.0
30558522017806,1.0
30558682021087,0.0
30558842020566,6.0
30559002023171,16.0
30559162018848,15.0
30559322021921,14.0
30559482021035,11.0
30559642018900,9.0
30559802018119,8.0
30559962021973,7.0
30560122023275,5.0
30560282018639,4.0
30560442019421,3.0
30560602023483,2.0
30560922018952,3.0
30561082021816,1.0
30561562019681,0.0
30562682022598,4.0
30562842017962,5.0
30563002083952,6.0
30563162136921,8.0
30563322022962,0.0
30564442021816,1.0
30564922109525,2.0
30565082019994,0.0
30565722184004,3.0
30566202021296,1.0
30566362023483,0.0
30566522018119,1.0
30566682021139,3.0
30567162018431,1.0
30567322188066,0.0
30567482019577,2.0
30567642021816,1.0
30567802018639,0.0
30569722019160,9.0
30569882022077,8.0
30570042021191,5.0
30570202020619,0.0
30570682053431,1.0
30570842018327,0.0
30571322020879,5.0
30571482023848,0.0
30571962021296,1.0
30572122018483,18.0
30572442019941,0.0
30572762018565,6.0
30572922055440,10.0
30573082019034,9.0
30573242023878,7.0
30573402018565,5.0
30573722021117,4.0
30573882020284,3.0
30574042018461,2.0
30574202021586,1.0
30574842022107,0.0
30575482019555,5.0
30575642101169,11.0
30575802018669,0.0
30576122023305,5.0
30576282019763,11.0
30576442018617,9.0
30576602021638,7.0
30576762020701,0.0
30576922021846,2.0
30577082020388,5.0
30577242161065,3.0
30577402022992,1.0
30577882129242,0.0
30578202020701,5.0
30578362018513,12.0
30578522064607,10.0
30578682020753,1.0
30578842020596,0.0
30579642018044,2.0
30579802020648,1.0
30579962019763,0.0
30580442021013,11.0
30580602019919,13.0
30580762018513,0.0
30581082021117,19.0
30581242022159,15.0
30581402018201,10.0
30581562023253,4.0
30581722021482,0.0
30581882020701,2.0
30582362020336,0.0
30583322018148,4.0
30583482053930,1.0
30583802020388,2.0
30584122020961,0.0
30584762021690,1.0
30584922082732,0.0
30587322020648,1.0
30587642018096,0.0
30588762020961,2.0
30588922018617,8.0
30589082021326,5.0
30589242020701,1.0
30589402018148,0.0
30591002023826,2.0
30591162020596,1.0
30591322019867,0.0
30592602018461,1.0
30592922020388,0.0
30594202083096,2.0
30594362021326,5.0
30594682023878,4.0
30594842020805,2.0
30595002023409,1.0
30595162018721,0.0
30595962020805,5.0
30596122021273,0.0
30596442021482,5.0
30596602020128,10.0
30596762020961,8.0
30596922018096,7.0
30597082166794,2.0
30597242024086,4.0
30597562018982,5.0
30597722098357,2.0
30597882020128,1.0
30598362020388,0.0
30598842017784,2.0
30599002020440,0.0
30599162021482,1.0
30599482019086,0.0
30601722021742,1.0
30601882018617,0.0
30602842020492,1.0
30603002021169,0.0
30607322020544,0.0
30609242018617,2.0
30609402020232,1.0
30610042022055,0.0
30614362020492,0.0
30615162018357,2.0
30615322027680,0.0
30616442022159,5.0
30616602025492,8.0
30616762019034,3.0
30616922022419,7.0
30617082020128,6.0
30617242021065,5.0
30617402018513,4.0
30617722020128,2.0
30617882018826,3.0
30618042018201,2.0
30618362022107,1.0
30619802018148,0.0
30623482018982,1.0
30623802020753,0.0
30624922137315,2.0
30625082020076,10.0
30625242021326,8.0
30625402018305,0.0
30625722020128,6.0
30625882020492,5.0
30626042018513,4.0
30626202020544,3.0
30626362019867,2.0
30626682018201,1.0
30627322018513,0.0
30628282020857,3.0
30628442023253,6.0
30628602228096,5.0
30628762022419,4.0
30629082018617,3.0
30629402020753,2.0
30629562021273,3.0
30629722018773,2.0
30629882026065,1.0
30630842018148,0.0
30631162209346,2.0
30631322020701,0.0
30631962052263,1.0
30632602108437,0.0
30632922021250,1.0
