t_ns,wall_ms,type,text
30521365715407,1788560467540,SESSION_START,"20260905_035107_SNU_AJB_AB_run6"
30521365797230,1788560467540,CALIB_START,"stand still 15s"
30536365929620,1788560482540,CALIB_END,"n_fixes=14"
30536366256599,1788560482540,RIDE_START,""
30748916017299,1788560695090,STOP_CALIB_START,"stand still 15s"
30763915718179,1788560710090,STOP_CALIB_END,"n_fixes=15"
30763925937137,1788560710100,SESSION_END,""
