t_ns,mx,my,mz,accuracy
30521324117025,-30.862501,-17.5125,12.0375,3
30521334117025,-30.225,-17.8125,9.975,3
30521344117025,-31.087502,-16.9125,12.056251,3
30521354117025,-30.843752,-17.5125,10.96875,3
30521364117025,-29.831251,-18.2625,9.7875,3
30521374117025,-28.25625,-17.2875,9.4125,3
30521384117025,-30.900002,-18.150002,9.918751,3
30521394117025,-31.85625,-18.65625,12.806251,3
30521404117025,-31.406252,-19.462502,13.856251,3
30521414117025,-31.2,-18.5625,12.262501,3
30521424117025,-30.7875,-18.75,12.675,3
30521434117025,-33.075,-19.44375,12.50625,3
30521444117025,-31.7625,-19.143751,11.887501,3
30521454117025,-32.79375,-20.400002,13.125001,3
30521464117025,-31.743752,-18.75,13.25625,3
30521474117025,-32.4375,-19.35,12.431251,3
30521484117025,-31.612501,-18.243752,11.85,3
30521494117025,-32.193752,-18.075,11.75625,3
30521504117025,-31.706251,-18.75,12.168751,3
30521514117025,-32.34375,-18.712502,13.181251,3
30521524117025,-32.456253,-19.35,13.200001,3
30521534117025,-31.312502,-18.206251,12.58125,3
30521544117025,-32.193752,-18.5625,13.762501,3
30521554117025,-33.24375,-17.7,12.168751,3
30521564117025,-31.48125,-18.35625,12.3,3
30521574117025,-33.600002,-18.75,12.8625,3
30521584117025,-29.94375,-17.5125,12.075001,3
30521594117025,-32.100002,-18.300001,12.20625,3
30521604117025,-31.687502,-17.75625,12.3,3
30521614117025,-32.381252,-18.712502,13.950001,3
30521624117025,-31.368752,-17.7,11.94375,3
30521634117025,-32.53125,-18.862501,13.05,3
30521644117025,-31.500002,-18.6,11.231251,3
30521654117025,-31.1625,-18.300001,11.94375,3
30521664117025,-31.29375,-17.4375,11.175,3
30521674117025,-32.381252,-17.962502,12.993751,3
30521684117025,-32.362503,-17.962502,12.69375,3
30521694117025,-33.80625,-18.150002,13.181251,3
30521704117025,-33.54375,-18.50625,12.39375,3
30521714117025,-32.287502,-17.456251,12.975,3
30521724117025,-31.66875,-18.487501,12.168751,3
30521734117025,-32.4375,-18.35625,12.712501,3
30521744117025,-31.725,-18.75,12.937501,3
30521754117025,-31.743752,-18.75,13.25625,3
30521764117025,-32.5125,-18.862501,12.731251,3
30521774117025,-34.050003,-19.44375,13.556251,3
30521784117025,-33.61875,-19.7625,13.05,3
30521794117025,-32.568752,-18.112501,13.181251,3
30521804117025,-33.7125,-18.65625,12.562501,3
30521814117025,-32.625,-19.25625,13.837501,3
30521824117025,-32.49375,-18.6,13.33125,3
30521834117025,-31.518751,-18.6,12.0,3
30521844117025,-34.0125,-19.44375,12.468751,3
30521854117025,-33.600002,-18.75,12.8625,3
30521864117025,-32.268753,-17.7,10.837501,3
30521874117025,-34.7625,-18.4125,12.075001,3
30521884117025,-32.79375,-19.650002,12.168751,3
30521894117025,-32.30625,-18.45,12.843751,3
30521904117025,-33.787502,-19.1625,12.281251,3
30521914117025,-32.5875,-18.487501,11.8125,3
30521924117025,-31.312502,-18.45,11.512501,3
30521934117025,-31.66875,-18.75,11.1,3
30521944117025,-30.45,-18.712502,11.868751,3
30521954117025,-33.05625,-20.19375,13.14375,3
30521964117025,-31.81875,-18.393751,12.7875,3
30521974117025,-31.518751,-18.35625,13.06875,3
30521984117025,-30.393751,-18.45,11.55,3
30521994117025,-33.09375,-19.06875,15.1125,3
30522004117025,-30.4125,-17.456251,12.450001,3
30522014117025,-32.006252,-19.800001,11.325001,3
30522024117025,-31.275002,-19.95,12.168751,3
30522034117025,-31.331251,-19.2,12.750001,3
30522044117025,-32.4375,-18.35625,13.012501,3
30522054117025,-30.300001,-17.8125,12.13125,3
