t_ns,ax,ay,az
30521325900983,0.0,0.0,0.0
30521330658848,-0.10742893,-0.044301987,0.33747244
30521335416660,-0.18640359,0.0102472305,0.02740407
30521340174421,-0.21913785,0.045500755,-0.33688474
30521344932285,-0.21263847,-0.011405945,0.06721997
30521349690150,-0.10883549,-0.015623093,0.23369575
30521354447962,0.040493935,0.025579453,-0.18335676
30521359205775,0.19529957,0.028779984,-0.18594337
30521363963639,0.30248365,-0.010585785,0.1707387
30521368721452,0.34306037,-0.0074329376,0.026730537
30521373479264,0.30132437,0.021614075,-0.24563432
30521378237129,0.1408502,-0.023982048,-0.005969286
30521382994941,-0.010650426,-0.033229828,0.10949159
30521387752754,-0.14932331,0.011381149,-0.118326664
30521392510619,-0.26643705,0.0062475204,-0.124044895
30521397268431,-0.30388945,-0.00984478,0.116989374
30521402026244,-0.29121938,-0.011554718,0.06285882
30521406784056,-0.21497959,0.009505272,-0.09454417
30521411541921,-0.1163681,-0.011335373,0.009956598
30521416299733,0.006690666,-0.003968239,0.09582567
30521421057546,0.07631779,-0.017447472,-0.034132242
30521425815410,0.11590702,-0.0028972626,-0.055568457
30521430573223,0.07652989,-0.03709984,0.06585455
30521435331035,9.9658966E-5,-0.040122986,0.0034565926
30521440088848,-0.091639295,-0.026992798,-0.056489706
30521444846712,-0.18951835,-0.0075263977,-0.024468422
30521449604525,-0.27048436,0.018128395,-0.030569553
30521454362337,-0.29858086,0.026753426,-0.025021076
30521459120202,-0.2709613,0.030467987,0.0057587624
30521463878014,-0.21472949,0.010960579,8.1682205E-4
30521468635827,-0.12818962,0.017562866,-0.013230562
30521473393691,-0.051409334,0.026306152,-0.0106499195
30521478151504,0.016112804,0.016218185,-0.008077145
30521482909316,0.072527006,0.029688835,0.001333952
30521487667129,0.10432622,-0.026896477,-0.010513544
30521492424994,0.08664891,-0.0214777,0.012938499
30521497182806,0.030109793,-0.011584282,0.017196178
30521501940619,-0.02036953,-0.0019607544,3.8313866E-4
30521506698483,-0.0719952,-0.006565094,0.01195097
30521511456296,-0.103925735,-0.0017404556,0.004591465
30521516214108,-0.091047585,0.009986877,-3.118515E-4
30521520971921,-0.057760686,0.005085945,-0.0027701855
30521525729785,0.03543821,0.002626419,0.05094385
30521530487598,0.11263946,-0.0044498444,0.0590384
30521535245410,0.1767385,-0.0043582916,0.036601067
30521540003275,0.19769435,0.014439583,0.0755918
30521544761087,0.1834597,0.016443253,0.085719585
30521549518900,0.16042405,-0.012040138,0.048820972
30521554276764,0.086459994,-0.03057003,0.026762009
30521559034577,0.037346467,-0.041710854,0.019224644
30521563792389,-0.024982303,-0.038575172,-0.0210042
30521568550202,-0.053499103,-0.035507202,-0.060498238
30521573308066,-0.06515579,-0.027803421,-0.05469346
30521578065879,-0.06491014,-0.015580177,-0.044268847
30521582823691,-0.036429495,0.0034761429,-0.027024508
30521587581556,0.015201315,0.005744934,-0.02889371
30521592339369,-0.025614947,0.0432415,-0.014280796
30521597097181,-0.028073385,0.033075333,7.6293945E-5
30521601854994,-0.05641435,0.05365753,0.0024552345
30521606612858,-0.07276745,0.038625717,0.025940895
30521611370671,-0.07955445,0.02854538,0.030243397
30521616128483,-0.039268866,0.0021533966,0.018003464
30521620886348,-0.02787608,-0.016721725,0.027077198
30521625644160,0.004633829,-0.040037155,0.019585133
30521630401973,0.010798842,-0.04415512,0.021639824
30521635159837,-0.0066373944,-0.043540955,0.01432395
30521639917650,-0.03552632,-0.024098396,0.02364707
30521644675462,-0.066333786,-0.01673603,0.023409605
30521649433275,-0.09914465,-0.0047445297,0.02548194
30521654191139,-0.10814376,0.023558617,0.041729927
30521658948952,-0.09368776,0.04438591,0.0530324
30521663706764,-0.044160962,0.038999557,0.0051414967
30521668464629,0.030449837,0.017148018,-0.004281044
30521673222441,0.101779,0.00976944,-0.013600111
30521677980254,0.16771697,0.014309883,-0.05350685
30521682738066,0.19304183,-0.018982887,-0.06927633
30521687495931,0.1617678,-0.023509026,-0.042307377
30521692253744,0.086196944,-0.011443138,-0.041670322
30521697011556,0.011522546,-0.0066223145,-0.06940007
30521701769421,-0.052864596,0.0076122284,-0.059045553
30521706527233,-0.10970174,0.016963959,-0.044161797
30521711285046,-0.100066334,0.016731262,-0.038905144
30521716042910,-0.036453307,0.0070791245,-0.017255545
30521720800723,0.08076976,0.002251625,0.044377804
