t_ns,gx,gy,gz
30521325900983,0.028725738,9.118028,3.6098673
30521330658848,-0.07853245,8.992304,3.911868
30521335416660,-0.17084527,8.987212,3.920611
30521340174421,-0.24340028,9.028373,3.820948
30521344932285,-0.2948483,9.020551,3.8357692
30521349690150,-0.31424037,9.002868,3.875566
30521354447962,-0.3059783,9.014681,3.8486743
30521359205775,-0.27698472,9.025417,3.825638
30521363963639,-0.23834535,9.018513,3.844476
30521368721452,-0.2002755,9.0181675,3.8474588
30521373479264,-0.17088242,9.027693,3.8264792
30521378237129,-0.15888903,9.027674,3.8270428
30521382994941,-0.16050097,9.024035,3.8355465
30521387752754,-0.172536,9.027217,3.8275285
30521392510619,-0.19173533,9.030023,3.819989
30521397268431,-0.21152018,9.026759,3.8266513
30521402026244,-0.22882822,9.024912,3.8300111
30521406784056,-0.24041466,9.026625,3.8252633
30521411541921,-0.24567538,9.026119,3.8261201
30521416299733,-0.2442729,9.024318,3.8304589
30521421057546,-0.23979191,9.024874,3.829429
30521425815410,-0.23398784,9.025864,3.8274553
30521430573223,-0.23053698,9.02461,3.8306193
30521435331035,-0.2307123,9.024273,3.831403
30521440088848,-0.23470506,9.024819,3.8298736
30521444846712,-0.2420757,9.024932,3.829149
30521449604525,-0.25196403,9.025189,3.8279066
30521454362337,-0.26206687,9.025361,3.8268225
30521459120202,-0.27045348,9.025196,3.8266263
30521463878014,-0.27638167,9.0250435,3.8265636
30521468635827,-0.27914074,9.025169,3.8260667
30521473393691,-0.27932966,9.025356,3.8256106
30521478151504,-0.27746245,9.025548,3.8252952
30521482909316,-0.27405706,9.025713,3.8251512
30521487667129,-0.27001706,9.02573,3.8253973
30521492424994,-0.26673195,9.025547,3.8260596
30521497182806,-0.2652412,9.025348,3.826635
30521501940619,-0.26501346,9.025323,3.826709
30521506698483,-0.2660228,9.025129,3.8270972
30521511456296,-0.26757938,9.02502,3.827247
30521516214108,-0.2684795,9.02499,3.8272521
30521520971921,-0.26826486,9.02499,3.8272681
30521525729785,-0.26575387,9.024591,3.8283832
30521530487598,-0.2616171,9.02415,3.8297062
30521535245410,-0.2563565,9.023943,3.8305526
30521540003275,-0.25100613,9.02352,3.831903
30521544761087,-0.2463507,9.023031,3.8333554
30521549518900,-0.24248245,9.022724,3.834321
30521554276764,-0.24032822,9.022493,3.8350015
30521559034577,-0.23909548,9.022268,3.83561
30521563792389,-0.23900174,9.022318,3.8354988
30521568550202,-0.23922367,9.022634,3.834742
30521573308066,-0.23955023,9.02291,3.8340685
30521578065879,-0.23980801,9.02317,3.8334415
30521582823691,-0.23957926,9.023366,3.8329961
30521587581556,-0.23857726,9.023594,3.8325205
30521592339369,-0.23842485,9.023809,3.832025
30521597097181,-0.23834649,9.023901,3.8318129
30521601854994,-0.2386954,9.024032,3.8314803
30521606612858,-0.23906994,9.023969,3.8316085
30521611370671,-0.2394426,9.023865,3.8318293
30521616128483,-0.23904893,9.023786,3.8320398
30521620886348,-0.23848307,9.02358,3.8325596
30521625644160,-0.23751141,9.0233965,3.833052
30521630401973,-0.23651694,9.023196,3.8335843
30521635159837,-0.23584768,9.023069,3.8339255
30521639917650,-0.23567817,9.022939,3.834243
30521644675462,-0.23597705,9.022819,3.8345058
30521649433275,-0.23665835,9.022686,3.834779
30521654191139,-0.23721261,9.022556,3.835049
30521658948952,-0.23728903,9.022426,3.835352
30521663706764,-0.23655836,9.022521,3.8351727
30521668464629,-0.23460783,9.022665,3.8349528
30521673222441,-0.23177867,9.022847,3.834695
30521677980254,-0.22835217,9.023233,3.83399
30521682738066,-0.2250013,9.023624,3.8332703
30521687495931,-0.22247094,9.0238695,3.8328407
30521692253744,-0.22109537,9.024111,3.8323529
30521697011556,-0.22061138,9.0244665,3.8315415
30521701769421,-0.2208332,9.024761,3.8308365
30521706527233,-0.22141962,9.02497,3.8303092
30521711285046,-0.22148265,9.025172,3.8298295
30521716042910,-0.22049588,9.025246,3.8297133
30521720800723,-0.21808924,9.025095,3.8302076
30521725558483,-0.21439695,9.024961,3.8307295
30521730316348,-0.2097605,9.024991,3.8309186
30521735074212,-0.20535836,9.025013,3.8311045
30521739832025,-0.20155986,9.024936,3.831488
30521744589837,-0.19862406,9.024919,3.8316813
30521749347702,-0.19697095,9.02503,3.8315055
30521754105514,-0.19668013,9.02505,3.8314707
30521758863327,-0.19718845,9.025017,3.8315225
30521763621139,-0.19794315,9.025119,3.8312469
30521768378952,-0.19862232,9.025175,3.8310795
30521773136816,-0.19856969,9.025141,3.831162
30521777894629,-0.19742,9.025349,3.8307288
30521782652494,-0.19534421,9.025693,3.8300273
30521787410306,-0.19243076,9.025877,3.8297393
30521792168119,-0.18877918,9.026077,3.8294504
30521796925983,-0.18522398,9.026574,3.828452
30521801683796,-0.18280116,9.027098,3.8273318
30521806441608,-0.18191141,9.027405,3.8266513
30521811199421,-0.18234909,9.027678,3.8259857
30521815957285,-0.1840979,9.027855,3.8254852
30521820715098,-0.18640834,9.027818,3.8254602
30521825472910,-0.18833342,9.027677,3.8256984
30521830230775,-0.18940103,9.0276575,3.825692
30521834988587,-0.18940227,9.027665,3.8256714
30521839746400,-0.18830606,9.027477,3.8261702
30521844504212,-0.186509,9.027387,3.8264751
30521849262077,-0.18407723,9.027374,3.826618
30521854019889,-0.18195948,9.027306,3.8268826
30521858777702,-0.18066794,9.027122,3.8273783
30521863535566,-0.18052937,9.027017,3.8276317
30521868293379,-0.18147364,9.027016,3.827591
30521873051191,-0.18323262,9.026864,3.8278632
30521877809004,-0.18529645,9.026606,3.8283741
30521882566869,-0.18677786,9.026566,3.828398
30521887324681,-0.1876015,9.026565,3.8283575
30521892082494,-0.1872751,9.026606,3.8282783
30521896840358,-0.18604147,9.026811,3.8278527
30521901598171,-0.18430626,9.027031,3.827417
30521906355983,-0.1826732,9.027052,3.8274467
30521911113848,-0.18147269,9.027147,3.827279
30521915871660,-0.18140899,9.02735,3.8268018
30521920629473,-0.1827309,9.027461,3.8264802
30521925387285,-0.1850108,9.027523,3.8262239
