t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
30526381198218,1788560472555,36,false,30.5,0,0,6261899264
30531397517799,1788560477571,36,false,30.5,0,0,6260396032
30536415666651,1788560482589,36,false,30.5,0,0,6256586752
30541438635816,1788560487612,36,false,30.5,0,0,6253154304
30546455424981,1788560492629,36,false,30.5,0,0,6251905024
30551512422687,1788560497686,36,false,30.5,0,0,6250852352
30556555858206,1788560502730,36,false,30.5,0,0,6249877504
30561604277631,1788560507778,36,false,30.5,0,0,6246363136
30566623729556,1788560512798,36,false,30.5,0,0,6245105664
30571639718825,1788560517814,36,false,30.5,0,0,6244139008
30576656688042,1788560522831,36,false,30.5,0,0,6243176448
30581678435540,1788560527852,36,false,30.5,0,0,6242217984
30586723735538,1788560532898,36,false,30.5,0,0,6241255424
30591803642620,1788560537977,36,false,30.5,0,0,6240309248
30596852365586,1788560543026,36,false,30.5,0,0,6239285248
30601933141678,1788560548107,36,false,30.5,0,0,6238314496
30607014518343,1788560553188,36,false,30.5,0,0,6237392896
30612059503914,1788560558233,36,false,30.5,0,0,6236430336
30617142813756,1788560563317,36,false,30.5,0,0,6235439104
30622187684796,1788560568362,36,false,30.5,0,0,6234476544
30627233903075,1788560573408,36,false,30.5,0,0,6233354240
30632255551510,1788560578429,36,false,30.5,0,0,6232391680
30637275371144,1788560583449,36,false,30.5,0,0,6231388160
30642292498746,1788560588466,36,false,30.5,0,0,6230437888
30647310080776,1788560593484,36,false,30.5,0,0,6227832832
30652324459732,1788560598498,36,false,30.5,0,0,6225829888
30657392174053,1788560603566,36,false,30.5,0,0,6217912320
30662435205666,1788560608609,36,false,30.5,0,0,6240182272
30667481143789,1788560613655,35,false,29.8,0,0,6232973312
30672559869776,1788560618734,35,false,29.8,0,0,6223564800
30677608218264,1788560623782,35,false,29.8,0,0,6215651328
30682684782325,1788560628859,35,false,29.8,0,0,6241640448
30687726855343,1788560633901,35,false,29.8,0,0,6241017856
30692742718310,1788560638917,35,false,29.8,0,0,6236397568
30697771514246,1788560643945,35,false,29.8,0,0,6235426816
30702852591275,1788560649026,35,false,29.8,0,0,6234324992
30707897631325,1788560654071,35,false,29.8,0,0,6233358336
30712980581792,1788560659154,35,false,29.8,0,0,6227804160
30718024512155,1788560664198,35,false,29.8,0,0,6223093760
30723104294184,1788560669278,35,false,29.8,0,0,6215208960
30728147756370,1788560674322,35,false,29.8,0,0,6207811584
30733228722826,1788560679403,35,false,29.8,0,0,6206214144
30738274171730,1788560684448,35,false,29.8,0,0,6202482688
30743321323968,1788560689495,35,false,29.8,0,0,6200864768
30748365704852,1788560694540,35,false,29.8,0,0,6197997568
30753379563652,1788560699553,35,false,29.8,0,0,6226485248
30758398377764,1788560704572,35,false,29.8,0,0,6221762560
30763414519377,1788560709588,35,false,29.8,0,0,6219309056
