t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.2116057,28490998229670,28.5270967,77.5769873,155.1162720,3.7900925,0.0000000,,26,-0.0772658,-0.1973333
1.9406056,28491727229515,28.5270964,77.5769872,155.1386719,3.7900925,0.0000000,,26,-0.0860682,-0.2229369
2.9369840,28492723607952,28.5270967,77.5769875,155.1586914,3.7900925,0.0000000,,45,-0.0567268,-0.1984465
3.9371520,28493723775972,28.5270970,77.5769877,155.2868042,3.7900925,0.0000000,,51,-0.0361878,-0.1572581
4.9380781,28494724702014,28.5270975,77.5769878,155.3931885,3.7900925,0.0000000,,51,-0.0234731,-0.1049377
5.9333517,28495719975658,28.5270976,77.5769879,155.5759277,3.7900925,0.0000000,,52,-0.0195610,-0.0938057
6.9353815,28496722005398,28.5270981,77.5769880,155.7346191,3.7900925,0.0000000,,51,-0.0039122,-0.0425985
7.9365069,28497723130814,28.5270986,77.5769882,155.9237061,3.7900925,0.0000000,,56,0.0058683,0.0197407
8.9369175,28498723541438,28.5270991,77.5769883,156.0031128,3.7900925,0.0000000,,57,0.0234731,0.0742875
9.9307742,28499717398105,28.5270995,77.5769884,156.1340942,3.7900925,0.0000000,,54,0.0322756,0.1132495
10.9292082,28500715832115,28.5270998,77.5769885,156.1971436,3.7900925,0.0000000,,56,0.0420561,0.1544379
11.9290055,28501715629458,28.5270998,77.5769886,156.2309570,3.7900925,0.0000000,,56,0.0518365,0.1555511
12.9404027,28502727026646,28.5270999,77.5769886,156.2462769,3.7900925,0.0000000,,53,0.0508585,0.1611171
13.9328122,28503719436124,28.5270999,77.5769886,156.2489014,3.7900925,0.0000000,,54,0.0489024,0.1655699
14.9357497,28504722373624,28.5271000,77.5769886,156.2490234,3.7900925,0.0000000,,55,0.0479243,0.1733623
15.9297347,28505716358676,28.5271000,77.5769886,156.2497559,3.7900925,0.0000000,,56,0.0459683,0.1778151
16.9291912,28506715815186,28.5270998,77.5769887,156.2596436,3.7900925,0.0000000,,56,0.0596609,0.1544379
17.9368608,28507723484716,28.5270997,77.5769887,156.2619629,3.7900925,0.0000000,,58,0.0645512,0.1377399
18.9416797,28508728303674,28.5270997,77.5769888,156.2632446,3.7900925,0.0000000,,59,0.0655292,0.1344003
19.9346969,28509721320861,28.5270993,77.5769888,156.2755127,3.7900925,0.0000000,,57,0.0733536,0.0965515
20.9344287,28510721052684,28.5270991,77.5769889,156.2774048,3.7900925,0.0000000,,56,0.0792219,0.0698347
21.9308476,28511717471538,28.5270990,77.5769889,156.2780151,3.7900925,0.0000000,,57,0.0792219,0.0664951
22.9390298,28512725653725,28.5270991,77.5769889,156.2799683,3.7900925,0.0000000,,59,0.0792219,0.0698347
23.9298630,28513716486954,28.5270991,77.5769889,156.2802734,3.7900925,0.0000000,,57,0.0782438,0.0731743
24.9363503,28514722974194,28.5270991,77.5769889,156.2813721,3.7900925,0.0000000,,57,0.0772658,0.0765139
25.9416671,28515728291068,28.5270992,77.5769889,156.2823486,3.7900925,0.0000000,,56,0.0762877,0.0809667
26.9290124,28516715636379,28.5270992,77.5769889,156.2835693,3.7900925,0.0000000,,56,0.0753097,0.0843063
27.9368711,28517723495025,28.5270990,77.5769889,156.2866211,3.7900925,0.0000000,,55,0.0792219,0.0664951
28.9303971,28518717021067,28.5270990,77.5769889,156.2895508,3.7900925,0.0000000,,55,0.0811780,0.0620423
29.9318955,28519718519451,28.5270990,77.5769889,156.2955933,3.7900925,0.0000000,,57,0.0811780,0.0598159
30.9406167,28520727240649,28.5270976,77.5769864,156.5379639,3.7900925,0.2300000,222.7000000,59,-0.1633340,-0.0926925
31.9348583,28521721482264,28.5270966,77.5769679,156.3726196,3.7900925,2.6200000,265.3000000,60,-1.9785909,-0.2095785
32.9396747,28522726298618,28.5270930,77.5769458,156.1174316,3.7900925,2.1000000,255.0000000,60,-4.1322523,-0.6025381
33.9303870,28523717010961,28.5270869,77.5769205,156.1333008,3.7900925,2.8600000,256.6000000,60,-6.6125817,-1.2838165
