t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,0.571520,9.092036,3.861267,0.000959,0.021016,-0.011758,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.010000,0.540686,9.106720,3.877391,0.000728,-0.004154,0.002264,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.020000,0.766506,9.071850,3.854878,0.000575,-0.014489,0.007481,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.030000,0.894541,9.041945,3.821719,-0.000287,-0.002228,0.001100,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.040000,0.783098,9.052430,3.828761,-0.000537,0.010926,-0.004168,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.050000,0.636013,9.067563,3.870458,0.000381,0.007766,-0.002125,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.060000,0.662654,9.071253,3.859286,0.000760,-0.003291,0.003119,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.070000,0.836053,9.053816,3.837380,0.000689,-0.003263,0.003568,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.080000,0.889565,9.046527,3.819101,0.001129,0.007288,-0.001369,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.090000,0.782627,9.061051,3.812905,0.000834,0.013116,-0.005082,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.100000,0.684086,9.065224,3.804484,-0.000006,0.007698,-0.002658,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.110000,0.695168,9.053977,3.793971,-0.000208,-0.000182,0.001503,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.120000,0.850853,9.043142,3.765413,-0.000328,0.003407,-0.000220,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.130000,0.913200,9.060990,3.756687,0.000022,0.020722,-0.008555,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.140000,0.717736,9.091385,3.797973,0.000526,0.026973,-0.011499,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.150000,0.571504,9.102721,3.823851,0.001029,0.012406,-0.004728,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.160000,0.658837,9.099073,3.799267,0.001010,-0.002573,0.002921,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.170000,0.843239,9.075843,3.783556,0.000642,-0.001121,0.002672,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.180000,0.861637,9.057014,3.793660,0.000275,0.009034,-0.003116,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.190000,0.752110,9.061671,3.823550,0.000140,0.012823,-0.005553,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.200000,0.689421,9.057855,3.838064,0.000710,0.008857,-0.002185,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.210000,0.730266,9.043517,3.837403,0.000960,0.004978,0.000362,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.220000,0.750630,9.040939,3.847454,0.001048,0.005123,-0.000422,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.230000,0.702725,9.046617,3.855149,0.001136,0.005834,-0.001412,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.240000,0.681125,9.048533,3.878834,0.001230,0.003205,0.000229,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.250000,0.715993,9.043118,3.893920,0.000301,-0.001807,0.003346,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
0.260000,0.760329,9.034933,3.890953,0.000604,-0.003574,0.005193,-0.077512,-0.197838,28.52709667,77.57698730,0.000000,,,CALIB
