t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.035,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.046,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.049,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.063,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.067,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.057,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.047,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.068,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.071,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.076,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.084,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.211,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.083,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.065,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.102,0.000,,,
1.600,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,4.552,0.000,,,
1.700,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.130,0.000,,,
1.800,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.088,0.000,,,
1.900,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.074,0.000,,,
2.000,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.058,0.000,,,
2.100,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,1.208,0.000,,,
2.200,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.088,0.000,,,
2.300,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.070,0.000,,,
2.400,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.124,0.000,,,
2.500,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.150,1,0.351,0.242,,,
2.600,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.141,1,1.316,0.190,,,
2.700,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.139,1,0.399,0.280,,,
2.800,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.143,1,0.340,0.235,,,
2.900,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.140,1,0.708,0.553,,,
3.000,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.144,1,0.674,0.576,,,
3.100,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.140,1,1.677,0.326,,,
3.200,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.139,1,0.965,0.548,,,
3.300,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.144,1,0.752,0.580,,,
3.400,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.144,1,0.778,0.593,,,
3.500,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.142,1,0.636,0.401,,,
3.600,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.143,1,1.473,0.394,,,
3.700,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.142,1,0.693,0.515,,,
3.800,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.145,1,0.722,0.491,,,
3.900,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.143,1,0.589,0.421,,,
4.000,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.141,1,0.713,0.431,,,
4.100,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.139,1,2.125,0.431,,,
4.200,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.139,1,0.573,0.397,,,
4.300,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.141,1,0.612,0.438,,,
4.400,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.653,0.485,,,
4.500,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.590,0.439,,,
4.600,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,1.889,0.796,,,
4.700,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.592,0.441,,,
4.800,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.640,0.482,,,
4.900,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.136,1,0.592,0.442,,,
5.000,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.343,0.245,,,
5.100,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.139,1,2.126,0.447,,,
5.200,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.138,1,0.660,0.393,,,
5.300,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.137,1,0.653,0.440,,,
5.400,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.139,1,0.668,0.480,,,
5.500,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.140,1,0.531,0.399,,,
5.600,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.141,1,1.481,0.470,,,
5.700,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.140,1,0.772,0.499,,,
5.800,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.141,1,0.593,0.391,,,
5.900,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.141,1,0.608,0.428,,,
6.000,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.142,1,0.739,0.527,,,
6.100,28.52592496,77.57066732,-0.000,-0.080,-0.000,0.000,GNSS_INS,0,1.0000,1.476,0.000,0.141,1,1.624,0.391,,,
6.200,28.52592496,77.57066732,-0.000,-0.080,0.000,0.000,GNSS_INS,0,1.0000,1.476,0.000,0.141,1,1.517,1.365,,,
6.300,28.52592496,77.57066732,-0.000,-0.080,0.000,0.000,GNSS_INS,0,1.0000,1.476,0.000,0.142,1,0.674,0.524,,,
6.400,28.52592496,77.57066732,-0.000,-0.080,0.000,0.000,GNSS_INS,0,1.0000,1.476,0.000,0.143,1,0.619,0.403,,,
