t_ns,hPa
21358368022508,982.4829
21358408019852,982.48413
21358448021883,982.48096
21358488021154,982.4817
21358528021622,982.48096
21358568020789,982.4868
21358608019747,982.4846
21358648021154,982.4905
21358688020581,982.48413
21358728018445,982.4873
21358768021674,982.48193
21358808020008,982.48535
21358848019122,982.48535
21358888024018,982.4829
21358928022195,982.49023
21358968149227,982.4844
21359008102768,982.48315
21359048023341,982.4863
21359088054122,982.48364
21359128023862,982.4851
21359168074695,982.48706
21359208029174,982.47656
21359248025841,982.4768
21359288023185,982.47314
21359328022299,982.4763
21359368023393,982.48
21359408027404,982.4783
21359448025112,982.47974
21359488085945,982.4822
21359528023810,982.48706
21359568067143,982.4834
21359608027508,982.47974
21359648027508,982.4834
21359688024747,982.48145
21359728221570,982.47876
21359768044852,982.4802
21359808023810,982.4888
21359848025320,982.49146
21359888022404,982.4817
21359928025945,982.4844
21359968048445,982.47705
21360008023445,982.4719
21360048024799,982.46704
21360088027560,982.4712
21360128026362,982.4717
21360168029227,982.48193
21360208027456,982.48096
21360248023758,982.48193
21360288024435,982.49
21360328025789,982.48535
21360368075216,982.48413
21360408043029,982.4817
21360448107091,982.48
21360488027091,982.4822
21360528023393,982.478
21360568023497,982.47266
21360608022195,982.4778
21360648025164,982.47144
21360688027299,982.4768
21360728024852,982.4807
21360768025633,982.48047
21360808024174,982.4783
21360848022872,982.4751
21360888023966,982.47656
21360928027664,982.4822
21360968026831,982.4846
21361008025164,982.4795
21361048060685,982.4822
21361088024799,982.48364
21361128027716,982.48486
21361168025268,982.4861
21361208028029,982.4878
21361248086518,982.47974
21361288023029,982.4773
21361328024070,982.4846
21361368028237,982.47925
21361408025789,982.4812
21361448226779,982.4873
21361488022091,982.4812
21361528115372,982.47656
21361568133029,982.4807
21361608024122,982.4824
21361648185008,982.48584
21361688023081,982.4868
21361728065581,982.48535
21361768027872,982.489
21361808021727,982.4834
21361848030164,982.4834
21361888034799,982.49023
21361928075633,982.48267
21361968023602,982.4878
21362008023133,982.4807
21362048026466,982.489
21362088168602,982.48267
21362128042820,982.4817
21362168024279,982.478
21362208024904,982.48047
21362248025112,982.47974
21362288025268,982.4739
21362328041727,982.47656
21362368144539,982.4724
21362408027716,982.4812
21362448027456,982.4778
21362488025268,982.478
21362528024591,982.4866
21362568022039,982.4873
21362608027664,982.4856
21362648027560,982.49756
21362688023914,982.4968
21362728072560,982.49854
21362768161570,982.5
21362808045737,982.49243
21362848143497,982.4907
21362888024539,982.4885
21362928193862,982.49146
21362968025268,982.4912
21363008043289,982.49023
21363048024904,982.47925
21363088024695,982.4866
21363128026362,982.48413
21363168023341,982.4868
21363208025424,982.4866
21363248043549,982.4856
21363288024383,982.48315
21363328026466,982.48584
21363368025893,982.48755
21363408022612,982.49097
21363448022768,982.4944
21363488024643,982.4961
21363528026414,982.49146
21363568096779,982.4944
21363608171518,982.4917
21363648025841,982.4873
21363688112872,982.4861
21363728028289,982.49194
21363768026518,982.4863
21363808024695,982.49023
21363848021883,982.4934
21363888022352,982.48804
21363928024487,982.4844
21363968025477,982.48804
21364008103029,982.48706
21364048022039,982.4939
21364088079747,982.4944
21364128026831,982.4968
21364168025685,982.4912
21364208024331,982.4905
21364248022299,982.48926
21364288090320,982.48584
21364328024643,982.48096
21364368024695,982.4905
21364408024643,982.4939
21364448023810,982.49414
21364488021570,982.49634
21364528025060,982.4927
21364568025893,982.48926
21364608026206,982.48364
21364648026674,982.4861
21364688025737,982.4873
21364728026362,982.49023
21364768024747,982.4885
21364808029279,982.4922
21364848072977,982.4888
21364888027924,982.48755
21364928022404,982.49585
21364968024487,982.5
21365008027352,982.48755
21365048022820,982.4912
21365088024956,982.49414
21365128024279,982.49585
21365168027456,982.499
21365208027872,982.48755
21365248024695,982.4866
21365288095477,982.4917
21365328024070,982.48706
21365368178602,982.4824
21365408044122,982.4844
21365448023393,982.4863
21365488025945,982.48413
21365528021674,982.4873
21365568075060,982.489
21365608038289,982.4888
21365648029799,982.4863
21365688024331,982.4922
21365728025997,982.49634
21365768023549,982.4883
21365808026674,982.4861
21365848024122,982.4839
21365888026310,982.4839
21365928094279,982.48145
21365968147820,982.4856
21366008023862,982.48193
21366048024435,982.48706
21366088025529,982.4863
21366128024279,982.48315
21366168097977,982.48706
21366208022664,982.4883
21366248024904,982.48804
21366288024435,982.47925
21366328024591,982.48047
21366368023497,982.49
21366408022872,982.49
21366448026518,982.4885
21366488025216,982.4907
21366528024331,982.4856
21366568086622,982.48535
21366608023393,982.4783
21366648081206,982.48535
21366688026049,982.48
21366728023758,982.478
21366768023966,982.4817
21366808022508,982.4851
21366848154799,982.48584
