t_ns,gx,gy,gz,accuracy
21358223413133,-0.0013744457,0.015729768,-0.010690134,3
21358225792247,-1.527162E-4,0.018173227,-0.013133593,3
21358228171362,-0.0013744457,0.019394957,-0.013133593,3
21358230550477,-1.527162E-4,0.018173227,-0.014355322,3
21358232929591,0.0010690134,0.016951498,-0.013133593,3
21358235308602,0.0010690134,0.014508039,-0.013133593,3
21358237687768,0.0010690134,0.012064579,-0.011911863,3
21358240066883,0.0010690134,0.008399391,-0.009468404,3
21358242445997,-1.527162E-4,0.004734202,-0.008246674,3
21358244825112,0.0010690134,0.0010690134,-0.008246674,3
21358247204227,0.0010690134,-0.0013744457,-0.0070249448,3
21358249583341,-1.527162E-4,-0.003817905,-0.0058032153,3
21358251962456,-1.527162E-4,-0.003817905,-0.004581486,3
21358254341570,-0.0013744457,-0.0074830935,-0.0058032153,3
21358256720685,-1.527162E-4,-0.006261364,-0.0058032153,3
21358259099799,-1.527162E-4,-0.003817905,-0.008246674,3
21358261478914,-1.527162E-4,-0.0025961753,-0.010690134,3
21358263858029,0.0010690134,-1.527162E-4,-0.013133593,3
21358266237091,0.0010690134,0.0035124724,-0.013133593,3
21358268616258,0.0010690134,0.007177661,-0.015577052,3
21358270995320,-1.527162E-4,0.00962112,-0.01924224,3
21358273374435,-0.0013744457,0.012064579,-0.01924224,3
21358275753549,-1.527162E-4,0.015729768,-0.021685699,3
21358278132664,-0.0013744457,0.016951498,-0.022907428,3
21358280511779,-0.0013744457,0.015729768,-0.022907428,3
21358282890893,-0.0013744457,0.015729768,-0.021685699,3
21358285270008,-0.0013744457,0.013286309,-0.02046397,3
21358287649122,-0.0025961753,0.00962112,-0.01924224,3
21358290028237,-0.0013744457,0.007177661,-0.01802051,3
21358292407352,-0.0025961753,0.004734202,-0.015577052,3
21358294786466,-0.0025961753,0.0010690134,-0.013133593,3
21358297165581,-0.0013744457,-0.0013744457,-0.011911863,3
21358299544695,-0.0025961753,-0.003817905,-0.011911863,3
21358301923758,-0.0025961753,-0.006261364,-0.010690134,3
21358304302872,-0.0013744457,-0.0074830935,-0.010690134,3
21358306681935,-0.0025961753,-0.0074830935,-0.010690134,3
21358309061102,-0.0013744457,-0.0074830935,-0.009468404,3
21358311440216,-0.0013744457,-0.0074830935,-0.010690134,3
21358313819331,-0.0025961753,-0.006261364,-0.009468404,3
21358316198445,-1.527162E-4,-0.0050396346,-0.010690134,3
21358318577560,-0.0025961753,-0.0025961753,-0.011911863,3
21358320956674,-0.0013744457,-1.527162E-4,-0.013133593,3
21358323335789,-0.0025961753,0.0035124724,-0.013133593,3
21358325714904,-0.0013744457,0.0059559317,-0.015577052,3
21358328094018,-1.527162E-4,0.007177661,-0.015577052,3
21358330473133,-1.527162E-4,0.008399391,-0.014355322,3
21358332852195,0.0010690134,0.00962112,-0.015577052,3
21358335231310,-0.0013744457,0.008399391,-0.015577052,3
21358337610424,-1.527162E-4,0.008399391,-0.015577052,3
21358339989539,-1.527162E-4,0.004734202,-0.013133593,3
21358342368654,-0.0013744457,0.0035124724,-0.010690134,3
