t_ns,gx,gy,gz
21358231727716,-1.0167142,8.7618885,4.285555
21358236485893,-1.0355422,8.757194,4.290642
21358241244122,-1.0429271,8.75646,4.290349
21358246002352,-1.043831,8.755238,4.2926235
21358250760581,-1.0319419,8.756716,4.292482
21358255518810,-1.0077043,8.7599325,4.291678
21358260277039,-0.97753143,8.765114,4.2880754
21358265035216,-0.9471303,8.772268,4.2802606
21358269793445,-0.9218083,8.779896,4.2701397
21358274551674,-0.90243155,8.786504,4.260676
21358279309904,-0.89162534,8.790452,4.2548018
21358284068133,-0.89109737,8.793148,4.2493405
21358288826362,-0.8950919,8.795044,4.244573
21358293584591,-0.90207106,8.794019,4.24522
21358298342820,-0.9092475,8.792294,4.24726
21358303100997,-0.9141744,8.790801,4.24929
21358307859227,-0.9178439,8.789673,4.250834
21358312617456,-0.91948867,8.788549,4.2528024
21358317375685,-0.91823995,8.787395,4.2554564
21358322133914,-0.91618294,8.786238,4.2582903
21358326892143,-0.9137905,8.784989,4.261377
21358331650320,-0.9128174,8.783687,4.264269
21358336408549,-0.91399896,8.782317,4.2668376
21358341166779,-0.91705483,8.780282,4.2703676
21358345925008,-0.91996413,8.777548,4.27536
21358350683237,-0.9233073,8.774961,4.2799463
21358355441466,-0.925673,8.77342,4.2825933
21358360199695,-0.92799175,8.772245,4.284499
21358364957872,-0.9300197,8.771358,4.285876
21358369716102,-0.93287253,8.77129,4.2853947
21358374474331,-0.9362275,8.77181,4.2835994
21358379232560,-0.9400202,8.772316,4.2817297
21358383990789,-0.9437335,8.773031,4.279447
21358388749018,-0.9472011,8.774261,4.2761583
21358393507195,-0.9496064,8.775288,4.2735195
21358398265424,-0.9511037,8.775688,4.272364
21358403023654,-0.95064753,8.776473,4.2708535
21358407781883,-0.9485776,8.777768,4.268649
21358412540112,-0.94563043,8.77887,4.2670374
21358417298341,-0.94251025,8.779865,4.265679
21358422056570,-0.9406827,8.7808695,4.2640142
21358426814747,-0.9400026,8.781743,4.262366
21358431572977,-0.9399392,8.78197,4.261912
21358436331206,-0.94056064,8.781773,4.262184
21358441089435,-0.942194,8.78143,4.262527
21358445847664,-0.943538,8.780868,4.263388
21358450605893,-0.9446187,8.780079,4.264774
21358455364122,-0.9457482,8.779361,4.266001
21358460122299,-0.9461419,8.778866,4.2669353
21358464880529,-0.9461774,8.778206,4.2682834
21358469638758,-0.9467341,8.777667,4.2692666
21358474396987,-0.94761974,8.777354,4.2697124
21358479155216,-0.94908834,8.777052,4.270008
21358483913445,-0.95059705,8.776924,4.269936
21358488671622,-0.95169383,8.777056,4.2694206
21358493429852,-0.95237076,8.77748,4.2683973
21358498188081,-0.9528502,8.777817,4.267596
21358502946310,-0.9530356,8.778103,4.2669706
21358507704539,-0.95324093,8.778496,4.266114
21358512462768,-0.9530839,8.778786,4.2655535
21358517220945,-0.9536839,8.778768,4.265455
21358521979174,-0.95488614,8.778773,4.2651753
21358526737404,-0.9565006,8.778605,4.2651587
21358531495633,-0.9578872,8.778509,4.2650433
21358536253862,-0.9586506,8.7783575,4.2651854
21358541012091,-0.95835924,8.778426,4.26511
21358545770268,-0.9572496,8.7785635,4.265077
21358550528497,-0.9555197,8.778673,4.2652392
21358555286727,-0.95351934,8.778968,4.265082
21358560044956,-0.9506221,8.783137,4.257134
21358564803185,-0.9475087,8.78059,4.263079
21358569561414,-0.9492768,8.774106,4.276017
21358574319643,-0.95303375,8.781022,4.2609577
21358579077820,-0.9565592,8.784906,4.252154
21358583836049,-0.9612948,8.777899,4.265534
21358588594279,-0.96431935,8.775246,4.2703094
21358593352508,-0.9655587,8.780564,4.2590804
21358598110737,-0.9641382,8.781472,4.2575297
21358602868966,-0.95924413,8.7769575,4.2679334
21358607627143,-0.95429903,8.777436,4.2680554
21358612385372,-0.9511415,8.78141,4.2605805
21358617143602,-0.9517266,8.779538,4.264308
21358621901831,-0.95607704,8.7759695,4.2706757
21358626660060,-0.9624909,8.776956,4.2672048
21358631418289,-0.96997446,8.77795,4.2634645
21358636176466,-0.9767821,8.775166,4.2676406
21358640934695,-0.98146653,8.773721,4.269534
21358645692924,-0.9833413,8.775661,4.2651153
21358650451154,-0.98167837,8.776109,4.2645783
21358655209383,-0.97764313,8.774905,4.2679787
21358659967612,-0.97243595,8.776064,4.2667856
21358664725789,-0.96809834,8.778205,4.2633657
21358669484018,-0.96594507,8.778115,4.2640386
21358674242247,-0.9659336,8.777516,4.2652726
21358679000477,-0.96824783,8.778456,4.2628164
21358683758706,-0.9717391,8.779263,4.2603593
21358688516935,-0.97527975,8.778475,4.2611713
21358693275112,-0.97768784,8.778097,4.2613997
21358698033341,-0.9777096,8.779007,4.2595196
21358702791570,-0.975527,8.779492,4.259021
21358707549799,-0.9711394,8.779344,4.2603292
21358712308029,-0.9660424,8.779759,4.2606297
21358717066258,-0.96158224,8.780418,4.2602825
21358721824435,-0.9587812,8.780194,4.2613735
21358726582664,-0.9582734,8.779642,4.2626266
21358731340893,-0.9597658,8.779442,4.2627044
21358736099122,-0.9625762,8.778936,4.2631116
21358740857352,-0.9658731,8.777918,4.2644634
21358745615581,-0.9687044,8.777128,4.265446
21358750373758,-0.97006816,8.776594,4.2662315
21358755131987,-0.9692359,8.77597,4.267703
21358759890216,-0.9664762,8.775317,4.2696733
21358764648393,-0.9624441,8.775233,4.2707577
21358769406674,-0.9584326,8.775391,4.2713375
21358774164904,-0.9557504,8.77537,4.271982
21358778923081,-0.9554992,8.77531,4.2721615
21358783681310,-0.9579468,8.775564,4.2710857
21358788439539,-0.9623014,8.775682,4.2698684
21358793197768,-0.967931,8.775481,4.269008
21358797955997,-0.97374964,8.775419,4.267812
21358802714227,-0.9787031,8.775541,4.2664285
21358807472404,-0.9816888,8.775595,4.2656317
21358812230633,-0.98202604,8.775622,4.265497
21358816988862,-0.97989875,8.7759,4.2654157
21358821747091,-0.97577435,8.776302,4.265533
21358826505320,-0.9708738,8.776484,4.266279
21358831263549,-0.9662339,8.776641,4.267009
21358836021727,-0.96294165,8.776792,4.2674417
21358840779956,-0.9617071,8.776705,4.267898
21358845538185,-0.96242714,8.776373,4.268419
21358850296414,-0.96451485,8.776108,4.2684917
21358855054643,-0.9668917,8.775814,4.268558
21358859812820,-0.96849555,8.77544,4.2689633
21358864571049,-0.96860313,8.7752075,4.2694182
21358869329279,-0.9665764,8.775281,4.2697253
21358874087508,-0.96301836,8.77531,4.270471
21358878845737,-0.95831466,8.775447,4.2712474
21358883603966,-0.95359707,8.775702,4.2717795
21358888362143,-0.9501943,8.776072,4.271778
21358893120372,-0.94893855,8.776231,4.2717304
21358897878602,-0.9497472,8.776202,4.2716064
21358902636831,-0.95249104,8.776103,4.271203
21358907395060,-0.95620775,8.77596,4.2706637
21358912153289,-0.9601738,8.775634,4.2704463
21358916911466,-0.9635472,8.775361,4.270244
21358921669695,-0.9653866,8.775246,4.2700663
21358926427924,-0.96549296,8.77533,4.269873
21358931186154,-0.9639231,8.775461,4.269954
21358935944383,-0.96133876,8.775622,4.270205
21358940702560,-0.9585225,8.77584,4.270394
21358945460789,-0.9558846,8.776285,4.2700706
21358950219018,-0.9543661,8.776634,4.2696905
21358954977247,-0.95407903,8.776863,4.2692847
21358959735477,-0.9548805,8.7770605,4.268701
21358964493654,-0.95623785,8.777236,4.268036
21358969251883,-0.95721304,8.777343,4.267598
21358974010112,-0.9573808,8.777494,4.2672462
21358978768341,-0.95583814,8.777929,4.2666965
21358983526570,-0.9528804,8.778518,4.2661495
21358988284799,-0.94911456,8.779003,4.2659907
21358993042977,-0.945104,8.779268,4.266334
21358997801206,-0.941963,8.779463,4.2666287
21359002559435,-0.9402847,8.779779,4.266349
21359007317664,-0.94063497,8.77999,4.265838
21359012075893,-0.9427567,8.7798395,4.26568
21359016834122,-0.9460758,8.779541,4.2655597
