t_ns,gx,gy,gz,bx,by,bz
21358223413133,-0.013439025,0.015882485,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358225792247,-0.012217295,0.018325943,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358228171362,-0.013439025,0.019547673,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358230550477,-0.012217295,0.018325943,-0.0073303776,-0.0120037,8.72664E-5,0.0070713
21358232929591,-0.010995566,0.017104214,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358235308602,-0.010995566,0.014660755,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358237687768,-0.010995566,0.012217295,-0.0048869182,-0.0120037,8.72664E-5,0.0070713
21358240066883,-0.010995566,0.008552107,-0.0024434591,-0.0120037,8.72664E-5,0.0070713
21358242445997,-0.012217295,0.0048869182,-0.0012217296,-0.0120037,8.72664E-5,0.0070713
21358244825112,-0.010995566,0.0012217296,-0.0012217296,-0.0120037,8.72664E-5,0.0070713
21358247204227,-0.010995566,-0.0012217296,0.0,-0.0120037,8.72664E-5,0.0070713
21358249583341,-0.012217295,-0.0036651888,0.0012217296,-0.0120037,8.72664E-5,0.0070713
21358251962456,-0.012217295,-0.0036651888,0.0024434591,-0.0120037,8.72664E-5,0.0070713
21358254341570,-0.013439025,-0.0073303776,0.0012217296,-0.0120037,8.72664E-5,0.0070713
21358256720685,-0.012217295,-0.0061086477,0.0012217296,-0.0120037,8.72664E-5,0.0070713
21358259099799,-0.012217295,-0.0036651888,-0.0012217296,-0.0120037,8.72664E-5,0.0070713
21358261478914,-0.012217295,-0.0024434591,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358263858029,-0.010995566,-0.0,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358266237091,-0.010995566,0.0036651888,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358268616258,-0.010995566,0.0073303776,-0.008552107,-0.0120037,8.72664E-5,0.0070713
21358270995320,-0.012217295,0.0097738365,-0.012217295,-0.0120037,8.72664E-5,0.0070713
21358273374435,-0.013439025,0.012217295,-0.012217295,-0.0120037,8.72664E-5,0.0070713
21358275753549,-0.012217295,0.015882485,-0.014660755,-0.0120037,8.72664E-5,0.0070713
21358278132664,-0.013439025,0.017104214,-0.015882485,-0.0120037,8.72664E-5,0.0070713
21358280511779,-0.013439025,0.015882485,-0.015882485,-0.0120037,8.72664E-5,0.0070713
21358282890893,-0.013439025,0.015882485,-0.014660755,-0.0120037,8.72664E-5,0.0070713
21358285270008,-0.013439025,0.013439025,-0.013439025,-0.0120037,8.72664E-5,0.0070713
21358287649122,-0.014660755,0.0097738365,-0.012217295,-0.0120037,8.72664E-5,0.0070713
21358290028237,-0.013439025,0.0073303776,-0.010995566,-0.0120037,8.72664E-5,0.0070713
21358292407352,-0.014660755,0.0048869182,-0.008552107,-0.0120037,8.72664E-5,0.0070713
21358294786466,-0.014660755,0.0012217296,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
21358297165581,-0.013439025,-0.0012217296,-0.0048869182,-0.0120037,8.72664E-5,0.0070713
21358299544695,-0.014660755,-0.0036651888,-0.0048869182,-0.0120037,8.72664E-5,0.0070713
21358301923758,-0.014660755,-0.0061086477,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358304302872,-0.013439025,-0.0073303776,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358306681935,-0.014660755,-0.0073303776,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358309061102,-0.013439025,-0.0073303776,-0.0024434591,-0.0120037,8.72664E-5,0.0070713
21358311440216,-0.013439025,-0.0073303776,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358313819331,-0.014660755,-0.0061086477,-0.0024434591,-0.0120037,8.72664E-5,0.0070713
21358316198445,-0.012217295,-0.0048869182,-0.0036651888,-0.0120037,8.72664E-5,0.0070713
21358318577560,-0.014660755,-0.0024434591,-0.0048869182,-0.0120037,8.72664E-5,0.0070713
21358320956674,-0.013439025,-0.0,-0.0061086477,-0.0120037,8.72664E-5,0.0070713
