t_ns,ax,ay,az
21358236485893,-0.017515898,-0.013138771,0.0012540817
21358241244122,-0.011312842,-0.024684906,-0.011890888
21358246002352,0.0025279522,-0.040035248,-0.010681152
21358250760581,0.057651997,-0.06454563,-0.035366535
21358255518810,0.1378634,-0.099612236,-0.061434746
21358260277039,0.20255,-0.109950066,-0.091647625
21358265035216,0.2363764,-0.09407616,-0.12620926
21358269793445,0.23006797,-0.10057545,-0.16105652
21358274551674,0.19948655,-0.06027031,-0.14492655
21358279309904,0.13250762,-0.059023857,-0.10781336
21358284068133,0.026045978,-0.03864193,-0.09444046
21358288826362,-0.030288935,-0.039974213,-0.08943081
21358293584591,-0.07638675,-0.074783325,-0.023143768
21358298342820,-0.088737905,-0.083109856,-0.0015916824
21358303100997,-0.06270796,-0.089048386,-0.0038442612
21358307859227,-0.047499597,-0.085980415,-0.010486603
21358312617456,-0.015210509,-0.09468174,-0.005493164
21358317375685,0.03810829,-0.09869099,0.008324146
21358322133914,0.05722177,-0.08456802,0.02147293
21358326892143,0.06892419,-0.071344376,0.038675785
21358331650320,0.039161146,-0.040637016,0.055244446
21358336408549,-0.00752455,-0.03192234,0.055132866
21358341166779,-0.05938965,-0.023646355,0.091803074
21358345925008,-0.065760076,-0.002002716,0.15249825
21358350683237,-0.08594298,0.025657654,0.16285563
21358355441466,-0.064005435,0.061551094,0.12237787
21358360199695,-0.06128806,0.06628132,0.10193634
21358364957872,-0.053999245,0.09631729,0.10320759
21358369716102,-0.07700175,0.11851978,0.051397324
21358374474331,-0.09003532,0.11006355,-0.0033650398
21358379232560,-0.105048954,0.10430431,-0.010053635
21358383990789,-0.10115862,0.066329956,-0.04670143
21358388749018,-0.09289217,0.036522865,-0.107919216
21358393507195,-0.0642944,-0.010990143,-0.111765385
21358398265424,-0.034278274,-0.052553177,-0.07138395
21358403023654,0.034379423,-0.06277561,-0.09734297
21358407781883,0.09894985,-0.06808853,-0.13904333
21358412540112,0.1388039,-0.042969704,-0.10519457
21358417298341,0.15460837,-0.030184746,-0.08619118
21358422056570,0.10958916,0.0033130646,-0.0864172
21358426814747,0.065757096,0.010328293,-0.0820179
21358431572977,0.036968052,0.0078115463,-0.019295692
21358436331206,0.0041033626,-0.0016460419,0.013888359
21358441089435,-0.039788783,-0.041300774,-4.849434E-4
21358445847664,-0.033725977,-0.054385185,0.022919655
21358450605893,-0.030299664,-0.057872772,0.05287552
21358455364122,-0.03643018,-0.07068062,0.037685394
21358460122299,-2.2310019E-4,-0.057463646,0.025148392
21358464880529,0.016523778,-0.049263,0.059858322
21358469638758,-0.0044741035,-0.036545753,0.04700613
21358474396987,-0.02032733,-0.012353897,0.027390957
21358479155216,-0.054732144,-0.012138367,0.02465725
21358483913445,-0.06986904,0.03736496,0.026696682
21358488671622,-0.05429983,0.060160637,0.0028014183
21358493429852,-0.03433889,0.09196854,-0.01831913
21358498188081,-0.026468575,0.12798691,0.007872105
21358502946310,-0.009286761,0.14697552,0.026545048
21358507704539,-0.0016966462,0.13512135,0.002562046
21358512462768,0.03420186,0.1093874,0.011963367
21358517220945,-9.742975E-4,0.06291485,0.02831316
21358521979174,-0.03321612,0.028983116,-3.2567978E-4
21358526737404,-0.057952404,-0.03028202,-0.012085438
21358531495633,-0.054250598,-0.05569935,-0.028326988
21358536253862,-0.022521138,-0.094882965,-0.030211449
21358541012091,0.041653275,-0.07693577,-0.043876648
21358545770268,0.095438,-0.068678856,-0.04325342
21358550528497,0.14860344,-0.067622185,-0.028491497
21358555286727,0.17517775,-0.054800034,-0.0493083
21358560044956,0.31508416,-0.15260506,-0.8371687
21358564803185,0.25763088,0.31472874,0.59890413
21358569561414,-0.065861404,-0.4386673,1.1427245
21358574319643,-0.17035604,0.1198225,-1.3064272
21358579077820,-0.21496624,0.15936089,-0.8966265
21358583836049,-0.39651942,-0.31989002,1.1319509
21358588594279,-0.32607758,0.018929482,0.58699226
21358593352508,-0.14120597,-0.0046834946,-1.1289635
21358598110737,0.058145285,-0.04190731,-0.29135084
21358602868966,0.34313208,-0.110217094,0.99819803
21358607627143,0.48158258,-0.08785248,0.022441387
21358612385372,0.44456714,0.1146698,-0.77968645
21358617143602,0.13897377,-0.05186081,0.3287816
21358621901831,-0.21282619,-0.053920746,0.74910784
21358626660060,-0.42168236,0.11697006,-0.25018644
