t_ns,wall_ms,type,text
21358265298121,1788551304439,SESSION_START,"20260905_011824_SNU_AJB_BA_run17"
21358265349788,1788551304439,CALIB_START,"stand still 15s"
21373266382751,1788551319440,CALIB_END,"n_fixes=14"
21373266895720,1788551319441,RIDE_START,""
21459640179853,1788551405814,STOP_CALIB_START,"stand still 15s"
21474640731254,1788551420815,STOP_CALIB_END,"n_fixes=15"
21474646842295,1788551420821,SESSION_END,""
