t_ns,wall_ms,sentence
21360378497287,1788551306550,"$GPGSV,2,1,06,06,59,030,43,11,78,255,34,12,36,321,39,17,18,071,25,1*67  "
21360378586454,1788551306550,"$GPGSV,2,2,06,19,43,045,39,22,32,127,31,1*61  "
21360380126870,1788551306550,"$GPGSV,2,1,05,06,59,030,38,11,78,255,24,14,11,133,22,21,28,160,24,8*6E  "
21360381001922,1788551306550,"$GPGSV,2,2,05,24,32,247,32,8*5F  "
21360381043849,1788551306550,"$GLGSV,2,1,07,10,00,000,38,09,66,168,32,16,11,154,29,11,07,331,40,1*7F  "
21360381054422,1788551306550,"$GLGSV,2,2,07,20,61,313,44,19,29,028,44,21,33,254,25,1*45  "
21360381081454,1788551306550,"$GAGSV,2,1,08,02,58,104,42,15,37,216,32,18,61,026,43,25,07,125,28,7*71  "
21360381116922,1788551306550,"$GAGSV,2,2,08,27,12,314,32,30,58,334,36,34,87,067,37,36,33,038,38,7*7D  "
21360381191662,1788551306550,"$GAGSV,2,1,07,02,58,104,38,15,37,216,32,18,61,026,35,27,12,314,31,1*7A  "
21360381299943,1788551306550,"$GAGSV,2,2,07,30,58,334,35,34,87,067,24,36,33,038,29,1*44  "
21360382137131,1788551306550,"$GQGSV,1,1,02,02,23,102,43,03,32,061,47,1*66  "
21360382155412,1788551306550,"$GQGSV,1,1,02,02,23,102,37,03,32,061,35,8*69  "
21360382526662,1788551306550,"$GBGSV,3,1,11,42,10,086,31,38,49,030,33,37,43,306,33,33,09,138,29,1*74  "
21360382546766,1788551306550,"$GBGSV,3,2,11,27,17,255,30,25,24,160,28,23,66,201,30,13,64,348,46,1*75  "
21360382972131,1788551306550,"$GBGSV,3,3,11,08,36,053,29,06,37,116,43,01,16,104,30,1*45  "
21360382984943,1788551306550,"$GBGSV,2,1,06,23,66,201,29,25,24,160,27,28,54,286,32,37,43,306,37,5*79  "
21360382990933,1788551306550,"$GBGSV,2,2,06,38,49,030,27,42,10,086,22,5*7D  "
21360385308902,1788551306559,"$GNGSA,A,3,05,06,11,12,14,17,19,21,22,24,,,0.6,0.3,0.5,1*3F  "
21360385334422,1788551306559,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.3,0.5,1,8*43  "
21360385612964,1788551306559,"$GNGSA,A,3,75,80,83,85,,,,,,,,,0.6,0.3,0.5,2*3E  "
