t_ns,mx,my,mz,accuracy
21358231278133,-3.6375,-35.943752,-40.162502,3
21358241278133,-3.7125,-35.5875,-40.7625,3
21358251278133,-2.68125,-34.93125,-40.29375,3
21358261278133,-4.7250004,-35.9625,-40.18125,3
21358271278133,-2.0812502,-35.23125,-41.1375,3
21358281278133,-5.08125,-37.275,-40.706253,3
21358291278133,-4.03125,-37.3875,-39.91875,3
21358301278133,-3.45,-35.53125,-39.2625,3
21358311278133,-6.2625003,-37.162502,-37.66875,3
21358321278133,-3.9562502,-36.73125,-38.86875,3
21358331278133,-4.4437504,-36.1875,-40.2,3
21358341278133,-4.03125,-38.381252,-40.350002,3
21358351278133,-3.9375002,-35.737503,-39.35625,3
21358361278133,-3.61875,-36.956253,-41.04375,3
21358371278133,-4.03125,-36.61875,-41.15625,3
21358381278133,-1.10625,-35.60625,-39.693752,3
21358391278133,-2.98125,-36.73125,-40.518753,3
21358401278133,-2.8500001,-36.09375,-41.006252,3
21358411278133,-4.0125003,-35.625,-41.34375,3
21358421278133,-4.5375004,-36.075,-41.41875,3
21358431278133,-2.5125,-35.04375,-41.23125,3
21358441278133,-5.49375,-37.575,-38.9625,3
21358451278133,-3.80625,-37.85625,-39.91875,3
21358461278133,-5.0437503,-36.375,-37.518753,3
21358471278133,-6.0375004,-35.756252,-37.425003,3
21358481278133,-5.625,-36.075,-36.84375,3
21358491278133,-5.9625,-38.1375,-37.2,3
21358501278133,-5.6062503,-37.0875,-38.04375,3
21358511278133,-4.36875,-37.050003,-37.74375,3
21358521278133,-6.0,-36.768753,-38.625,3
21358531278133,-4.6875,-37.0875,-37.3875,3
21358541278133,-5.9625,-36.375,-37.55625,3
21358551278133,-4.4625,-35.68125,-37.4625,3
21358561278133,-6.1312504,-38.287502,-37.65,3
21358571278133,-2.98125,-36.09375,-37.3125,3
21358581278133,-5.4187503,-38.568752,-36.956253,3
21358591278133,-4.33125,-36.28125,-39.75,3
21358601278133,-3.80625,-36.600002,-37.96875,3
21358611278133,-3.24375,-37.65,-37.237503,3
21358621278133,-3.5812502,-37.068752,-37.987503,3
21358631278133,-4.125,-36.881252,-39.300003,3
21358641278133,-4.1062503,-36.6375,-38.7,3
21358651278133,-4.8375,-36.600002,-39.84375,3
21358661278133,-4.9875,-36.375,-38.90625,3
21358671278133,-4.2562504,-36.037502,-40.3875,3
21358681278133,-4.40625,-35.662502,-39.15,3
21358691278133,-4.21875,-35.5125,-39.3375,3
21358701278133,-3.9375002,-37.48125,-39.0,3
21358711278133,-3.525,-37.443752,-41.5125,3
21358721278133,-4.65,-36.075,-38.193752,3
21358731278133,-4.51875,-36.1875,-38.04375,3
21358741278133,-3.8625002,-37.10625,-39.018753,3
21358751278133,-3.9750001,-36.75,-38.550003,3
21358761278133,-4.6312504,-35.831253,-37.59375,3
21358771278133,-4.93125,-36.862503,-38.756252,3
21358781278133,-5.6625004,-37.0875,-36.35625,3
21358791278133,-4.5,-37.95,-38.006252,3
21358801278133,-2.90625,-35.850002,-38.4,3
21358811278133,-4.78125,-36.975002,-38.60625,3
21358821278133,-4.1062503,-35.1375,-40.893753,3
21358831278133,-4.40625,-35.662502,-38.850002,3
21358841278133,-3.99375,-36.487503,-36.7125,3
21358851278133,-2.8125,-36.3375,-38.7,3
21358861278133,-4.425,-36.675003,-38.9625,3
21358871278133,-4.6875,-36.3375,-38.643753,3
21358881278133,-4.9125004,-35.60625,-37.55625,3
21358891278133,-3.4125001,-35.53125,-40.03125,3
21358901278133,-3.7125,-36.956253,-38.11875,3
21358911278133,-4.0687504,-36.6375,-40.0875,3
21358921278133,-2.625,-35.4375,-40.143753,3
21358931278133,-4.4437504,-35.68125,-37.7625,3
21358941278133,-3.0187502,-36.73125,-39.131252,3
21358951278133,-4.8562503,-37.237503,-38.1375,3
21358961278133,-3.73125,-37.59375,-41.025,3
21358971278133,-3.4687502,-36.80625,-40.143753,3
21358981278133,-4.275,-36.037502,-39.768753,3
21358991278133,-2.53125,-36.54375,-39.037502,3
21359001278133,-3.3000002,-35.90625,-40.5,3
21359011278133,-2.41875,-36.28125,-40.912502,3
21359021278133,-4.425,-35.925003,-39.91875,3
21359031278133,-4.3875003,-36.300003,-38.2125,3
21359041278133,-5.53125,-37.575,-37.893753,3
21359051278133,-3.3937502,-34.893753,-37.612503,3
21359061278133,-5.4750004,-39.075,-38.006252,3
21359071278133,-4.70625,-36.3375,-38.175003,3
21359081278133,-5.45625,-36.9375,-37.29375,3
21359091278133,-4.2937503,-37.537502,-37.875,3
21359101278133,-3.9562502,-36.73125,-39.16875,3
21359111278133,-4.8,-37.987503,-38.737503,3
21359121278133,-5.8875003,-35.475002,-35.456253,3
21359131278133,-5.08125,-38.5125,-37.443752,3
21359141278133,-5.4375,-36.675003,-36.54375,3
21359151278133,-5.7937503,-37.987503,-36.91875,3
21359161278133,-4.8187504,-36.225002,-38.475002,3
21359171278133,-4.4625,-37.575,-41.850002,3
21359181278133,-4.2562504,-37.537502,-38.662502,3
21359191278133,-4.5,-37.18125,-39.24375,3
21359201278133,-4.3875003,-36.300003,-38.2125,3
21359211278133,-4.33125,-36.037502,-38.23125,3
21359221278133,-4.4812503,-35.925003,-38.0625,3
21359231278133,-5.7000003,-35.71875,-37.4625,3
21359241278133,-5.8125,-36.975002,-35.71875,3
21359251278133,-4.6125,-37.575,-37.537502,3
21359261278133,-5.5687504,-36.825,-37.74375,3
21359271278133,-4.51875,-35.925003,-36.975002,3
21359281278133,-4.3875003,-36.675003,-39.73125,3
21359291278133,-5.86875,-37.125,-39.862503,3
21359301278133,-4.275,-38.287502,-37.40625,3
21359311278133,-5.53125,-37.2,-36.206253,3
21359321278133,-4.05,-35.625,-39.956253,3
21359331278133,-3.35625,-36.15,-40.18125,3
21359341278133,-3.35625,-36.15,-40.18125,3
21359351278133,-3.9562502,-36.24375,-41.175003,3
21359361278133,-4.2000003,-36.9,-37.143753,3
21359371278133,-5.6625004,-36.7125,-39.43125,3
21359381278133,-4.5,-37.18125,-38.943752,3
21359391278133,-4.18125,-36.9,-37.912502,3
21359401278133,-4.0125003,-36.0,-38.268753,3
21359411278133,-4.6312504,-35.0625,-38.831253,3
21359421278133,-4.93125,-33.975002,-38.0625,3
21359431278133,-3.4875002,-35.550003,-37.875,3
21359441278133,-0.5625,-34.275,-40.10625,3
