t_ns,mx,my,mz,bx,by,bz
21358231278133,2.5500002,9.46875,-15.31875,6.18,45.42,24.84
21358241278133,2.4750001,9.84375,-15.937501,6.18,45.42,24.84
21358251278133,3.4875002,10.481251,-15.450001,6.18,45.42,24.84
21358261278133,1.4625001,9.450001,-15.337501,6.18,45.42,24.84
21358271278133,4.0875,10.181251,-16.29375,6.18,45.42,24.84
21358281278133,1.10625,8.15625,-15.88125,6.18,45.42,24.84
21358291278133,2.1375,8.043751,-15.075001,6.18,45.42,24.84
21358301278133,2.7375002,9.88125,-14.437501,6.18,45.42,24.84
21358311278133,-0.075,8.25,-12.825001,6.18,45.42,24.84
21358321278133,2.2125,8.681251,-14.025001,6.18,45.42,24.84
21358331278133,1.725,9.243751,-15.356251,6.18,45.42,24.84
21358341278133,2.15625,7.0312505,-15.50625,6.18,45.42,24.84
21358351278133,2.25,9.69375,-14.512501,6.18,45.42,24.84
21358361278133,2.5687501,8.475,-16.21875,6.18,45.42,24.84
21358371278133,2.15625,8.793751,-16.331251,6.18,45.42,24.84
21358381278133,5.08125,9.825001,-14.85,6.18,45.42,24.84
21358391278133,3.2062502,8.681251,-15.675,6.18,45.42,24.84
21358401278133,3.3187501,9.31875,-16.181252,6.18,45.42,24.84
21358411278133,2.1750002,9.806251,-16.5,6.18,45.42,24.84
21358421278133,1.63125,9.356251,-16.59375,6.18,45.42,24.84
21358431278133,3.6562502,10.368751,-16.3875,6.18,45.42,24.84
21358441278133,0.675,7.8375,-14.118751,6.18,45.42,24.84
21358451278133,2.3812501,7.5750003,-15.093751,6.18,45.42,24.84
21358461278133,1.1437501,9.0375,-12.675,6.18,45.42,24.84
21358471278133,0.15,9.65625,-12.58125,6.18,45.42,24.84
21358481278133,0.54375005,9.337501,-12.0,6.18,45.42,24.84
21358491278133,0.22500001,7.2937503,-12.356251,6.18,45.42,24.84
21358501278133,0.58125,8.34375,-13.200001,6.18,45.42,24.84
21358511278133,1.81875,8.38125,-12.900001,6.18,45.42,24.84
21358521278133,0.1875,8.6625,-13.781251,6.18,45.42,24.84
21358531278133,1.48125,8.325001,-12.543751,6.18,45.42,24.84
21358541278133,0.20625001,9.0375,-12.731251,6.18,45.42,24.84
21358551278133,1.725,9.75,-12.618751,6.18,45.42,24.84
21358561278133,0.056250002,7.14375,-12.806251,6.18,45.42,24.84
21358571278133,3.2062502,9.31875,-12.468751,6.18,45.42,24.84
21358581278133,0.76875,6.8625,-12.1125,6.18,45.42,24.84
21358591278133,1.85625,9.13125,-14.925,6.18,45.42,24.84
21358601278133,2.3625002,8.83125,-13.125001,6.18,45.42,24.84
21358611278133,2.9437501,7.7812505,-12.39375,6.18,45.42,24.84
21358621278133,2.60625,8.3625,-13.14375,6.18,45.42,24.84
21358631278133,2.04375,8.53125,-14.45625,6.18,45.42,24.84
21358641278133,2.0625,8.793751,-13.856251,6.18,45.42,24.84
21358651278133,1.3312501,8.8125,-15.000001,6.18,45.42,24.84
21358661278133,1.1812501,9.0375,-14.062501,6.18,45.42,24.84
21358671278133,1.9125,9.39375,-15.543751,6.18,45.42,24.84
21358681278133,1.7812501,9.75,-14.306251,6.18,45.42,24.84
21358691278133,1.9687501,9.900001,-14.493751,6.18,45.42,24.84
21358701278133,2.25,7.93125,-14.156251,6.18,45.42,24.84
21358711278133,2.6625001,7.9875,-16.66875,6.18,45.42,24.84
21358721278133,1.5187501,9.337501,-13.35,6.18,45.42,24.84
21358731278133,1.6500001,9.243751,-13.200001,6.18,45.42,24.84
21358741278133,2.30625,8.325001,-14.175,6.18,45.42,24.84
21358751278133,2.2125,8.681251,-13.725,6.18,45.42,24.84
21358761278133,1.5375,9.6,-12.750001,6.18,45.42,24.84
21358771278133,1.25625,8.55,-13.9125,6.18,45.42,24.84
21358781278133,0.52500004,8.325001,-11.512501,6.18,45.42,24.84
21358791278133,1.66875,7.4812503,-13.1625,6.18,45.42,24.84
21358801278133,3.2812502,9.58125,-13.556251,6.18,45.42,24.84
21358811278133,1.3875,8.4375,-13.762501,6.18,45.42,24.84
21358821278133,2.0812502,10.293751,-16.050001,6.18,45.42,24.84
21358831278133,1.7625,9.75,-14.00625,6.18,45.42,24.84
21358841278133,2.1937501,8.925,-11.887501,6.18,45.42,24.84
21358851278133,3.3750002,9.09375,-13.875001,6.18,45.42,24.84
21358861278133,1.7625,8.7375,-14.118751,6.18,45.42,24.84
21358871278133,1.5,9.09375,-13.8,6.18,45.42,24.84
21358881278133,1.2750001,9.806251,-12.712501,6.18,45.42,24.84
