t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.6008342,29753243885803,28.5259536,77.5706227,156.3505859,3.7900925,0.0000000,,34,-0.1755991,0.0188388
3.0693897,29754712441325,28.5259534,77.5706228,156.3972168,3.7900925,0.0000000,,56,-0.1638624,-0.0056516
4.0779865,29755721038043,28.5259531,77.5706232,156.4276733,3.7900925,0.0000000,,58,-0.1335426,-0.0345948
5.0790793,29756722130855,28.5259531,77.5706234,156.4545898,3.7900925,0.0000000,,59,-0.1120253,-0.0401608
6.0691678,29757712219396,28.5259532,77.5706240,156.5718384,3.7900925,0.0000000,,59,-0.0474735,-0.0279156
7.0724315,29758715483042,28.5259534,77.5706244,156.6466064,3.7900925,0.0000000,,60,-0.0103072,-0.0112176
8.0768068,29759719858406,28.5259535,77.5706249,156.7560425,3.7900925,0.0000000,,60,0.0356615,0.0010276
9.0807855,29760723837103,28.5259535,77.5706251,156.7940674,3.7900925,0.0000000,,60,0.0571788,0.0065936
10.0724360,29761715487572,28.5259536,77.5706255,156.8710938,3.7900925,0.0000000,,60,0.0953231,0.0154992
11.0798003,29762722851894,28.5259536,77.5706256,156.8851318,3.7900925,0.0000000,,60,0.1031476,0.0177256
12.0707327,29763713784237,28.5259536,77.5706256,156.8742676,3.7900925,0.0000000,,60,0.1051037,0.0177256
13.0731218,29764716173403,28.5259536,77.5706258,156.9088135,3.7900925,0.0000000,,60,0.1246648,0.0199520
14.0693898,29765712441372,28.5259537,77.5706258,156.8919067,3.7900925,0.0000000,,61,0.1217307,0.0221784
15.0795333,29766722584862,28.5259536,77.5706260,156.9323120,3.7900925,0.0000000,,61,0.1481382,0.0177256
16.0730316,29767716083195,28.5259536,77.5706262,156.9664307,3.7900925,0.0000000,,61,0.1686775,0.0110464
17.0764770,29768719528611,28.5259535,77.5706266,157.0143433,3.7900925,0.0000000,,61,0.2029095,0.0088200
18.0754438,29769718495381,28.5259535,77.5706268,157.0355835,3.7900925,0.0000000,,61,0.2234487,0.0065936
19.0682692,29770711320746,28.5259534,77.5706270,157.0770264,3.7900925,0.0000000,,60,0.2430099,-0.0078780
20.0713617,29771714413297,28.5259534,77.5706271,157.0803833,3.7900925,0.0000000,,60,0.2508344,-0.0112176
21.0788445,29772721896057,28.5259533,77.5706270,157.0733032,3.7900925,0.0000000,,60,0.2469222,-0.0123308
22.0703482,29773713399754,28.5259533,77.5706270,157.0756836,3.7900925,0.0000000,,62,0.2459441,-0.0145572
23.0719666,29774715018140,28.5259533,77.5706270,157.0828857,3.7900925,0.0000000,,63,0.2439880,-0.0223496
24.0802009,29775723252515,28.5259532,77.5706270,157.0892334,3.7900925,0.0000000,,63,0.2449660,-0.0256892
25.0794128,29776722464337,28.5259531,77.5706270,157.0949097,3.7900925,0.0000000,,63,0.2400757,-0.0334816
26.0772044,29777720256003,28.5259531,77.5706269,157.0993652,3.7900925,0.0000000,,64,0.2332293,-0.0412740
27.0782873,29778721338867,28.5259531,77.5706270,157.1082764,3.7900925,0.0000000,,64,0.2400757,-0.0412740
28.0718653,29779714916888,28.5259530,77.5706270,157.1159668,3.7900925,0.0000000,,62,0.2381196,-0.0468400
29.0717891,29780714840689,28.5259530,77.5706270,157.1229858,3.7900925,0.0000000,,62,0.2381196,-0.0501796
30.0753913,29781718442876,28.5259530,77.5706270,157.1247559,3.7900925,0.0000000,,61,0.2459441,-0.0446136
31.0692531,29782712304699,28.5259531,77.5706271,157.1286621,3.7900925,0.0000000,,62,0.2527905,-0.0423872
32.0771295,29783720181105,28.5259531,77.5706272,157.1317139,3.7900925,0.0000000,,63,0.2645272,-0.0357080
33.0809968,29784724048344,28.5259532,77.5706274,157.1451416,3.7900925,0.0000000,,64,0.2831103,-0.0312552
34.0704986,29785713550219,28.5259512,77.5706306,157.0698242,3.7900925,0.2900000,112.7000000,68,0.5941329,-0.2527820
35.0684679,29786711519437,28.5259475,77.5706392,157.2539062,3.7900925,0.9400000,114.5000000,69,1.4401535,-0.6624396
36.0710676,29787714119229,28.5259430,77.5706532,157.1618652,3.7900925,1.4400000,114.3000000,68,2.8025890,-1.1611532
37.0816622,29788724713759,28.5259343,77.5706680,157.3397217,3.7900925,1.7400000,130.9000000,68,4.2501156,-2.1285240
38.0807845,29789723836103,28.5259235,77.5706803,157.4172974,3.7900925,1.5200000,132.9000000,68,5.4580179,-3.3307800
39.0749078,29790717959435,28.5259171,77.5706995,157.4279785,3.7900925,2.1600000,104.1000000,66,7.3339341,-4.0443412
40.0690125,29791712064123,28.5259163,77.5707193,157.5209351,3.7900925,1.9000000,92.6000000,64,9.2695118,-4.1400764
41.0796282,29792722679799,28.5259130,77.5707413,157.7015381,3.7900925,2.3100000,102.2000000,62,11.4192844,-4.4996400
42.0698410,29793712892611,28.5259041,77.5707649,157.8522949,3.7900925,2.6100000,115.2000000,59,13.7265244,-5.4915012
43.0763327,29794719384330,28.5258933,77.5707863,157.8502808,3.7900925,2.3100000,118.5000000,59,15.8205477,-6.6970968
44.0698348,29795712886412,28.5258816,77.5708102,157.8317871,3.7900925,2.7500000,116.2000000,59,18.1659320,-7.9928616
45.0793023,29796722353913,28.5258703,77.5708357,157.9543457,3.7900925,2.7600000,114.1000000,60,20.6580250,-9.2574568
46.0700736,29797713125214,28.5258603,77.5708626,158.0795288,3.7900925,2.8400000,111.0000000,59,23.2890024,-10.3728832
47.0741180,29798717169537,28.5258512,77.5708891,158.0570679,3.7900925,2.8200000,110.3000000,59,25.8779233,-11.3825556
48.0799893,29799723040890,28.5258409,77.5709158,158.0506592,3.7900925,2.9300000,113.0000000,59,28.4873833,-12.5269252
49.0773879,29800720439483,28.5258297,77.5709429,157.9777832,3.7900925,3.0200000,114.0000000,59,31.1418341,-13.7781620
50.0732150,29801716266567,28.5258183,77.5709718,158.0780029,3.7900925,3.1500000,112.6000000,60,33.9625548,-15.0416440
51.0718466,29802714898233,28.5258074,77.5710014,158.1675415,3.7900925,3.1300000,111.7000000,60,36.8615202,-16.2639376
52.0687906,29803711842191,28.5257968,77.5710320,158.3145752,3.7900925,3.2500000,111.1000000,61,39.8573134,-17.4428164
53.0696039,29804712655471,28.5257859,77.5710626,158.3645020,3.7900925,3.2500000,111.9000000,62,42.8472383,-18.6484120
54.0726913,29805715742920,28.5257746,77.5710931,158.4587402,3.7900925,3.2100000,113.1000000,61,45.8254264,-19.9074412
55.0796338,29806722685419,28.5257636,77.5711219,158.3519287,3.7900925,3.1200000,111.8000000,61,48.6500594,-21.1386404
56.0702529,29807713304533,28.5257533,77.5711521,158.3409424,3.7900925,3.3400000,109.9000000,61,51.5989058,-22.2807836
57.0695477,29808712599325,28.5257424,77.5711824,158.1894531,3.7900925,3.3100000,111.8000000,61,54.5634011,-23.4997376
58.0705090,29809713560574,28.5257318,77.5712132,158.1542358,3.7900925,3.3400000,110.4000000,61,57.5719090,-24.6752768
59.0759072,29810718958803,28.5257211,77.5712452,158.2030640,3.7900925,3.4700000,111.1000000,61,60.7026743,-25.8630612
60.0718090,29811714860574,28.5257098,77.5712763,158.2579956,3.7900925,3.2700000,112.4000000,62,63.7493265,-27.1220904
61.0784871,29812721538646,28.5256977,77.5713081,158.4625244,3.7900925,3.5000000,113.7000000,63,66.8634648,-28.4746284
62.0710922,29813714143802,28.5256859,77.5713397,158.4370117,3.7900925,3.2600000,113.5000000,62,69.9531516,-29.7882044
63.0772608,29814720312395,28.5256740,77.5713726,158.3457031,3.7900925,3.4500000,111.6000000,60,73.1670518,-31.1051200
64.0746455,29815717697082,28.5256635,77.5714057,158.1460571,3.7900925,3.4500000,109.2000000,60,76.4024694,-32.2817724
65.0795860,29816722637551,28.5256541,77.5714399,158.1313477,3.7900925,3.5300000,107.6000000,63,79.7503636,-33.3259540
66.0778866,29817720938175,28.5256448,77.5714731,157.9642944,3.7900925,3.3400000,109.4000000,63,82.9955617,-34.3545508
67.0762884,29818719339946,28.5256342,77.5715051,157.7702637,3.7900925,3.3200000,111.6000000,64,86.1263270,-35.5334296
