t_ns,hPa
20660620159491,982.6416
20660660160793,982.6382
20660700159647,982.6404
20660740160949,982.6404
20660780160585,982.6426
20660820160064,982.64453
20660860159074,982.6543
20660900161418,982.65576
20660940160012,982.6565
20660980160741,982.65063
20661020162199,982.6477
20661060161835,982.6448
20661100161105,982.6433
20661140161887,982.6406
20661180161053,982.64746
20661220161730,982.64185
20661260161783,982.6455
20661300159335,982.646
20661340159439,982.6499
20661380161887,982.65845
20661420160585,982.6587
20661460160064,982.6548
20661500159647,982.6504
20661540160324,982.6516
20661580160272,982.6538
20661620160533,982.65356
20661660162408,982.6565
20661700159699,982.6516
20661740161158,982.6543
20661780160064,982.6509
20661820166678,982.65063
20661860165272,982.65137
20661900163658,982.65137
20661940164595,982.6533
20661980164751,982.6521
20662020166887,982.64624
20662060167408,982.6472
20662100163814,982.6526
20662140166210,982.65234
20662180169126,982.6533
20662220169178,982.65063
20662260167251,982.6494
20662300166262,982.6455
20662340162928,982.6377
20662380167668,982.63574
20662420166418,982.6372
20662460167199,982.6387
20662500166262,982.64014
20662540162564,982.6455
20662580164960,982.65063
20662620167876,982.64966
20662660164595,982.64746
20662700168762,982.6482
20662740164387,982.6421
20662780163033,982.64136
20662820165897,982.6428
20662860165012,982.6411
20662900165428,982.6521
20662940165376,982.65137
20662980163137,982.64624
20663020166626,982.6389
20663060164595,982.64185
20663100168085,982.64575
20663140166470,982.6465
20663180164595,982.6443
20663220165741,982.65186
20663260167772,982.64526
20663300165897,982.6472
20663340166835,982.6428
20663380166626,982.6526
20663420166158,982.64966
20663460165845,982.66846
20663500166835,982.6587
20663540165741,982.65894
20663580165533,982.6575
20663620165012,982.6592
20663660166835,982.65283
20663700166262,982.6575
20663740165168,982.6565
20663780165324,982.6548
20663820165428,982.657
20663860163762,982.6516
20663900169960,982.66235
20663940165116,982.6572
20663980166939,982.6516
20664020169178,982.6472
20664060164439,982.64526
20664100166522,982.64575
20664140167512,982.6443
20664180166210,982.6421
20664220164335,982.6404
20664260165324,982.6399
20664300168814,982.64404
20664340165897,982.6504
20664380167355,982.65186
20664420166418,982.645
20664460165116,982.64307
20664500164126,982.646
20664540164439,982.6511
20664580166262,982.64624
20664620167564,982.6482
20664660165480,982.65894
20664700164908,982.6658
20664740164803,982.6614
20664780167876,982.655
20664820166835,982.6492
20664860165689,982.64575
20664900163658,982.6467
20664940165376,982.64575
20664980170272,982.65234
20665020168658,982.65063
20665060166835,982.64746
20665100166939,982.65137
20665140167199,982.6455
20665180166939,982.6477
20665220164803,982.65234
20665260165324,982.65674
20665300167980,982.6577
20665340164595,982.65454
20665380166678,982.6465
20665420175741,982.6455
20665460165897,982.6426
20665500165533,982.65186
20665540164074,982.6521
20665580164178,982.64624
20665620166053,982.6487
