t_ns,wall_ms,type,text
20660517903856,1788550606692,SESSION_START,"20260905_010646_SNU_AJB_AB_run12"
20660517960314,1788550606692,CALIB_START,"stand still 15s"
20675517711402,1788550621692,CALIB_END,"n_fixes=14"
20675517813017,1788550621692,RIDE_START,""
20747358560073,1788550693532,STOP_CALIB_START,"stand still 15s"
20762359037307,1788550708533,STOP_CALIB_END,"n_fixes=15"
20762363953140,1788550708538,SESSION_END,""
