t_ns,qx,qy,qz,qw,heading_acc_rad
20660494612251,-0.055147886,-0.5332754,-0.8441314,0.0042685997,-1.0
20660499370272,-0.057975095,-0.5335166,-0.8437464,0.0095325075,-1.0
20660504128293,-0.058509104,-0.5343322,-0.8430701,0.017278846,-1.0
20660508886262,-0.059971355,-0.5341027,-0.84304935,0.020138882,-1.0
20660513644283,-0.060344446,-0.53392535,-0.8431138,0.02101066,-1.0
20660518402303,-0.06004813,-0.53415626,-0.8429992,0.020583011,-1.0
20660523160324,-0.05913012,-0.53417134,-0.8430926,0.018959107,-1.0
20660527918345,-0.05812917,-0.5339342,-0.8433518,0.01711995,-1.0
20660532676366,-0.05741564,-0.53389114,-0.8434554,0.015709564,-1.0
20660537434335,-0.057079658,-0.5340464,-0.8433938,0.014938694,-1.0
20660542192355,-0.057216268,-0.53402585,-0.84339523,0.015071814,-1.0
20660546950376,-0.057640076,-0.53389615,-0.8434351,0.015804002,-1.0
20660551708397,-0.058201954,-0.5339286,-0.8433555,0.01686353,-1.0
20660556466418,-0.05865768,-0.53397816,-0.8432731,0.017805552,-1.0
20660561224387,-0.058809213,-0.5339201,-0.8432899,0.018245868,-1.0
20660565982408,-0.0586453,-0.533893,-0.84332174,0.018094566,-1.0
20660570740428,-0.058273558,-0.533926,-0.84333897,0.017509509,-1.0
20660575498449,-0.05779719,-0.53388864,-0.8434127,0.016656728,-1.0
20660580256470,-0.057375815,-0.5338518,-0.8434807,0.015830709,-1.0
20660585014491,-0.057162557,-0.53388804,-0.84348136,0.015335565,-1.0
20660589772460,-0.057158552,-0.53395164,-0.8434435,0.015217896,-1.0
20660594530480,-0.05734133,-0.53395987,-0.843421,0.015489525,-1.0
20660599288501,-0.057603788,-0.53397036,-0.84338737,0.01597637,-1.0
20660604046522,-0.05782521,-0.5340438,-0.84331656,0.016452994,-1.0
20660608804543,-0.05792808,-0.53409505,-0.8432711,0.01675515,-1.0
20660613562564,-0.057861052,-0.5340945,-0.84327585,0.016761074,-1.0
20660618320585,-0.057666834,-0.53410506,-0.8432875,0.016505988,-1.0
20660623078553,-0.057385262,-0.5341458,-0.84329015,0.01603038,-1.0
20660627836574,-0.057094626,-0.5341606,-0.84331083,0.015473758,-1.0
20660632594595,-0.056877233,-0.5341618,-0.84333324,0.015007064,-1.0
20660637352616,-0.056783546,-0.53420275,-0.8433184,0.014735506,-1.0
20660642110637,-0.05680709,-0.5342431,-0.84329194,0.014694569,-1.0
20660646868605,-0.056890488,-0.5342683,-0.8432683,0.014812276,-1.0
20660651626626,-0.05699293,-0.5342922,-0.84324265,0.015016193,-1.0
20660656384647,-0.057029266,-0.5343251,-0.84321696,0.015149264,-1.0
20660661142668,-0.056985285,-0.53434026,-0.84321034,0.015149808,-1.0
20660665900689,-0.056869403,-0.53433913,-0.84322137,0.015010815,-1.0
20660670658710,-0.056698114,-0.5343569,-0.8432266,0.014726364,-1.0
20660675416678,-0.056527663,-0.53437394,-0.843233,0.01439437,-1.0
20660680174699,-0.056402266,-0.53438866,-0.843237,0.0141025,-1.0
20660684932720,-0.056359906,-0.5344138,-0.8432267,0.013935583,-1.0
20660689690741,-0.05640198,-0.53442734,-0.8432155,0.013920658,-1.0
20660694448762,-0.056500733,-0.53445584,-0.84318876,0.014047141,-1.0
20660699206783,-0.056616645,-0.5344784,-0.8431633,0.014248269,-1.0
20660703964751,-0.05671844,-0.53450876,-0.84313345,0.0144695435,-1.0
20660708722772,-0.056762457,-0.5345452,-0.84310496,0.0146109285,-1.0
20660713480793,-0.056756742,-0.53457236,-0.8430873,0.014657475,-1.0
20660718238814,-0.056712996,-0.5345765,-0.84308845,0.014612827,-1.0
20660722996835,-0.056654796,-0.53460383,-0.8430769,0.014501568,-1.0
20660727754855,-0.056605093,-0.534606,-0.8430811,0.014371034,-1.0
20660732512824,-0.05659397,-0.534614,-0.84307814,0.014292313,-1.0
20660737270845,-0.056611996,-0.53461117,-0.8430792,0.0142621575,-1.0
20660742028866,-0.05666744,-0.53459144,-0.8430871,0.014316127,-1.0
20660746786887,-0.056740522,-0.53456926,-0.84309435,0.01442884,-1.0
20660751544908,-0.056806594,-0.5345504,-0.84309965,0.014553303,-1.0
20660756302876,-0.056854308,-0.5345189,-0.84311455,0.014664105,-1.0
20660761060897,-0.056888342,-0.5344842,-0.8431326,0.014756573,-1.0
20660765818918,-0.05690012,-0.5344559,-0.843149,0.0147975,-1.0
20660770576939,-0.056900762,-0.5344033,-0.84318227,0.014800818,-1.0
20660775334960,-0.056923166,-0.534357,-0.8432096,0.014828334,-1.0
20660780092980,-0.05696004,-0.53431994,-0.84322995,0.014867081,-1.0
20660784850949,-0.057017233,-0.5342822,-0.8432486,0.014944265,-1.0
20660789608970,-0.057091307,-0.5342414,-0.84326714,0.015073081,-1.0
20660794366991,-0.057169147,-0.53421617,-0.84327507,0.015230182,-1.0
20660799125012,-0.05723157,-0.5341996,-0.8432786,0.01538052,-1.0
20660803883033,-0.057274763,-0.5341831,-0.8432838,0.015507902,-1.0
20660808641053,-0.057310708,-0.534166,-0.8432901,0.015621092,-1.0
20660813399022,-0.057340458,-0.5341483,-0.8432975,0.01571717,-1.0
20660818157043,-0.057358336,-0.534134,-0.84330404,0.015787704,-1.0
20660822915064,-0.057379935,-0.5341258,-0.8433065,0.015855886,-1.0
20660827673085,-0.057390522,-0.5341245,-0.8433055,0.01590913,-1.0
20660832431105,-0.057401694,-0.5341305,-0.8433,0.015963422,-1.0
20660837189126,-0.057401042,-0.53412884,-0.8433003,0.016003296,-1.0
20660841947095,-0.05739498,-0.5341248,-0.84330267,0.016037073,-1.0
20660846705116,-0.057387926,-0.5341253,-0.8433023,0.016062845,-1.0
20660851463137,-0.057372496,-0.5341315,-0.8432992,0.016072433,-1.0
20660856221158,-0.05735507,-0.5341423,-0.84329355,0.016074266,-1.0
20660860979178,-0.057336837,-0.53415596,-0.84328616,0.01607404,-1.0
20660865737199,-0.05731641,-0.5341786,-0.8432734,0.016062418,-1.0
20660870495168,-0.057294596,-0.5342126,-0.84325355,0.016053649,-1.0
20660875253189,-0.05725232,-0.53424126,-0.84323895,0.016015228,-1.0
20660880011210,-0.057210207,-0.5342716,-0.8432234,0.01597411,-1.0
20660884769230,-0.057167258,-0.53431326,-0.8432006,0.015936375,-1.0
20660889527251,-0.057117607,-0.5343407,-0.8431875,0.01588761,-1.0
20660894285220,-0.057062063,-0.5343724,-0.8431725,0.015817761,-1.0
20660899043241,-0.057005722,-0.5344119,-0.8431529,0.015733372,-1.0
20660903801262,-0.056953043,-0.5344462,-0.8431363,0.015646055,-1.0
20660908559283,-0.056916364,-0.53447866,-0.84311956,0.015570209,-1.0
20660913317303,-0.056893174,-0.5345013,-0.84310776,0.015520046,-1.0
20660918075324,-0.05687876,-0.53453076,-0.84309053,0.015491685,-1.0
20660922833293,-0.0568689,-0.53456295,-0.843071,0.015480957,-1.0
20660927591314,-0.05685757,-0.53459823,-0.8430494,0.01547962,-1.0
20660932349335,-0.05683369,-0.5346238,-0.84303504,0.015468117,-1.0
20660937107355,-0.05680338,-0.5346545,-0.84301823,0.015434434,-1.0
20660941865376,-0.05675933,-0.53467727,-0.8430079,0.015369624,-1.0
20660946623397,-0.056717306,-0.5346995,-0.842998,0.015294726,-1.0
20660951381366,-0.056684926,-0.5347137,-0.84299254,0.015219844,-1.0
20660956139387,-0.0566608,-0.53473485,-0.84298205,0.015149537,-1.0
20660960897408,-0.05664751,-0.5347481,-0.8429754,0.015103556,-1.0
20660965655428,-0.056644835,-0.534741,-0.84298056,0.015071402,-1.0
20660970413449,-0.056652494,-0.53474635,-0.84297705,0.015050664,-1.0
20660975171470,-0.056659512,-0.53474575,-0.84297717,0.015039466,-1.0
20660979929439,-0.056655098,-0.5347254,-0.8429905,0.0150305545,-1.0
20660984687460,-0.056646414,-0.53470826,-0.84300214,0.015020435,-1.0
20660989445480,-0.05663182,-0.53469515,-0.8430118,0.014998895,-1.0
20660994203501,-0.056613855,-0.5346743,-0.843027,0.014957961,-1.0
20660998961522,-0.056601826,-0.53465384,-0.84304166,0.0149097275,-1.0
20661003719491,-0.056599062,-0.5346267,-0.84305966,0.014872348,-1.0
20661008477512,-0.056607276,-0.5345999,-0.84307647,0.014853087,-1.0
20661013235533,-0.056623895,-0.5345724,-0.8430928,0.014852157,-1.0
20661017993553,-0.0566437,-0.5345471,-0.84310746,0.014856708,-1.0
20661022751574,-0.056671128,-0.5345276,-0.8431175,0.014883612,-1.0
20661027509595,-0.05669882,-0.5345065,-0.8431284,0.01491704,-1.0
20661032267564,-0.056719862,-0.534477,-0.84314495,0.014958229,-1.0
20661037025585,-0.056725327,-0.5344517,-0.84316015,0.014982652,-1.0
20661041783605,-0.056720104,-0.5344192,-0.8431811,0.014987639,-1.0
20661046541626,-0.056712333,-0.5343985,-0.843195,0.014971149,-1.0
20661051299647,-0.05671145,-0.5343906,-0.84320056,0.014943398,-1.0
20661056057616,-0.05672975,-0.5343794,-0.8432067,0.014926809,-1.0
20661060815689,-0.056766033,-0.534345,-0.84322596,0.014934105,-1.0
20661065573658,-0.056817107,-0.53430897,-0.84324473,0.014969641,-1.0
20661070331678,-0.056876108,-0.5343062,-0.8432414,0.015031443,-1.0
20661075089699,-0.05692096,-0.5342965,-0.84324324,0.015102129,-1.0
20661079847720,-0.05694555,-0.53428704,-0.8432463,0.015176921,-1.0
20661084605741,-0.0569447,-0.5343063,-0.84323305,0.0152361,-1.0
20661089363710,-0.056907486,-0.5343305,-0.84322,0.015249255,-1.0
20661094121730,-0.05684224,-0.5343329,-0.8432238,0.015197556,-1.0
20661098879751,-0.05679172,-0.5343395,-0.8432247,0.015103286,-1.0
20661103637772,-0.056788687,-0.5343609,-0.84321296,0.0150118405,-1.0
20661108395793,-0.05683594,-0.53436846,-0.84320563,0.01497515,-1.0
20661113153762,-0.05692978,-0.5343677,-0.84319896,0.015021339,-1.0
20661117911783,-0.05705171,-0.5344134,-0.8431595,0.015150222,-1.0
20661122669803,-0.057168815,-0.534465,-0.84311545,0.015336189,-1.0
20661127427824,-0.057246134,-0.5344975,-0.8430861,0.015526566,-1.0
20661132185845,-0.057276085,-0.5345376,-0.84305567,0.015688965,-1.0
20661136943866,-0.057257812,-0.5345912,-0.84302115,0.015784446,-1.0
20661141701835,-0.057208743,-0.534632,-0.8429984,0.015795799,-1.0
20661146459855,-0.057151195,-0.534652,-0.8429907,0.015737101,-1.0
20661151217876,-0.057111554,-0.5346705,-0.8429834,0.015642865,-1.0
20661155975897,-0.05710488,-0.5346866,-0.8429752,0.0155587895,-1.0
20661160733918,-0.05712062,-0.53467524,-0.84298223,0.015509967,-1.0
20661165491887,-0.05715876,-0.534658,-0.8429904,0.015519754,-1.0
20661170249908,-0.057198487,-0.5346448,-0.84299517,0.015572735,-1.0
20661175007928,-0.057217173,-0.534609,-0.84301525,0.015639585,-1.0
20661179765949,-0.057202272,-0.5345669,-0.8430419,0.015702391,-1.0
20661184523970,-0.057135403,-0.5345431,-0.84306145,0.015703827,-1.0
20661189281991,-0.057037905,-0.5345245,-0.8430808,0.015650645,-1.0
20661194039960,-0.056907512,-0.5345193,-0.8430955,0.015512873,-1.0
20661198797980,-0.056797694,-0.53450394,-0.84311604,0.015327907,-1.0
20661203556001,-0.05673178,-0.53447086,-0.843145,0.01512829,-1.0
20661208314022,-0.056741405,-0.5344357,-0.84316957,0.014966889,-1.0
20661213072043,-0.056838803,-0.5343822,-0.8431977,0.014921875,-1.0
20661217830064,-0.056990396,-0.53432626,-0.8432215,0.015002701,-1.0
20661222588033,-0.057145737,-0.53429604,-0.8432266,0.015199232,-1.0
20661227346053,-0.057245113,-0.53426564,-0.8432349,0.01543161,-1.0
20661232104074,-0.057264287,-0.5342477,-0.8432414,0.015625529,-1.0
20661236862095,-0.057198703,-0.53422207,-0.8432609,0.01568913,-1.0
20661241620116,-0.057085413,-0.53419065,-0.84328973,0.015620125,-1.0
20661246378085,-0.056994732,-0.5341706,-0.84331137,0.015470181,-1.0
20661251136105,-0.056965087,-0.5341535,-0.8433269,0.015319516,-1.0
20661255894126,-0.057033136,-0.5341254,-0.8433414,0.015248293,-1.0
20661260652147,-0.057189684,-0.5340849,-0.84335446,0.01535872,-1.0
20661265410168,-0.057367727,-0.534084,-0.843338,0.01562652,-1.0
20661270168189,-0.057519205,-0.534093,-0.84331495,0.016002396,-1.0
20661274926158,-0.057586912,-0.5340752,-0.84331435,0.01638024,-1.0
20661279684178,-0.057561427,-0.534098,-0.843296,0.016669838,-1.0
20661284442199,-0.05745106,-0.5341438,-0.8432717,0.016813556,-1.0
20661289200220,-0.05726946,-0.53417176,-0.84326714,0.016772166,-1.0
20661293958241,-0.057083253,-0.5342151,-0.843256,0.016585637,-1.0
20661298716262,-0.056930546,-0.5342899,-0.8432243,0.016310638,-1.0
20661303474230,-0.056834627,-0.5343615,-0.8431913,0.016001943,-1.0
20661308232251,-0.056795985,-0.53441966,-0.84316194,0.015740935,-1.0
20661312990272,-0.056801014,-0.5344946,-0.8431175,0.015558626,-1.0
20661317748293,-0.056817733,-0.53457004,-0.8430702,0.015467768,-1.0
20661322506314,-0.05680692,-0.5346335,-0.8430318,0.01540563,-1.0
20661327264283,-0.056760527,-0.5346772,-0.8430082,0.0153517565,-1.0
20661332022303,-0.056666672,-0.5347445,-0.84297323,0.015274106,-1.0
20661336780324,-0.056577224,-0.5347885,-0.84295356,0.015153182,-1.0
20661341538345,-0.056447797,-0.5348262,-0.8429416,0.014967548,-1.0
20661346296366,-0.05636357,-0.534812,-0.8429596,0.014778853,-1.0
20661351054387,-0.05633854,-0.5348234,-0.842957,0.014605717,-1.0
20661355812355,-0.05639228,-0.53483915,-0.8429453,0.014500875,-1.0
20661360570376,-0.056528203,-0.53479004,-0.84296685,0.014530017,-1.0
20661365328397,-0.05665484,-0.53473586,-0.84299034,0.014666314,-1.0
20661370086418,-0.05677735,-0.5347131,-0.8429925,0.014895213,-1.0
20661374844439,-0.056795094,-0.534697,-0.84299856,0.015062306,-1.0
20661379602408,-0.056741923,-0.5346264,-0.84304583,0.015120862,-1.0
20661384360376,-0.056649033,-0.5345756,-0.8430855,0.015054976,-1.0
20661389118449,-0.056564637,-0.53456,-0.84310323,0.014933184,-1.0
20661393876470,-0.056515146,-0.53452057,-0.8431338,0.014805216,-1.0
20661398634491,-0.05647547,-0.53446585,-0.84317344,0.014674118,-1.0
20661403392512,-0.05649868,-0.5344386,-0.8431905,0.014595688,-1.0
20661408150480,-0.056560878,-0.534459,-0.843174,0.014562617,-1.0
20661412908501,-0.056691464,-0.5344313,-0.8431815,0.0146377105,-1.0
20661417666522,-0.056858964,-0.5344155,-0.84317684,0.0148303835,-1.0
20661422424491,-0.057026856,-0.53443056,-0.84315085,0.015117043,-1.0
20661427182564,-0.057168085,-0.5344352,-0.84313244,0.015442779,-1.0
20661431940533,-0.057241034,-0.53444684,-0.8431152,0.01570789,-1.0
20661436698553,-0.057270154,-0.5344774,-0.84309036,0.015895179,-1.0
20661441456574,-0.057258774,-0.5345377,-0.84305125,0.015982743,-1.0
20661446214595,-0.057233892,-0.5345569,-0.84304065,0.015988415,-1.0
20661450972616,-0.057241403,-0.5345522,-0.8430435,0.015969113,-1.0
20661455730637,-0.05727721,-0.53456783,-0.84303164,0.015942523,-1.0
20661460488553,-0.05737954,-0.53455615,-0.8430315,0.015971575,-1.0
20661465246626,-0.0575301,-0.5345241,-0.84303933,0.016094161,-1.0
20661470004647,-0.057689697,-0.53450346,-0.8430371,0.016318403,-1.0
20661474762668,-0.05781519,-0.5344977,-0.8430264,0.016616771,-1.0
20661479520689,-0.057847645,-0.5344769,-0.84303176,0.01689853,-1.0
20661484278710,-0.057777002,-0.5344591,-0.84304404,0.01708779,-1.0
20661489036678,-0.057627045,-0.53446454,-0.84305024,0.017120382,-1.0
20661493794699,-0.057443306,-0.53445107,-0.8430739,0.016992314,-1.0
20661498552720,-0.05729483,-0.5344234,-0.84310615,0.016761372,-1.0
20661503310741,-0.057219557,-0.5344054,-0.8431273,0.016524618,-1.0
20661508068762,-0.05723522,-0.53436595,-0.8431541,0.016381728,-1.0
20661512826730,-0.057301532,-0.5343555,-0.8431567,0.016356228,-1.0
20661517584751,0.1355106,0.5200796,0.8363545,0.10800558,-1.0
20661522342772,0.13577375,0.5199978,0.83633107,0.10825029,-1.0
20661527100793,0.1359121,0.5199471,0.836314,0.10845161,-1.0
20661531858814,0.13590258,0.5199575,0.8362919,0.108584166,-1.0
20661536616835,0.13573077,0.52004796,0.83625734,0.10863227,-1.0
20661541374803,0.13546337,0.52013147,0.8362519,0.10860812,-1.0
20661546132824,0.1351205,0.5201793,0.836294,0.108482055,-1.0
20661550890845,0.13492276,0.52024734,0.8362941,0.10840068,-1.0
20661555648866,0.13510497,0.52027726,0.83622676,0.10854974,-1.0
20661560406887,0.13549808,0.520217,0.8361621,0.10884609,-1.0
20661565164855,0.13587052,0.52012295,0.83611786,0.109170616,-1.0
20661569922876,0.13609226,0.52011764,0.8360497,0.10944165,-1.0
20661574680897,0.13610995,0.5201412,0.83601123,0.109601445,-1.0
20661579438918,0.13590805,0.5201569,0.83603275,0.109612845,-1.0
20661584196939,0.13554822,0.52021426,0.8360671,0.1095246,-1.0
20661588954908,0.1350982,0.5203302,0.8360882,0.10936904,-1.0
20661593712928,0.13464864,0.52045363,0.8361075,0.1091882,-1.0
20661598470949,0.13431333,0.52051616,0.8361412,0.10904453,-1.0
20661603228970,0.13415043,0.52056265,0.83614516,0.10899302,-1.0
