t_ns,clk_time_ns,full_bias_ns,bias_ns,drift_nps,hw_clock_disc,leap_s,time_unc_ns,bias_unc_ns,drift_unc_nps,constellation,svid,cn0,baseband_cn0,pr_rate_mps,pr_rate_unc,adr_state,adr_m,adr_unc_m,carrier_freq_hz,multipath,received_sv_time_ns,state,agc_db,code_type
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,12,41.6,36.6,-599.2728271484375,0.8849999904632568,16,0.0,0.0,1.57542E9,0,501394479293722,16399,-53.02,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,14,41.6,36.6,536.6376953125,0.9135000109672546,16,0.0,0.0,1.57542E9,0,501394480374838,16399,-53.02,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,22,38.9,33.9,326.96258544921875,0.968999981880188,16,0.0,0.0,1.57542E9,0,501394483707474,16399,-53.02,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,24,38.5,33.5,203.6903533935547,0.968999981880188,16,0.0,0.0,1.57542E9,0,501394483441452,16399,-53.02,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,4,194,41.5,36.5,-189.7418212890625,0.9075000286102295,16,0.0,0.0,1.57542E9,0,501394424333349,16399,-53.02,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,4,195,41.0,36.0,73.93860626220703,0.8865000605583191,16,0.0,0.0,1.57542E9,0,501394418967612,16399,-53.02,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,3,20,42.6,38.6,-88.03262329101562,0.9169999957084656,16,0.0,0.0,1.603125E9,0,80176491719326,49359,-55.34,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,3,19,40.1,36.1,523.7949829101562,0.9515000581741333,16,0.0,0.0,1.6036876E9,0,80176488228527,49359,-55.34,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,2,39.3,35.0,61.731266021728516,0.5680000185966492,16,0.0,0.0,1.57542E9,0,501394477906319,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,15,35.5,31.2,-525.0106811523438,0.6679999828338623,16,0.0,0.0,1.57542E9,0,501394469418242,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,18,41.7,37.400000000000006,-589.7771606445312,0.5264999866485596,16,0.0,0.0,1.57542E9,0,501394486882313,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,25,29.3,25.0,371.0155944824219,0.8765000104904175,16,0.0,0.0,1.57542E9,0,501394466174181,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,30,41.9,37.6,-321.7865905761719,0.527999997138977,16,0.0,0.0,1.57542E9,0,501394473824350,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,34,39.6,35.300000000000004,-144.3758087158203,0.5649999976158142,16,0.0,0.0,1.57542E9,0,501394479018554,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,36,40.6,36.300000000000004,362.73779296875,0.5480000376701355,16,0.0,0.0,1.57542E9,0,501394473668339,23567,-56.73,C
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,6,27.9,22.9,204.7161102294922,0.9365000128746033,16,0.0,0.0,1.17645E9,0,501394488779130,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,11,26.8,21.8,-275.6729736328125,0.9979999661445618,16,0.0,0.0,1.17645E9,0,501394487950694,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,14,33.8,28.799999999999997,537.2921752929688,0.6985000371932983,16,0.0,0.0,1.17645E9,0,501394480374825,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,1,24,34.4,29.4,203.96437072753906,0.6640000343322754,16,0.0,0.0,1.17645E9,0,501394483441402,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,4,194,34.7,29.700000000000003,-189.12063598632812,0.6625000238418579,16,0.0,0.0,1.17645E9,0,501394424333336,16399,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,4,195,32.0,27.0,74.5499496459961,0.7115000486373901,16,0.0,0.0,1.17645E9,0,501394418967603,16399,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,2,39.4,34.1,61.64290237426758,0.5230000019073486,16,0.0,0.0,1.17645E9,0,501394477906323,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,15,26.4,21.099999999999998,-524.8311157226562,0.9950000047683716,16,0.0,0.0,1.17645E9,0,501394469418229,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,18,36.3,30.999999999999996,-589.812255859375,0.609499990940094,16,0.0,0.0,1.17645E9,0,501394486882317,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,25,33.9,28.599999999999998,370.9404296875,0.6894999742507935,16,0.0,0.0,1.17645E9,0,501394466174165,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,30,29.8,24.5,-321.7713928222656,0.8389999866485596,16,0.0,0.0,1.17645E9,0,501394473824355,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,6,34,25.1,19.8,-144.13075256347656,1.0399999618530273,16,0.0,0.0,1.17645E9,0,501394479018551,81935,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,5,23,25.6,21.1,71.35185241699219,1.0625,16,0.0,0.0,1.17645E9,0,501380484531636,16399,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,5,25,27.4,22.9,532.6798095703125,0.9199999570846558,16,0.0,0.0,1.17645E9,0,501380479270833,16399,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,5,28,26.5,22.0,-219.48338317871094,1.0069999694824219,16,0.0,0.0,1.17645E9,0,501380481700522,16399,-40.92,Q
19430307744273,19355504000000,-1472565239053224868,-0.3571815490722656,-2.9296875207535953,10,18,0.0,947.8494757786393,18.369021516989935,5,37,40.7,36.2,-459.4804382324219,0.5045000314712524,16,0.0,0.0,1.17645E9,0,501380476503118,16399,-40.92,Q
