t_ns,ax,ay,az
19429065010111,0.0,0.0,0.0
19429069768549,0.22719586,-0.010921478,0.009149075
19429074526986,0.41037968,-0.018571854,-0.038959026
19429079285476,0.47819382,-0.035494804,-0.0887413
19429084043914,0.43912196,-0.034132004,-0.059658527
19429088802403,0.29828537,-0.042381287,0.010078907
19429093560841,0.0636062,-0.034251213,0.031232357
19429098319330,-0.19684762,-0.01736164,0.037794113
19429103077768,-0.43830228,-0.019662857,0.09740353
19429107836257,-0.582213,-0.028479576,0.15009832
19429112594695,-0.62856436,-0.03899765,0.11460972
19429117353184,-0.5325077,-0.08844566,0.11136913
19429122111622,-0.34443748,-0.14136696,0.120126724
19429126870111,-0.123307824,-0.16914845,0.12671089
19429131628549,0.12488228,-0.19146633,0.10890484
19429136387039,0.2866432,-0.20650387,0.09723377
19429141145476,0.40663713,-0.18088531,0.13841867
19429145903966,0.472175,-0.10524845,0.0827961
19429150662403,0.35718453,-0.17903614,0.1688118
19429155420893,0.4267525,-0.10881615,0.36045122
19429160179330,0.34645268,-0.11282253,0.15873909
19429164937820,0.26417387,-0.05055332,0.053184986
19429169696257,0.163351,-0.071240425,0.25684643
19429174454747,-0.027054131,-0.08899784,0.26465178
19429179213184,-0.10442895,-0.02347374,0.07496214
19429183971622,-0.21614933,-0.008737564,0.07652664
19429188730059,-0.2485038,-0.022302628,0.20269203
19429193488549,-0.17653203,-0.014657974,0.11463547
19429198247039,-0.105006754,0.01124382,0.031943798
19429203005476,-0.005896628,0.008527756,0.0700407
19429207763966,0.043807447,-0.0010585785,0.09546709
19429212522403,0.027270257,0.0104932785,0.073907375
19429217280893,0.07878536,8.1062317E-4,0.01832819
19429222039330,0.04308796,0.023957253,-0.02634859
19429226797820,0.029367507,0.027830124,0.013988018
19429231556257,-0.025771976,0.006047249,0.015964985
19429236314747,-0.063256025,-0.003484726,-0.042685986
19429241073184,-0.06735498,-0.02206707,-0.060284138
19429245831674,-0.062280476,-0.03786087,-0.033189774
19429250590111,-0.029514015,-0.015986443,-0.037086487
19429255348549,0.035005808,-0.020313263,-0.07365227
19429260107039,0.09336376,-0.01752758,-0.034668446
19429264865476,0.15275449,-0.0054798126,-0.019953728
19429269623966,0.1596809,0.022640228,-0.012528896
19429274382403,0.21361494,0.012710571,0.0041303635
19429279140893,0.21533361,0.005331993,0.015818596
19429283899330,0.17746603,-0.0065670013,0.041334152
19429288657820,0.11961901,-0.03694153,0.019461632
19429293416205,0.074774325,-0.050328255,0.009816647
19429298174747,-0.009068608,-0.061099052,0.047209263
19429302933184,-0.07262844,-0.05996704,0.058098316
19429307691674,-0.10235089,-0.061221123,0.0382514
19429312450111,-0.13639474,-0.041335106,0.06335878
19429317208601,-0.11361778,-0.042998314,0.062233448
19429321967039,-0.098416805,-0.03290081,0.042348385
19429326725528,-0.09059483,-0.027694702,0.03928089
19429331483966,-0.0359599,-0.015537262,0.059785843
