t_ns,qx,qy,qz,qw,heading_acc_rad
19429074526986,0.53633225,-0.04566872,-0.14715149,0.8298244,-1.0
19429079285476,0.5356337,-0.05970884,-0.1539497,0.8281491,-1.0
19429084043914,0.5347745,-0.069225915,-0.15846378,0.82711136,-1.0
19429088802403,0.53382856,-0.07409012,-0.16066922,0.8268755,-1.0
19429093560841,0.533424,-0.07473622,-0.16090643,0.82703227,-1.0
19429098319330,0.5335524,-0.07214864,-0.15965775,0.8274212,-1.0
19429103077768,0.53373617,-0.067218415,-0.15725662,0.82817733,-1.0
19429107836257,0.5338056,-0.06141862,-0.1543808,0.82912356,-1.0
19429112594695,0.5339728,-0.055921257,-0.15164022,0.8299103,-1.0
19429117353184,0.5339177,-0.05167908,-0.14945513,0.83061683,-1.0
19429122111622,0.5335843,-0.049113788,-0.14804046,0.8312398,-1.0
19429126870111,0.5330484,-0.04819879,-0.14740525,0.8317499,-1.0
19429131628549,0.53240037,-0.04887262,-0.14754131,0.83210146,-1.0
19429136387039,0.53170466,-0.050409872,-0.14810345,0.8323547,-1.0
19429141145476,0.5309052,-0.05245345,-0.14890654,0.8325954,-1.0
19429145903966,0.530302,-0.05478619,-0.149897,0.8326519,-1.0
19429150662403,0.52955353,-0.056276485,-0.15044679,0.8329296,-1.0
19429155420893,0.5285088,-0.057867147,-0.15101165,0.8333819,-1.0
19429160179330,0.5279315,-0.059151266,-0.15150361,0.83356833,-1.0
19429164937820,0.5276546,-0.060132258,-0.15190832,0.8335998,-1.0
19429169696257,0.5270851,-0.060515236,-0.15198274,0.83391875,-1.0
19429174454747,0.5266128,-0.06017538,-0.15171236,0.83429086,-1.0
19429179213184,0.5265296,-0.05975562,-0.15146479,0.83441854,-1.0
19429183971622,0.52649134,-0.05900979,-0.15106432,0.8345683,-1.0
19429188730059,0.52627933,-0.058140934,-0.15056156,0.8348538,-1.0
19429193488549,0.5261686,-0.05760453,-0.15022875,0.8350208,-1.0
19429198247039,0.5261539,-0.05736211,-0.1500534,0.8350782,-1.0
19429203005476,0.52605474,-0.057392173,-0.14999543,0.83514905,-1.0
19429207763966,0.52590764,-0.05753761,-0.14998697,0.8352332,-1.0
19429212522403,0.5258079,-0.057636723,-0.14996174,0.83529365,-1.0
19429217280893,0.5257577,-0.057879627,-0.15002264,0.8352976,-1.0
19429222039330,0.525782,-0.05804506,-0.1500618,0.8352637,-1.0
19429226797820,0.52577156,-0.05815561,-0.15006599,0.8352619,-1.0
19429231556257,0.5257635,-0.058123935,-0.15000753,0.83527964,-1.0
19429236314747,0.5258191,-0.058034305,-0.14992777,0.8352652,-1.0
19429241073184,0.5258783,-0.057952758,-0.14985219,0.83524716,-1.0
19429245831674,0.52589816,-0.05788353,-0.14977203,0.83525383,-1.0
19429250590111,0.5259228,-0.057907023,-0.14973491,0.83524334,-1.0
19429255348549,0.52595794,-0.05808565,-0.14977293,0.83520204,-1.0
19429260107039,0.5259416,-0.058366023,-0.14985394,0.8351782,-1.0
19429264865476,0.5259038,-0.05875632,-0.14998223,0.8351516,-1.0
19429269623966,0.52587515,-0.059141546,-0.15011244,0.83511907,-1.0
19429274382403,0.52582014,-0.05959322,-0.15027517,0.83509237,-1.0
19429279140893,0.52575874,-0.060012512,-0.15043041,0.835073,-1.0
19429283899330,0.5256847,-0.06032859,-0.15053307,0.83507836,-1.0
19429288657820,0.5256319,-0.06052301,-0.15059069,0.8350871,-1.0
19429293416205,0.52559584,-0.06063251,-0.15061043,0.8350983,-1.0
19429298174747,0.52554345,-0.060588486,-0.15055549,0.8351444,-1.0
19429302933184,0.5254978,-0.06044572,-0.15045187,0.8352021,-1.0
19429307691674,0.52546984,-0.060277045,-0.15033463,0.835253,-1.0
19429312450111,0.5254347,-0.060067892,-0.15019771,0.8353148,-1.0
19429317208601,0.525397,-0.05990665,-0.15007886,0.8353715,-1.0
19429321967039,0.52537286,-0.059786372,-0.14998117,0.8354128,-1.0
19429326725528,0.52535087,-0.059685554,-0.14989363,0.8354496,-1.0
19429331483966,0.52530867,-0.059667718,-0.14984147,0.8354867,-1.0
19429336242403,0.52526075,-0.059691872,-0.14980589,0.8355215,-1.0
19429341000893,0.5252158,-0.05976212,-0.14979646,0.83554643,-1.0
