t_ns,wall_ms,type,text
19429108493909,1788549375282,SESSION_START,"20260905_004615_SNU_AJB_BA_run4"
19429108563961,1788549375282,CALIB_START,"stand still 15s"
19444109784008,1788549390284,CALIB_END,"n_fixes=14"
19444110009476,1788549390284,RIDE_START,""
19533347796578,1788549479522,STOP_CALIB_START,"stand still 15s"
19548347634905,1788549494521,STOP_CALIB_END,"n_fixes=15"
19548351206155,1788549494525,SESSION_END,""
