t_ns,hPa
19429206178966,982.81836
19429246179226,982.8247
19429286181101,982.8252
19429326178080,982.82837
19429366184434,982.82983
19429406183757,982.82227
19429446182872,982.8301
19429486187820,982.83545
19429526181257,982.83325
19429566180945,982.83325
19429606183132,982.8279
19429646186518,982.8313
19429686184070,982.82935
19429726192976,982.82446
19429766181361,982.8169
19429806183809,982.8176
19429846183445,982.8257
19429886183601,982.82544
19429926327716,982.82275
19429966181674,982.82153
19430006185632,982.8252
19430046183705,982.8308
19430086183809,982.8252
19430126185893,982.8286
19430166181101,982.8269
19430206184434,982.8291
19430246186414,982.8257
19430286183705,982.8252
19430326183289,982.82495
19430366183497,982.8279
19430406180945,982.82935
19430446187768,982.82764
19430486186934,982.82935
19430526183705,982.83057
19430566330424,982.8291
19430606180789,982.82715
19430646180789,982.81714
19430686187195,982.8174
19430726184226,982.8198
19430766184174,982.82056
19430806186153,982.82495
19430846180580,982.8176
19430886183236,982.813
19430926187403,982.81323
19430966182924,982.81177
19431006200893,982.81396
19431046180736,982.8191
19431086184070,982.8308
19431126183028,982.82983
19431166182976,982.82983
19431206322559,982.8279
19431246181726,982.82983
19431286184591,982.8274
19431326295476,982.82715
19431366182976,982.8279
19431406192195,982.83057
19431446180789,982.8335
19431486180945,982.83105
19431526183445,982.82983
19431566183705,982.82104
19431606184643,982.8257
19431646183809,982.83496
19431686198393,982.8198
19431726183393,982.82227
19431766184539,982.8237
19431806183705,982.8218
19431846309851,982.82764
19431886181570,982.8242
19431926182403,982.82544
19431966186153,982.8237
19432006184643,982.82935
19432046238497,982.83496
19432086181309,982.8406
19432126181101,982.833
19432166183341,982.84033
19432206185007,982.8369
19432246184695,982.8296
19432286182351,982.83276
19432326181361,982.83545
19432366185164,982.8425
19432406202143,982.8406
19432446185007,982.83203
19432486347039,982.8286
19432526180580,982.8279
19432566184330,982.8279
19432606182559,982.82715
19432646186049,982.81836
19432686221309,982.81934
19432726180841,982.82446
19432766184070,982.8303
19432806186309,982.8342
19432846183757,982.83374
19432886185528,982.83057
19432926183393,982.83496
19432966181205,982.82935
19433006186570,982.82837
