t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
19434125205313,1788549380299,49,false,33.0,0,0,5945577472
19439142493593,1788549385316,49,false,33.0,0,0,5941489664
19444219809008,1788549390394,49,false,33.0,0,0,5935652864
19449267095933,1788549395441,49,false,33.0,0,0,5927997440
19454343544472,1788549400517,49,false,33.0,0,0,5922807808
19459387700252,1788549405562,49,false,33.0,0,0,5915639808
19464404446031,1788549410578,49,false,33.0,0,0,5910192128
19469425232592,1788549415599,49,false,33.0,0,0,5902401536
19474445328319,1788549420619,49,false,33.0,0,0,5926182912
19479457346390,1788549425631,49,false,33.0,0,0,5923590144
19484465462013,1788549430639,49,false,33.0,0,0,5923913728
19489478040292,1788549435652,48,false,32.8,0,0,5913374720
19494508433520,1788549440682,48,false,32.8,0,0,5905018880
19499554292528,1788549445728,48,false,32.8,0,0,5896880128
19504601052214,1788549450775,48,false,32.8,0,0,5921927168
19509678997003,1788549455853,48,false,32.8,0,0,5914677248
19514759401793,1788549460933,48,false,32.8,0,0,5907865600
19519801847572,1788549465976,48,false,32.8,0,0,5904498688
19524885414393,1788549471059,48,false,32.8,0,0,5898002432
19529933367985,1788549476107,48,false,32.8,0,0,5891690496
19534949011108,1788549481123,48,false,32.8,0,0,5889363968
19539964683086,1788549486139,48,false,32.8,0,0,5886595072
19544982212511,1788549491156,48,false,32.8,0,0,5914734592
