t_ns,wall_ms,sentence
19430844728336,1788549377018,"$GPGSV,2,1,05,12,23,318,42,13,00,000,39,14,22,125,42,22,42,113,39,1*6E  "
19430845911044,1788549377018,"$GPGSV,2,2,05,24,38,264,39,1*56  "
19430846109325,1788549377018,"$GPGSV,1,1,04,06,74,036,28,11,65,218,27,14,22,125,34,24,38,264,34,8*60  "
19430846471461,1788549377018,"$GLGSV,1,1,02,20,62,272,44,19,44,018,41,1*7F  "
19430846944273,1788549377018,"$GAGSV,2,1,07,02,63,079,40,15,26,209,36,18,65,359,42,25,15,116,30,7*71  "
19430848631721,1788549377018,"$GAGSV,2,2,07,30,48,328,43,34,77,173,40,36,43,043,41,7*43  "
19430848660419,1788549377018,"$GAGSV,2,1,06,02,63,079,39,15,26,209,26,18,65,359,36,25,15,116,34,1*7E  "
19430848934638,1788549377018,"$GAGSV,2,2,06,30,48,328,30,34,77,173,25,1*73  "
19430849154742,1788549377018,"$GQGSV,1,1,02,02,24,096,42,03,32,062,41,1*69  "
19430849604013,1788549377018,"$GQGSV,1,1,02,02,24,096,35,03,32,062,32,8*64  "
19430849869898,1788549377018,"$GBGSV,2,1,05,23,78,234,26,25,37,157,28,28,49,264,27,37,33,315,41,5*75  "
19430850066773,1788549377018,"$GBGSV,2,2,05,38,59,017,36,5*43  "
19430852901565,1788549377026,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
19430853240263,1788549377026,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
19430853620367,1788549377026,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
19430853643336,1788549377026,"$GNGSA,A,3,02,15,18,25,30,34,36,,,,,,0.6,0.4,0.5,3*3D  "
19430853872763,1788549377026,"$PSSGR,GSA,A,3,302,315,318,325,330,334,336,,,,,,0.6,0.4,0.5,3,1*73  "
19430854290211,1788549377026,"$GNGSA,A,3,06,08,09,10,13,23,25,27,28,34,37,38,0.6,0.4,0.5,4*36  "
19430854433804,1788549377026,"$PSSGR,GSA,A,3,223,225,228,237,238,,,,,,,,0.6,0.4,0.5,4,5*7B  "
19430854619794,1788549377026,"$GNGSA,A,3,02,03,,,,,,,,,,,0.6,0.4,0.5,5*33  "
19430855109169,1788549377026,"$PSSGR,GSA,A,3,194,195,,,,,,,,,,,0.6,0.4,0.5,5,8*47  "
19430855406148,1788549377026,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
19430855634846,1788549377026,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
19430856024638,1788549377026,"$GNRMC,191616.55,A,2831.295047,N,07734.296833,E,0.0,,040926,1.3,E,A,V*7B  "
19430856384950,1788549377026,"$GNGNS,191616.55,2831.295047,N,07734.296833,E,AAAAAN,33,0.4,209.1,-54.0,,,V*00  "
19430856455523,1788549377026,"$GNGGA,191616.55,2831.295047,N,07734.296833,E,1,12,0.4,209.1,M,-54.0,M,,*5C  "
19430856642450,1788549377030,"$PSMSG,magcal=FAIL,bluesky=0*00 "
19431775319377,1788549377948,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
19431776453283,1788549377948,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
