t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,0.134246,9.095357,3.839723,-0.002131,-0.010187,0.012184,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.010000,0.016994,9.076558,3.812566,-0.001498,0.020564,-0.003502,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.020000,-0.323558,9.082654,3.816589,-0.001245,0.025203,-0.005350,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.030000,-0.523532,9.087138,3.858462,-0.001599,0.005107,0.004743,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.040000,-0.443506,9.083149,3.865300,-0.002574,-0.016619,0.015860,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.050000,-0.219669,9.081866,3.861341,-0.002429,-0.017938,0.016819,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.060000,-0.128821,9.061603,3.859587,-0.001430,-0.000343,0.008141,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.070000,-0.273225,9.047821,3.841999,-0.001423,0.012948,0.001971,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.080000,-0.489869,9.088250,3.816328,-0.002190,0.007450,0.007380,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.090000,-0.554850,9.109006,3.843800,-0.002761,-0.010707,0.017907,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.100000,-0.433750,9.104241,3.847537,-0.002330,-0.022661,0.024158,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.110000,-0.265992,9.108788,3.840472,-0.002067,-0.020485,0.024326,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.120000,-0.174900,9.078773,3.851475,-0.002845,-0.011185,0.020517,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.130000,-0.233230,9.067518,3.864414,-0.001944,-0.003052,0.016059,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.140000,-0.350321,9.084865,3.857755,-0.001084,-0.005633,0.016997,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.150000,-0.356793,9.091401,3.855877,-0.001940,-0.018945,0.023427,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.160000,-0.203775,9.083074,3.893923,-0.002112,-0.026270,0.027191,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.170000,-0.065401,9.092630,3.924224,-0.000662,-0.016918,0.021935,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.180000,-0.075742,9.085770,3.925292,0.000728,-0.002514,0.013478,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.190000,-0.189943,9.048184,3.877762,0.000804,0.002585,0.010744,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.200000,-0.292917,9.044351,3.816111,0.000366,-0.003818,0.014921,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.210000,-0.298321,9.064702,3.810353,0.000108,-0.010849,0.018181,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.220000,-0.250059,9.097393,3.834272,0.000233,-0.007623,0.015369,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.230000,-0.273902,9.128120,3.855466,0.000260,-0.002558,0.011907,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.240000,-0.315869,9.124987,3.879583,0.000611,-0.005847,0.015135,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.250000,-0.281220,9.082445,3.883885,0.000183,-0.010799,0.019128,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.260000,-0.231619,9.043373,3.879756,-0.000171,-0.007658,0.018671,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.270000,-0.255308,9.046221,3.878045,0.001713,-0.001109,0.017005,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.280000,-0.326336,9.078402,3.889847,0.002425,-0.000187,0.016523,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.290000,-0.340650,9.118290,3.900595,0.002131,-0.009091,0.020435,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.300000,-0.223952,9.114880,3.863747,0.002139,-0.018454,0.026263,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.310000,-0.066471,9.085518,3.814350,0.001750,-0.012727,0.025101,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.320000,-0.063979,9.066072,3.805733,0.001728,0.003923,0.015424,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.330000,-0.219406,9.082692,3.800200,0.001798,0.010402,0.010670,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.340000,-0.334752,9.099766,3.804549,0.000158,-0.002716,0.016127,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.350000,-0.222534,9.094758,3.864624,-0.000799,-0.020009,0.023875,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.360000,0.035410,9.104215,3.901100,-0.000357,-0.019764,0.021540,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.370000,0.148511,9.090780,3.885614,0.000626,-0.000351,0.009389,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.380000,0.031558,9.064247,3.861750,0.001810,0.019888,-0.001374,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.390000,-0.180648,9.062061,3.847631,0.001951,0.021626,-0.003601,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.400000,-0.268936,9.074764,3.848998,0.001876,0.007444,0.001576,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.410000,-0.167426,9.084139,3.823392,0.001321,-0.008111,0.009157,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.420000,0.047747,9.072114,3.793039,-0.000154,-0.012773,0.010870,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.430000,0.180303,9.074948,3.754327,0.000772,0.003899,-0.000659,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.440000,0.002495,9.080275,3.747643,0.000584,0.023709,-0.015691,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.450000,-0.309284,9.074087,3.805775,-0.001651,0.016069,-0.015204,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.460000,-0.385868,9.091408,3.854423,-0.002038,-0.009554,-0.003319,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.470000,-0.192371,9.099143,3.870538,-0.001664,-0.023776,0.004036,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.480000,0.051277,9.069974,3.872905,-0.001466,-0.013485,0.000340,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.490000,0.100478,9.065056,3.878173,-0.001001,0.012216,-0.012365,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.500000,-0.111844,9.068820,3.876990,0.000426,0.027182,-0.021549,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.510000,-0.334973,9.063043,3.884228,0.000058,0.013460,-0.015272,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.520000,-0.294269,9.067419,3.835083,-0.000727,-0.013626,-0.003885,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.530000,-0.041838,9.085890,3.794827,-0.001239,-0.020706,-0.003657,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.540000,0.121659,9.098816,3.820759,-0.001504,-0.000762,-0.016279,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.550000,-0.019897,9.109668,3.810924,-0.000836,0.022499,-0.029578,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.560000,-0.319950,9.120005,3.823209,-0.001366,0.021930,-0.029415,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.570000,-0.424863,9.110564,3.879702,-0.002699,0.000517,-0.017418,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.580000,-0.245265,9.082965,3.903618,-0.002082,-0.012148,-0.010609,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.590000,-0.073044,9.053045,3.905464,-0.000499,-0.000710,-0.016713,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.600000,-0.110932,9.036595,3.907773,0.000602,0.021399,-0.027017,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.610000,-0.311285,9.043710,3.909945,0.001644,0.027701,-0.029327,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.620000,-0.484761,9.076812,3.878235,0.002473,0.013592,-0.021011,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.630000,-0.467103,9.100600,3.858589,0.001832,-0.000963,-0.012574,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.640000,-0.316999,9.110253,3.870393,0.001521,-0.003484,-0.011075,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
0.650000,-0.242528,9.087872,3.850323,0.001886,0.004437,-0.014736,-0.260163,-0.028299,28.52595429,77.57064560,0.000000,,,CALIB
