t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.2563427,30522622058063,28.5259543,77.5706456,151.6490479,3.7900925,0.0000000,,23,-0.2601636,-0.0283071
2.3553428,30523721058219,28.5259544,77.5706459,151.7244873,3.7900925,0.0000000,,23,-0.2337560,-0.0182883
3.3448996,30524710614988,28.5259546,77.5706466,151.8883667,3.7900925,0.0000000,,56,-0.1613797,0.0039757
4.3514510,30525717166447,28.5259547,77.5706468,151.9300537,3.7900925,0.0000000,,57,-0.1437746,0.0128813
5.3447259,30526710441343,28.5259547,77.5706472,152.0263672,3.7900925,0.0000000,,57,-0.1007400,0.0139945
6.3471299,30527712845300,28.5259547,77.5706474,152.0414429,3.7900925,0.0000000,,57,-0.0811789,0.0184473
7.3556084,30528721323842,28.5259547,77.5706481,152.1871338,3.7900925,0.0000000,,59,-0.0166270,0.0184473
8.3486577,30529714373112,28.5259547,77.5706484,152.2185059,3.7900925,0.0000000,,58,0.0117367,0.0151077
9.3433405,30530709055872,28.5259546,77.5706488,152.2916870,3.7900925,0.0000000,,58,0.0498810,0.0084285
10.3537331,30531719448476,28.5259546,77.5706495,152.3986206,3.7900925,0.0000000,,59,0.1222573,0.0073153
11.3480713,30532713786705,28.5259545,77.5706500,152.4562988,3.7900925,0.0000000,,59,0.1711602,-0.0027035
12.3455147,30533711230142,28.5259544,77.5706502,152.4739380,3.7900925,0.0000000,,58,0.1916995,-0.0127223
13.3529597,30534718675090,28.5259544,77.5706505,152.5121460,3.7900925,0.0000000,,58,0.2151729,-0.0171751
14.3530947,30535718810141,28.5259544,77.5706507,152.5466309,3.7900925,0.0000000,,60,0.2357121,-0.0194015
15.3535168,30536719232224,28.5259544,77.5706508,152.5714111,3.7900925,0.0000000,,59,0.2523391,-0.0205147
16.3551856,30537720900974,28.5259543,77.5706509,152.5844116,3.7900925,0.0000000,,59,0.2611416,-0.0216279
17.3543061,30538720021494,28.5259544,77.5706510,152.5917969,3.7900925,0.0000000,,59,0.2650539,-0.0205147
18.3517244,30539717439827,28.5259544,77.5706510,152.5948486,3.7900925,0.0000000,,59,0.2660319,-0.0194015
19.3555899,30540721305348,28.5259544,77.5706512,152.6179199,3.7900925,0.0000000,,61,0.2836370,-0.0127223
20.3456693,30541711384723,28.5259512,77.5706589,152.6445312,3.7900925,0.7900000,118.2000000,63,1.0386981,-0.3745123
21.3439389,30542709654305,28.5259465,77.5706751,152.7230225,3.7900925,1.8900000,106.7000000,65,2.6260871,-0.8921503
22.3480409,30543713756284,28.5259407,77.5706956,152.8031006,3.7900925,2.1800000,106.0000000,65,4.6291508,-1.5444855
23.3509512,30544716666648,28.5259340,77.5707187,152.9606934,3.7900925,2.4500000,106.9000000,66,6.8894440,-2.2914427
24.3457427,30545711458106,28.5259255,77.5707425,153.0488281,3.7900925,2.4900000,110.6000000,65,9.2211355,-3.2343231
25.3550984,30546720813835,28.5259153,77.5707672,153.0906372,3.7900925,2.5900000,114.7000000,65,11.6369399,-4.3653343
26.3455861,30547711301491,28.5259043,77.5707895,153.0509033,3.7900925,2.3100000,118.4000000,61,13.8101859,-5.5965335
27.3555895,30548721304876,28.5258923,77.5708125,153.2113647,3.7900925,2.6000000,118.8000000,61,16.0665669,-6.9279207
28.3460857,30549711801074,28.5258801,77.5708378,153.6174316,3.7900925,2.8600000,116.7000000,59,18.5361645,-8.2904775
29.3433195,30550709034875,28.5258683,77.5708625,153.4083252,3.7900925,2.6300000,117.8000000,60,20.9500129,-9.6018271
30.3463210,30551712036385,28.5258564,77.5708873,153.5437012,3.7900925,2.7000000,117.0000000,60,23.3824444,-10.9198559
31.3546288,30552720344249,28.5258454,77.5709154,153.7026978,3.7900925,2.9800000,113.4000000,60,26.1317668,-12.1555079
32.3454160,30553711131436,28.5258338,77.5709437,154.0401611,3.7900925,3.0200000,116.2000000,61,28.8938040,-13.4434803
33.3437102,30554709425602,28.5258237,77.5709732,154.1754761,3.7900925,3.0700000,109.2000000,61,31.7829888,-14.5689255
34.3556746,30555721390029,28.5258173,77.5710037,154.3056030,3.7900925,2.9700000,104.0000000,60,34.7660672,-15.2824867
35.3511763,30556716891696,28.5258113,77.5710329,154.2636719,3.7900925,2.8300000,104.7000000,57,37.6210199,-15.9481803
36.3489911,30557714706539,28.5258041,77.5710627,154.4869995,3.7900925,3.0300000,105.4000000,57,40.5385684,-16.7452315
37.3515655,30558717280914,28.5257966,77.5710930,154.4043579,3.7900925,3.0300000,107.0000000,57,43.4971953,-17.5801315
38.3543107,30559720026122,28.5257871,77.5711229,154.3367920,3.7900925,3.1100000,110.4000000,57,46.4196341,-18.6376715
39.3485781,30560714293517,28.5257754,77.5711523,154.3292236,3.7900925,3.1900000,114.2000000,57,49.2990383,-19.9401155
40.3489193,30561714634662,28.5257641,77.5711811,154.4000244,3.7900925,3.0200000,111.3000000,58,52.1129126,-21.1991447
41.3488230,30562714538412,28.5257542,77.5712106,154.5223389,3.7900925,3.0700000,109.9000000,58,55.0040535,-22.3012127
42.3484199,30563714135286,28.5257420,77.5712462,154.5538330,3.7900925,4.0500000,111.3000000,61,58.4859417,-23.6604299
43.3439440,30564709659401,28.5257275,77.5712848,154.6091919,3.7900925,4.3500000,113.7000000,62,62.2592914,-25.2801359
44.3458749,30565711590338,28.5257118,77.5713266,154.5377197,3.7900925,4.6500000,113.0000000,62,66.3436636,-27.0245203
45.3468054,30566712520806,28.5256973,77.5713753,154.4597168,3.7900925,5.4900000,107.1000000,62,71.1038743,-28.6330943
46.3525365,30567718251951,28.5256820,77.5714265,154.2778320,3.7900925,5.2900000,103.4000000,63,76.1193583,-30.3374035
47.3486519,30568714367316,28.5256661,77.5714786,154.1516724,3.7900925,5.2900000,106.0000000,64,81.2140650,-32.1140707
48.3482662,30569713981639,28.5256504,77.5715324,153.9527588,3.7900925,5.2600000,109.3000000,64,86.4740635,-33.8595683
49.3485482,30570714263617,28.5256317,77.5715834,153.8262329,3.7900925,5.2200000,114.2000000,63,91.4641180,-35.9367995
50.3540934,30571719808825,28.5256130,77.5716357,153.8071289,3.7900925,5.2100000,116.1000000,62,96.5734955,-38.0195967
51.3447612,30572710476637,28.5255937,77.5716856,153.5872803,3.7900925,5.3800000,115.6000000,63,101.4549854,-40.1636199
52.3522127,30573717928095,28.5255750,77.5717360,153.2588501,3.7900925,5.5600000,115.5000000,64,106.3912467,-42.2508699
53.3426466,30574708362002,28.5255561,77.5717845,152.8493652,3.7900925,5.6300000,115.6000000,65,111.1309181,-44.3525915
54.3524919,30575718207313,28.5255347,77.5718361,152.5153809,3.7900925,5.7400000,115.3000000,64,116.1757438,-46.7337263
55.3501484,30576715863823,28.5255123,77.5718929,152.5531006,3.7900925,5.7600000,117.6000000,64,121.7369844,-49.2339735
56.3549053,30577720620750,28.5254906,77.5719493,152.7412109,3.7900925,5.8700000,118.0000000,64,127.2493221,-51.6440515
57.3431741,30578708889552,28.5254728,77.5720063,152.6812744,3.7900925,5.8400000,113.8000000,64,132.8222993,-53.6300003
58.3452796,30579710994967,28.5254542,77.5720629,152.5632324,3.7900925,5.8000000,113.4000000,65,138.3639788,-55.7016655
59.3487615,30580714476895,28.5254356,77.5721179,152.4252930,3.7900925,5.7600000,115.3000000,65,143.7374321,-57.7666515
